Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Scientific_Name,SRA Study,Submitter_Id
ERR2508876,WGS,302,1208000000,PRJEB25954,SAMEA1100185,794646160,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528327,SAMEA1100185,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100185,101_002_CGATGT_L002_001,metagenome,ERP107921,101_002_CGATGT_L002_001
ERR2508877,WGS,302,1208000000,PRJEB25954,SAMEA1100186,791766266,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528328,SAMEA1100186,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100186,101_002_CGATGT_L002_002,metagenome,ERP107921,101_002_CGATGT_L002_002
ERR2508878,WGS,302,1208000000,PRJEB25954,SAMEA1100187,787321286,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528329,SAMEA1100187,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100187,101_002_CGATGT_L002_003,metagenome,ERP107921,101_002_CGATGT_L002_003
ERR2508879,WGS,302,596519158,PRJEB25954,SAMEA1100188,388294140,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528330,SAMEA1100188,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:59:00Z,2,SAMEA1100188,101_002_CGATGT_L002_004,metagenome,ERP107921,101_002_CGATGT_L002_004
ERR2508880,WGS,302,1208000000,PRJEB25954,SAMEA1100189,792257059,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528331,SAMEA1100189,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100189,111_003_TTAGGC_L002_001,metagenome,ERP107921,111_003_TTAGGC_L002_001
ERR2508881,WGS,302,1208000000,PRJEB25954,SAMEA1100190,792035531,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528332,SAMEA1100190,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100190,111_003_TTAGGC_L002_002,metagenome,ERP107921,111_003_TTAGGC_L002_002
ERR2508882,WGS,302,1208000000,PRJEB25954,SAMEA1100191,788777224,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528333,SAMEA1100191,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100191,111_003_TTAGGC_L002_003,metagenome,ERP107921,111_003_TTAGGC_L002_003
ERR2508883,WGS,302,1208000000,PRJEB25954,SAMEA1100192,786761319,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528334,SAMEA1100192,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100192,111_003_TTAGGC_L002_004,metagenome,ERP107921,111_003_TTAGGC_L002_004
ERR2508884,WGS,302,574122536,PRJEB25954,SAMEA1100193,373440422,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528335,SAMEA1100193,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:59:00Z,2,SAMEA1100193,111_003_TTAGGC_L002_005,metagenome,ERP107921,111_003_TTAGGC_L002_005
ERR2508885,WGS,302,1208000000,PRJEB25954,SAMEA1100194,797279221,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528336,SAMEA1100194,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100194,113_004_TGACCA_L002_001,metagenome,ERP107921,113_004_TGACCA_L002_001
ERR2508886,WGS,302,1208000000,PRJEB25954,SAMEA1100195,794404605,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528337,SAMEA1100195,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100195,113_004_TGACCA_L002_002,metagenome,ERP107921,113_004_TGACCA_L002_002
ERR2508887,WGS,302,1208000000,PRJEB25954,SAMEA1100196,790048225,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:32Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528338,SAMEA1100196,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:32Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100196,113_004_TGACCA_L002_003,metagenome,ERP107921,113_004_TGACCA_L002_003
ERR2508888,WGS,302,1161887922,PRJEB25954,SAMEA1100197,759556010,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528339,SAMEA1100197,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100197,113_004_TGACCA_L002_004,metagenome,ERP107921,113_004_TGACCA_L002_004
ERR2508889,WGS,302,1208000000,PRJEB25954,SAMEA1100198,793150704,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528340,SAMEA1100198,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100198,133_007_CAGATC_L002_001,metagenome,ERP107921,133_007_CAGATC_L002_001
ERR2508890,WGS,302,1208000000,PRJEB25954,SAMEA1100199,790237628,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528341,SAMEA1100199,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100199,133_007_CAGATC_L002_002,metagenome,ERP107921,133_007_CAGATC_L002_002
ERR2508891,WGS,302,1208000000,PRJEB25954,SAMEA1100200,786816059,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528342,SAMEA1100200,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100200,133_007_CAGATC_L002_003,metagenome,ERP107921,133_007_CAGATC_L002_003
ERR2508892,WGS,302,835817616,PRJEB25954,SAMEA1100201,543537105,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528343,SAMEA1100201,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:59:00Z,2,SAMEA1100201,133_007_CAGATC_L002_004,metagenome,ERP107921,133_007_CAGATC_L002_004
ERR2508893,WGS,302,1208000000,PRJEB25954,SAMEA1100202,796379363,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528344,SAMEA1100202,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100202,135_008_ACTTGA_L002_001,metagenome,ERP107921,135_008_ACTTGA_L002_001
ERR2508894,WGS,302,1208000000,PRJEB25954,SAMEA1100203,793862393,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528345,SAMEA1100203,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100203,135_008_ACTTGA_L002_002,metagenome,ERP107921,135_008_ACTTGA_L002_002
ERR2508895,WGS,302,1208000000,PRJEB25954,SAMEA1100204,789196899,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:06Z,ERX2528346,SAMEA1100204,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:06Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100204,135_008_ACTTGA_L002_003,metagenome,ERP107921,135_008_ACTTGA_L002_003
ERR2508896,WGS,302,1208000000,PRJEB25954,SAMEA1100205,789056426,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528347,SAMEA1100205,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:00:00Z,2,SAMEA1100205,135_008_ACTTGA_L002_004,metagenome,ERP107921,135_008_ACTTGA_L002_004
ERR2508897,WGS,302,103044212,PRJEB25954,SAMEA1100206,67568301,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528348,SAMEA1100206,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:58:00Z,2,SAMEA1100206,135_008_ACTTGA_L002_005,metagenome,ERP107921,135_008_ACTTGA_L002_005
ERR2508898,WGS,302,1208000000,PRJEB25954,SAMEA1100207,773580515,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528349,SAMEA1100207,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:01:00Z,2,SAMEA1100207,139_009_GATCAG_L001_001,metagenome,ERP107921,139_009_GATCAG_L001_001
ERR2508899,WGS,302,1208000000,PRJEB25954,SAMEA1100208,777477435,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528350,SAMEA1100208,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100208,139_009_GATCAG_L001_002,metagenome,ERP107921,139_009_GATCAG_L001_002
ERR2508900,WGS,302,754036318,PRJEB25954,SAMEA1100209,484478614,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528351,SAMEA1100209,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T04:59:00Z,2,SAMEA1100209,139_009_GATCAG_L001_003,metagenome,ERP107921,139_009_GATCAG_L001_003
ERR2508901,WGS,302,1177294150,PRJEB25954,SAMEA1100210,764750617,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528352,SAMEA1100210,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100210,139_009_GATCAG_L002_001,metagenome,ERP107921,139_009_GATCAG_L002_001
ERR2508902,WGS,302,1208000000,PRJEB25954,SAMEA1100211,792881996,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528353,SAMEA1100211,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100211,141_010_TAGCTT_L002_001,metagenome,ERP107921,141_010_TAGCTT_L002_001
ERR2508903,WGS,302,1208000000,PRJEB25954,SAMEA1100212,788344168,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528354,SAMEA1100212,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100212,141_010_TAGCTT_L002_002,metagenome,ERP107921,141_010_TAGCTT_L002_002
ERR2508904,WGS,302,1190909518,PRJEB25954,SAMEA1100213,774548171,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528355,SAMEA1100213,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100213,141_010_TAGCTT_L002_003,metagenome,ERP107921,141_010_TAGCTT_L002_003
ERR2508905,WGS,302,1208000000,PRJEB25954,SAMEA1100214,794468326,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528356,SAMEA1100214,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100214,151_005_ACAGTG_L002_001,metagenome,ERP107921,151_005_ACAGTG_L002_001
ERR2508906,WGS,302,1208000000,PRJEB25954,SAMEA1100215,791588932,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528357,SAMEA1100215,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:03:00Z,2,SAMEA1100215,151_005_ACAGTG_L002_002,metagenome,ERP107921,151_005_ACAGTG_L002_002
ERR2508907,WGS,302,1208000000,PRJEB25954,SAMEA1100216,787610205,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528358,SAMEA1100216,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:04:00Z,2,SAMEA1100216,151_005_ACAGTG_L002_003,metagenome,ERP107921,151_005_ACAGTG_L002_003
ERR2508908,WGS,302,1134343710,PRJEB25954,SAMEA1100217,739186278,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528359,SAMEA1100217,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100217,151_005_ACAGTG_L002_004,metagenome,ERP107921,151_005_ACAGTG_L002_004
ERR2508909,WGS,302,1208000000,PRJEB25954,SAMEA1100218,795876530,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528360,SAMEA1100218,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100218,153_006_GCCAAT_L002_001,metagenome,ERP107921,153_006_GCCAAT_L002_001
ERR2508910,WGS,302,1208000000,PRJEB25954,SAMEA1100219,792547317,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528361,SAMEA1100219,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100219,153_006_GCCAAT_L002_002,metagenome,ERP107921,153_006_GCCAAT_L002_002
ERR2508911,WGS,302,1208000000,PRJEB25954,SAMEA1100220,788468018,HELMHOLTZ CENTER FOR INFECTION RESEARCH,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.us-east1,ncbi.public,s3.us-east-1",2018-04-11,2018-04-11T17:02:53Z,2018-11-16,2018-04-11T07:12:07Z,ERX2528362,SAMEA1100220,HELMHOLTZ CENTER FOR INFECTION RESEARCH,2018-04-11T17:02:53Z,2018-04-11T07:12:07Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,METAGENOMIC,metagenome,ILLUMINA,2018-04-13T00:00:00Z,2021-03-13T05:02:00Z,2,SAMEA1100220,153_006_GCCAAT_L002_003,metagenome,ERP107921,153_006_GCCAAT_L002_003
