feature	ERR2508876	ERR2508877	ERR2508878	ERR2508879	ERR2508880	ERR2508881	ERR2508882	ERR2508883	ERR2508884	ERR2508885	ERR2508886	ERR2508887	ERR2508888	ERR2508889	ERR2508890	ERR2508891	ERR2508892	ERR2508893	ERR2508894	ERR2508895	ERR2508896	ERR2508897	ERR2508898	ERR2508899	ERR2508900	ERR2508901	ERR2508902	ERR2508903	ERR2508904	ERR2508905	ERR2508906	ERR2508907	ERR2508908	ERR2508909	ERR2508910	ERR2508911	ERR2508912	ERR2508913	ERR2508914	ERR2508915	ERR2508916	ERR2508917	ERR2508918	ERR2508919	ERR2508920	ERR2508921	ERR2508922	ERR2508923	ERR2508924	ERR2508925	ERR2508926	ERR2508927	ERR2508928	ERR2508929	ERR2508930	ERR2508931	ERR2508932	ERR2508933	ERR2508934	ERR2508935	ERR2508936	ERR2508937	ERR2508938	ERR2508939	ERR2508940	ERR2508941	ERR2508942	ERR2508943	ERR2508944	ERR2508945	ERR2508946	ERR2508947	ERR2508948	ERR2508949	ERR2508950	ERR2508951	ERR2508952	ERR2508953	ERR2508954	ERR2508955	ERR2508956	ERR2508957	ERR2508958	ERR2508959	ERR2508960	ERR2508961	ERR2508962	ERR2508963	ERR2508964	ERR2508965	ERR2508966	ERR2508967	ERR2508968	ERR2508969	ERR2508970	ERR2508971	ERR2508972
ko:K02487	66.07733	54.63266	50.44028	30.00333	24.61063	14.5835	16.43131	17.16441	17.42268	9.44557	15.90707	9.12382	17.83028	30.82458	34.74789	29.97686	24.37014	22.83218	25.80095	23.00787	32.65007	2.30149	28.26571	23.78125	15.91648	28.77864	45.70533	44.38328	41.64445	13.2124	9.65952	10.0965	12.59882	20.63899	19.39036	15.50057	11.05159	5.2873	9.29976	1.5879	10.99355	9.40537	10.17667	7.03145	3.22823	2.09312	1.99939	1.2784	3.83448	4.99607	6.22408	2.83679	NA	9.86755	10.04566	9.51336	11.50024	6.16478	14.31994	4.775	14.47626	13.49867	3.03593	31.91126	33.86272	30.1362	15.11551	19.77946	32.98315	32.29782	23.9766	47.61758	57.57704	47.21615	75.78635	63.58045	70.46528	61.74178	26.67724	14.77398	15.38127	26.02926	12.95619	11.65766	14.0536	3.75685	58.11187	72.35224	75.00885	27.75341	34.15375	37.85759	28.87653	4.80415	32.32808	38.58598	6.92903
ko:K02488	30.11303	39.81607	30.9106	15.8753	54.24118	38.90021	35.78225	37.56836	27.84796	37.59671	42.08166	50.37485	43.9852	10.09963	8.79185	10.31244	7.88433	39.09608	35.08668	36.2633	36.60197	5.06245	1.13536	1.778	2.24586	4.46059	2.40026	4.40681	2.78797	43.79806	39.42614	40.22522	41.61646	49.98579	45.78324	55.55314	33.38101	39.13615	30.94606	10.75628	25.28133	35.94922	29.45631	17.24959	67.42146	56.66535	61.13334	38.24928	66.79018	54.45554	63.8168	63.5218	NA	19.05204	19.12419	23.73097	23.31673	5.14155	27.49267	25.27906	29.95201	25.30712	9.48423	4.66753	4.85482	3.18494	3.12536	11.71715	19.94281	17.51638	15.7796	26.62079	21.6187	17.00508	10.61535	13.24826	12.75661	16.10089	6.09706	70.50257	61.65408	65.65674	44.44729	45.27375	59.51689	12.59804	41.66067	33.41547	33.81066	19.42687	17.94149	23.23063	21.2666	4.5067	38.7687	40.06673	10.60625
ko:K02489	0.29189	NA	NA	NA	0.08099	0.03771	NA	NA	NA	0.0468	0.07627	NA	0.07463	27.32002	29.57229	28.55913	21.27569	67.72286	81.16374	83.03389	91.33906	7.92594	1.45747	NA	NA	NA	0.50473	0.4771	0.51829	0.09088	0.37371	0.46678	0.04568	2.35228	1.44754	1.36116	NA	NA	NA	NA	NA	NA	0.79525	NA	0.06612	0.18342	0.09776	NA	0.20026	NA	0.20162	0.05686	NA	0.52741	NA	NA	NA	NA	NA	NA	0.52851	NA	NA	0.39919	0.14766	0.08804	0.49786	1.11216	0.62647	0.76296	1.06269	NA	0.04697	NA	0.2201	1.97036	0.83	0.3891	0.24745	0.4132	0.26778	NA	NA	0.03655	0.5201	NA	NA	2.52802	1.2482	NA	NA	0.23189	0.13652	NA	0.28598	NA	NA
ko:K02490	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.677	NA	0.86699	NA	0.55455	1.09242	NA	0.54605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K02491	NA	NA	NA	NA	4.03463	0.58136	0.57836	NA	0.57186	1.73165	1.73691	0.5581	2.83232	0.51163	NA	NA	NA	NA	1.0429	2.0119	0.52164	NA	1.22844	1.21302	1.69658	NA	0.52711	NA	NA	1.12095	NA	NA	0.56344	1.68152	NA	NA	NA	NA	0.72839	NA	NA	0.4962	0.9731	NA	3.53892	0.81123	3.82856	1.55466	NA	1.99746	0.26138	1.7278	NA	2.11651	2.6833	1.97572	0.75062	NA	1.78042	2.53792	2.43674	0.99979	NA	2.28264	NA	1.7226	0.26432	0.80671	NA	NA	0.54489	36.51273	25.12947	26.07247	40.16273	30.50465	30.57648	30.60832	8.60921	NA	NA	NA	NA	NA	NA	NA	88.94717	76.93314	84.63613	35.25421	42.11625	26.65845	27.98307	9.87729	NA	NA	NA
ko:K02492	124.0834	115.26016	115.6957	61.20272	96.93387	106.81233	110.20241	117.73877	60.80903	70.92242	65.76671	82.29695	88.60674	329.26436	296.89399	271.08611	202.71422	135.96258	139.69195	138.08563	141.48281	9.64863	136.69053	114.01272	82.60634	160.12367	164.10587	145.61031	139.0822	112.2949	93.51961	88.60609	95.43432	196.36413	223.49891	226.52415	149.15624	49.89313	51.26683	17.73292	64.76671	66.04656	74.5108	51.69841	248.52326	197.51792	206.85418	169.2425	168.52391	144.37089	149.02489	156.92338	0.81812	261.31998	244.36568	218.48491	223.38357	88.94709	142.33279	155.41696	145.18118	142.75444	46.5767	105.66455	89.2848	108.38801	57.24834	128.56128	123.67983	116.462	104.97964	123.69202	122.3851	110.4853	136.71014	126.96952	125.64624	150.43992	78.37711	253.41004	269.24931	240.7827	134.25269	187.30986	210.47079	52.40497	166.98877	173.67818	161.85505	68.65866	115.96536	94.43041	93.91979	22.14089	94.38828	105.76163	28.96367
ko:K02493	748.21332	749.5005	741.13671	343.33489	713.2622	697.24523	716.99446	706.71292	330.08725	648.31485	682.38043	677.21592	649.65264	692.46701	688.7102	666.60535	462.24196	702.12191	682.55155	675.78289	678.00641	68.87636	503.38677	448.50695	287.7991	547.60338	702.40885	716.24599	716.57756	674.26007	682.83871	677.32713	594.50388	734.15789	723.35761	719.20282	471.18876	703.09507	715.4392	205.59739	695.47976	717.72883	657.23745	465.36435	579.70972	557.17013	615.28383	472.03361	565.06369	504.6702	599.61287	553.13534	3.72518	591.42906	486.29981	540.48946	521.25813	157.14899	668.2266	582.04766	647.30602	623.72261	161.01223	645.83807	633.78188	629.72675	403.6293	571.61315	559.2615	593.33659	414.19561	615.53129	627.35497	532.26344	726.4079	573.06604	639.33387	660.47639	301.97662	574.02961	570.01081	553.57964	297.77508	528.08112	543.65987	136.08571	587.94138	564.76155	534.9171	223.41358	568.9903	595.4825	579.53589	130.36125	597.10033	666.69648	157.44393
ko:K02494	NA	NA	2.88558	NA	35.07672	13.28174	20.25648	23.58814	15.69367	7.58957	10.65317	9.01782	8.70909	3.7506	3.05976	3.82455	NA	1.20162	1.17573	3.68648	2.35231	NA	2.72316	2.01674	0.67159	1.35526	4.38182	3.45161	5.05629	1.86594	2.93004	2.25393	0.69224	0.59232	3.99357	4.62995	0.75695	NA	NA	NA	1.15039	1.43181	1.47399	NA	14.46457	15.22031	21.20131	4.3813	5.92644	3.57749	4.41962	7.99129	NA	12.80721	10.21813	6.01492	10.78852	0.74558	8.4607	5.69466	6.77798	6.65632	NA	2.08687	0.71183	1.43869	0.73242	2.1627	4.41725	3.66377	1.41244	5.64871	3.67433	1.55345	4.63002	7.92921	1.46601	4.92103	1.24149	5.93346	2.0765	3.49126	0.27649	0.58488	NA	NA	1.60316	0.3115	0.55008	NA	NA	NA	NA	3.34453	NA	NA	NA
ko:K02495	NA	NA	NA	NA	0.68344	2.68983	0.52078	0.57383	NA	NA	NA	NA	NA	0.11234	NA	0.06351	0.40728	NA	0.0644	0.41718	0.41464	0.28721	0.60785	1.52695	NA	NA	NA	1.09074	0.20359	6.57282	5.78329	7.96894	8.57026	5.05293	5.06652	1.46919	3.30529	NA	NA	NA	4.26674	4.48664	2.39299	0.97205	NA	0.05937	NA	0.6709	NA	NA	NA	0.61918	NA	1.11201	2.96888	6.38469	2.19162	NA	0.65968	1.21798	NA	1.76342	NA	5.831	5.18303	4.51039	3.80211	10.05511	6.01166	4.87835	5.37498	1.0068	0.34213	1.69142	2.84668	3.57532	3.16625	2.88601	0.7026	6.53133	4.6005	4.58691	4.59477	NA	NA	NA	1.27807	0.06312	NA	NA	0.5694	0.36174	0.30405	0.15351	NA	NA	NA
ko:K02496	6.57875	11.23336	4.19821	2.23043	8.59697	12.56241	12.9024	14.32242	9.18764	6.08474	5.05522	7.05916	2.26214	18.5956	9.59544	18.73789	6.9069	12.58996	12.15865	16.33717	14.48245	NA	11.07479	8.85818	11.24112	20.6295	20.98508	11.53719	18.89881	14.55247	21.36896	24.94496	18.14123	12.7187	8.8497	10.18537	7.05706	5.85786	4.70874	1.69685	10.4127	7.36518	7.41924	3.13307	20.77419	28.38069	37.71175	29.73153	22.73049	17.67562	24.27043	17.61962	NA	28.94878	19.40084	17.63786	11.28981	3.85441	16.72133	19.73001	12.55527	16.81071	1.82627	11.44053	12.90596	8.78429	7.25205	8.29498	11.1106	12.0205	7.90243	16.82789	11.07875	10.6732	10.03928	1.90507	6.53654	2.32494	3.82434	10.81391	15.90581	8.48557	5.65232	1.48036	3.44835	NA	10.0684	8.09814	8.44109	1.05833	20.87198	10.29491	19.96707	3.14523	3.80368	6.5959	NA
ko:K02498	99.31147	96.04613	89.70217	46.10117	1.71338	1.50497	0.65384	0.89408	0.50935	0.4548	1.29257	0.80518	1.8503	1.15387	1.37022	1.90383	0.89114	3.14248	2.39481	2.99147	1.74328	0.29718	0.9605	1.24405	0.42025	1.0658	0.19762	0.92002	0.31422	10.18876	1.74618	6.28167	3.195	4.49272	2.28758	2.12943	5.41543	1.40268	2.79983	0.35087	2.90551	1.51897	3.4879	0.70577	0.48757	NA	0.34292	0.216	0.6222	0.13821	1.30732	0.47107	NA	0.61311	0.90774	1.61033	0.21888	NA	0.40049	0.08212	0.62427	0.38263	0.25993	38.08126	39.21562	36.01292	26.71658	36.1151	37.21818	41.5662	24.04545	1.55925	1.24282	1.92848	1.02442	1.8696	0.9723	1.35885	0.46322	4.77534	4.6964	5.59305	2.24355	1.44106	0.73338	0.15516	0.39911	1.90875	0.53159	NA	8.56574	7.32546	8.31988	3.05061	7.69095	6.85136	0.96804
ko:K02499	105.06423	102.49295	110.24115	65.97118	140.11307	123.1095	115.92074	118.18808	58.88916	103.82363	111.7812	116.7719	82.49855	293.11111	289.07443	335.02836	199.74645	221.30109	199.37123	197.49289	204.71281	17.98195	137.11132	164.71701	113.3277	170.813	259.14987	222.42994	227.9569	165.64952	148.88916	154.44277	127.96563	233.03489	220.46475	228.34759	148.92776	85.66046	83.66657	32.68116	71.5842	75.95776	65.50936	52.18491	273.5472	272.76407	299.35222	213.83844	278.31889	266.36239	274.41559	250.80189	1.04864	308.6953	266.02035	285.50245	302.88516	80.31973	217.02432	195.54325	209.77543	172.19345	60.99404	234.44788	192.52559	195.88282	141.44989	243.56595	227.71922	238.35577	170.19881	253.87748	234.23124	178.98297	314.96794	263.55196	284.65994	252.64484	152.05061	73.04788	64.23624	69.33236	35.36468	53.64913	61.56235	20.10301	279.62109	247.05614	221.07449	105.24985	210.76105	184.69528	159.85413	42.5818	140.25927	155.13097	23.67351
ko:K02500	469.80663	449.28392	454.28534	226.54113	477.65907	449.64119	522.2545	496.65494	230.73666	430.61608	439.2413	427.93024	437.71745	517.59675	537.41175	547.80655	435.42879	544.81382	576.97373	538.54981	566.2106	51.32434	395.28203	379.06786	288.05293	480.38523	631.02272	658.82614	591.23023	536.24362	536.16999	553.96684	513.18702	594.04554	606.64118	625.53946	434.58614	507.18363	473.51691	172.72116	541.11784	535.57338	521.12083	384.93661	452.26561	480.90711	491.8604	357.66386	437.9387	416.7041	462.50839	403.13407	2.77861	480.29249	399.4325	432.96164	418.27088	131.69885	399.1269	376.36688	436.90932	378.27749	124.68256	320.47311	347.43052	342.61419	189.96346	332.20938	334.20968	322.19846	250.13858	326.90876	360.07298	280.76081	432.22848	387.19482	405.20577	339.5364	182.376	403.1784	387.10624	387.63959	205.55883	397.55668	398.72799	111.91214	507.09321	471.60339	459.24692	197.8851	441.32243	436.85851	458.03303	100.87586	535.58966	545.21411	112.56089
ko:K02501	421.98002	409.34035	462.87909	205.54291	459.97752	517.96094	478.71128	483.49169	219.68369	462.73619	463.24935	436.01415	458.8363	536.09233	599.70692	531.37073	372.09398	488.00667	470.06637	472.66672	532.31557	36.45769	390.32613	374.44978	261.82533	452.55709	636.82021	631.60343	611.99563	540.46077	491.06958	567.10912	476.05153	645.6176	637.24339	627.31735	425.07865	457.74168	452.85342	151.44074	526.27019	553.26679	530.78349	359.36271	505.36115	463.97273	497.89085	379.4293	463.43579	424.40797	468.18755	394.71822	1.55999	531.86781	482.94785	477.92481	495.84692	146.27771	455.43184	400.1635	443.01087	454.44453	118.45773	308.53984	349.80596	319.88425	186.31526	358.12916	334.71411	378.1381	261.13643	375.51236	358.87653	306.97652	425.79653	356.67773	443.96807	421.93608	189.57955	478.92184	459.14149	463.90352	244.09707	410.80245	423.75016	129.46846	506.67427	441.98773	487.78184	203.94496	450.94252	436.60046	434.10054	102.66361	479.00727	514.91188	102.5056
ko:K02502	303.58886	297.2626	283.09058	136.49197	390.06344	425.14821	385.5744	403.86692	176.62999	261.33313	273.40864	245.95136	262.18562	676.16804	686.39293	666.30672	467.26527	451.52988	393.00328	442.41101	433.69605	44.04443	428.46769	408.37223	269.28907	501.53972	713.38569	738.33098	766.91203	404.57242	333.90444	353.71489	324.92504	611.18921	573.34513	652.7167	423.29346	191.7081	198.59868	54.80056	260.6033	263.222	256.77397	177.95508	458.7291	429.16776	435.9475	365.0211	363.528	381.32139	470.71365	407.70493	1.08652	565.82657	509.7267	553.83733	512.21408	139.38791	366.7039	353.82004	368.23303	329.29557	123.3499	395.36134	378.78279	379.78534	238.83823	497.1738	480.12214	490.37711	358.76272	421.70492	370.09654	358.47008	515.25146	435.05378	457.12456	490.49678	247.07406	304.03751	294.84283	274.51782	149.48416	227.84456	222.20761	65.4788	540.9099	490.20411	530.077	240.69169	413.80095	432.46167	460.0514	94.03397	320.78806	313.38242	65.45848
ko:K02503	632.20878	669.08031	681.07578	312.85356	783.73836	734.78951	773.42936	785.99618	358.09838	767.99159	827.93921	774.82943	780.83282	824.12096	820.83078	784.55494	534.99374	694.85743	730.00862	729.50121	771.86034	68.08748	513.94286	522.5004	342.18484	598.87599	744.83889	783.15402	729.9088	734.67722	711.40169	745.35149	655.37061	792.23436	766.75534	812.35081	530.13708	758.7006	825.78278	313.30773	828.15836	816.45186	784.37358	512.15096	728.68552	739.41609	677.89136	539.02671	688.75948	600.29879	674.53965	661.92229	0.20464	562.36156	531.11482	619.41699	526.40821	170.49487	619.60782	588.5233	598.50738	671.60526	185.29415	575.27919	615.17208	608.0248	401.83574	635.60528	576.63937	670.74809	494.82965	702.12209	642.81452	631.50032	675.92339	691.89657	677.19438	642.84102	357.47988	652.09226	606.3234	652.13168	286.16443	604.37737	587.98651	170.39341	665.89625	596.21027	644.24034	279.87325	597.60413	624.05185	652.88225	128.5505	719.22672	713.49165	155.04674
ko:K02504	NA	NA	NA	NA	1.47546	0.1646	1.01497	1.30851	0.69332	0.27934	0.95349	0.12604	0.71073	0.55048	0.4199	0.4465	0.64823	1.01149	NA	0.27345	NA	NA	0.29258	0.93656	NA	NA	1.3151	1.52605	0.46253	6.93572	4.49896	2.25415	2.62356	4.15299	6.4647	2.83756	5.53551	NA	NA	NA	1.22385	1.99883	1.80321	0.52456	2.3106	1.11098	0.83062	0.89999	0.18035	NA	0.32146	0.18118	NA	0.14978	1.01823	0.41456	1.31964	1.73725	0.37546	1.26054	0.01456	0.13019	NA	1.20931	NA	0.63119	NA	2.17286	2.36774	1.19367	1.04625	1.32398	0.89807	0.32726	1.23865	0.87827	0.51013	1.77918	1.79059	2.10705	1.46957	3.36116	0.50358	0.28335	NA	NA	1.01107	2.39652	1.06319	NA	0.27207	NA	NA	NA	NA	NA	NA
ko:K02505	3.31335	3.76948	6.48115	NA	6.48699	6.1483	5.04113	6.34816	5.33573	2.9306	3.36428	3.97359	2.46871	1.71465	5.14884	6.67542	2.58978	5.13263	3.49513	3.29579	6.77206	NA	0.13601	0.53487	NA	0.12033	0.97412	4.29747	1.17668	3.94517	5.65313	2.59494	5.77777	2.40276	7.53789	4.75086	3.42838	9.59532	8.95063	5.6424	7.07192	5.17238	7.94688	3.85803	7.57435	2.01317	6.46171	2.24266	2.62772	3.85712	4.62845	0.98906	NA	1.20327	1.86198	2.77301	0.58299	0.61035	0.63715	0.47033	1.13229	0.87859	NA	0.24063	NA	0.52258	0.41936	0.31253	2.18328	0.99366	0.61152	10.54499	6.08833	10.703	10.03375	7.49901	13.47773	10.64667	3.54566	3.92325	1.50953	2.61153	1.04938	2.29111	2.01147	0.16456	0.85574	1.46132	2.3992	2.5601	2.74026	4.6852	4.71296	0.89263	6.36589	2.6109	NA
ko:K02506	NA	NA	NA	NA	1.00673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67179	NA	NA	NA	NA	0.84544	NA	NA	NA	0.89543	NA	0.76562	2.8355	0.61069	5.94996	3.08168	1.72244	1.65599	7.10035	4.23182	0.55506	NA	NA	1.43684	3.5955	3.31755	0.319	NA	NA	NA	NA	0.65452	0.56951	NA	1.72017	NA	16.48313	15.08139	11.82023	18.81859	4.85391	64.47526	65.66525	77.87372	68.45604	18.18502	56.19791	31.24897	42.9215	28.32605	2.68216	8.72013	5.92215	8.70395	53.33585	55.60764	48.46251	39.20611	35.41884	36.00605	31.09753	18.89469	6.38437	1.08721	4.83055	1.48568	NA	0.84833	NA	0.99924	NA	0.49615	NA	0.61569	NA	NA	NA	NA	NA	NA
ko:K02507	6.85182	7.52885	4.90037	5.92406	13.74526	19.41765	24.31759	15.59886	10.86571	11.67489	10.74037	12.28453	10.94693	9.28156	9.01695	15.14723	8.26305	13.42087	12.1119	11.43882	10.43549	NA	18.67557	13.72033	10.60219	12.65733	28.91322	26.83435	24.51874	7.87149	7.28949	6.56794	5.40409	11.05236	10.28333	9.23611	6.57084	5.60678	7.32629	0.74011	5.13345	6.27149	3.87928	3.97534	23.03835	20.90084	20.36563	20.27701	25.85708	26.98125	16.73596	20.06038	NA	12.80214	13.14304	13.33282	19.2535	1.89637	9.5371	8.47966	4.86485	13.99944	5.27397	1.96761	3.65014	2.23235	1.43098	2.09631	3.51434	3.45073	3.16146	5.83493	3.47064	1.41589	6.34518	8.02291	5.03537	5.43975	2.293	12.1778	9.78241	9.78298	3.25847	5.08461	6.67178	0.53879	3.36467	2.68681	2.33833	1.49727	2.92111	6.13783	5.62443	NA	10.47122	7.27152	2.38477
ko:K02508	1.0849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.97333	16.8418	12.37708	13.78744	21.18667	16.22931	18.87534	15.57825	1.44788	NA	0.40516	0.58878	NA	1.38443	1.9161	0.55235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30241	NA	NA	NA	NA	NA	NA	NA	1.14728	NA	NA	0.31587	1.11909	NA	0.59211	0.15761	0.15969	0.59243	0.4748	1.29768	0.31323	NA	NA	0.46152	NA	3.29128	0.92366	0.47012	0.58644	0.61279	0.52177	0.64741	0.47507	0.26374	0.41657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07738	NA	NA	NA	NA	1.13084	NA	NA	NA	NA
ko:K02509	5.94906	9.90007	7.3998	4.86507	3.43822	2.16185	2.34489	1.65267	0.46957	0.53244	0.91791	0.47279	0.66275	5.51571	5.83747	2.87419	7.46871	6.05157	6.72717	3.31634	6.46342	NA	2.80843	3.13567	1.59254	3.61976	2.42648	2.68961	1.72084	2.81784	0.99743	0.54309	0.57231	0.53191	0.22139	0.53801	0.22196	1.93393	0.93411	1.98311	3.69753	2.31468	6.01637	1.69931	0.60853	0.61935	0.87993	0.88249	0.60147	0.65717	2.41117	0.56591	NA	0.1213	0.39528	0.23799	0.60761	0.19409	0.85171	0.93446	1.09964	1.28122	0.26207	0.7867	0.64764	1.46548	1.38336	0.58415	0.66214	0.1772	0.33508	0.73475	0.34736	1.37252	0.7843	0.74044	0.2353	0.39715	0.19485	0.26622	0.11674	0.40817	0.04333	0.32777	0.23745	NA	1.00881	0.35346	0.56511	0.11331	0.56536	0.53412	0.68039	0.15578	8.43659	8.68328	1.03699
ko:K02510	32.98733	29.11302	26.0272	12.55808	19.93685	20.48911	26.60448	26.50361	9.81946	9.43682	12.1845	5.41784	9.20621	9.42443	9.93961	8.91962	10.6069	18.06005	17.30339	12.30658	16.53958	0.75216	17.6061	13.58536	9.92685	21.30826	21.88971	27.66348	20.27404	26.33423	18.98488	15.992	23.64608	13.02799	12.61373	16.84763	9.84018	38.22858	46.09134	10.03452	28.98733	31.68696	38.65971	25.23068	15.36857	19.55496	13.88319	14.65617	35.29849	24.83304	28.62075	37.33328	0.77167	27.38014	15.25113	22.70514	24.05323	5.61702	22.07108	27.39672	18.36269	16.33518	3.2215	23.37804	17.26844	25.32572	8.87507	10.85375	10.21216	8.51465	5.37037	41.24658	33.22632	33.15085	76.33369	71.32131	77.87849	78.9918	40.32889	26.15483	24.72497	22.05401	12.08522	19.50504	21.00638	5.44522	12.32911	10.57081	7.34555	3.79082	22.66741	22.91404	14.3763	5.26584	24.47979	23.64381	4.2368
ko:K02511	NA	NA	0.29775	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7807	NA	NA	NA	1.2707	2.02097	0.18906	1.63109	2.66262	NA	0.26612	0.47829	NA	NA	2.08184	1.20479	NA	NA	NA	NA	NA	NA	0.28968	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72319	NA	NA	NA	NA	NA	NA	0.31097	NA	0.2666	0.34205	NA	NA	NA	NA	NA	NA	0.29801	NA	NA	NA	NA	NA	NA	0.18838	NA	NA	3.40719	0.99121	NA	NA	4.00943	1.31637	NA	1.31598	NA	NA	NA	NA	NA	NA	NA	1.26649	NA	0.66941	NA	NA	NA	1.95396	NA	NA	NA	NA
ko:K02517	521.81161	556.81549	575.12083	278.16844	501.86169	491.60022	460.6944	473.64163	239.20503	542.15533	568.80425	559.5041	542.53345	363.63696	354.85759	392.43841	231.74595	401.95847	410.73126	457.76198	460.03663	39.40461	265.22468	259.14091	194.61294	306.02408	435.56482	393.70954	458.20644	499.8267	538.47381	524.48353	486.50798	364.91251	400.93903	448.69581	283.91613	628.4385	619.60369	181.05409	586.50886	627.83777	561.18106	364.0334	415.73707	337.87054	379.45509	294.24817	375.67349	338.12376	367.46869	326.27048	0.34906	312.06497	285.60841	313.12683	272.11836	91.37123	374.76057	356.62448	375.34184	375.13814	98.1816	256.86569	264.57369	279.54807	182.16272	231.35028	187.04045	219.30977	166.74209	222.54083	191.97253	176.51307	235.68536	216.37358	213.80231	223.5419	118.93222	437.30363	402.2592	444.36651	240.83446	438.44382	442.27308	118.55491	291.98941	303.63072	287.31508	120.93078	318.50544	294.56244	315.56818	67.95962	575.43697	618.20175	145.89337
ko:K02518	681.16313	697.65254	721.61671	352.54438	714.63535	709.561	702.17402	667.51571	317.99128	590.87769	666.33597	640.19003	573.94447	792.05109	887.10095	859.78021	558.40196	777.48199	718.92387	819.74352	724.06669	59.13543	475.98969	488.37098	301.0601	548.10226	760.16804	709.42976	717.39272	646.84977	655.20682	643.47334	591.23073	710.28939	701.24731	665.20094	513.98429	615.22482	659.94836	185.78337	693.57116	679.89318	695.26839	496.24875	723.67899	672.23275	710.09331	518.68578	696.15694	644.31388	676.91904	637.93851	3.37706	707.925	662.31553	682.1919	660.82582	187.87332	662.70383	608.10415	678.88803	670.5305	195.99698	632.90468	640.50568	681.66762	450.97397	651.46237	696.88681	632.77969	496.76706	808.14155	839.68013	672.34827	806.38175	765.52072	754.82071	784.32363	378.60225	550.02087	506.59908	630.56922	287.05427	495.13923	491.05455	149.92532	653.88958	683.04586	663.38469	280.35856	679.84594	696.95267	714.4923	126.1321	604.88019	653.29469	142.7217
ko:K02519	964.92944	955.19492	1019.24338	495.65496	1091.80633	1093.25183	1016.62591	1043.86358	509.07952	912.53139	948.78974	978.27309	939.5377	1051.90416	1074.39553	1136.83489	725.89044	952.85947	965.60558	1009.67962	967.73974	78.61525	648.33214	628.3836	414.58032	776.18271	971.99295	1012.82278	1009.12886	863.4903	848.56204	876.45152	804.63839	1007.39305	1004.35377	1017.75395	675.75671	830.29165	817.48293	275.22251	951.1874	931.83555	934.63973	648.93215	903.18039	849.93856	882.32824	633.42813	772.24098	756.94794	810.38484	733.97071	2.19952	849.37903	822.85336	858.37246	807.00225	241.72929	912.57618	851.91643	916.34938	849.87399	259.35835	756.6798	709.54085	742.07499	477.80967	791.04564	788.61033	821.5309	580.521	866.48779	911.58583	726.91919	983.91622	848.281	958.76619	899.62335	452.49492	739.2678	690.61826	734.00416	355.97488	762.18457	761.94521	206.65615	790.31312	798.64734	821.33427	361.33346	856.06178	881.44884	831.03499	197.52658	936.64676	914.38838	212.27964
ko:K02520	773.19084	774.18139	749.33811	400.68771	756.29077	827.74139	843.05061	822.09884	385.93781	739.16722	749.52083	798.20208	749.49209	723.08179	690.9043	645.18318	514.14616	627.55283	622.14628	688.97823	613.06601	49.09683	445.55538	460.80676	296.51118	571.79394	777.66646	735.68336	684.05527	911.83183	893.86813	936.11992	826.78436	892.85407	835.90899	927.55784	569.65842	669.40174	702.72397	248.95075	711.04223	706.19062	706.63351	467.19797	650.92018	676.3563	655.19447	482.14686	613.25381	543.59354	576.19768	604.80952	2.74757	666.57402	588.98712	642.53628	558.3743	158.03352	614.20457	580.4734	571.54735	617.94302	177.56166	637.62955	684.07567	662.401	387.57613	652.6667	688.22295	699.31798	507.67007	679.684	714.13799	608.29997	701.67877	698.41076	724.57813	657.11147	343.95993	557.78941	525.80143	579.06489	288.54765	525.04937	520.79728	177.24581	661.77609	649.21619	696.61174	319.19311	715.32523	639.78654	630.23848	151.30184	714.54536	667.04081	137.94555
