Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study
SRR34844564,AMPLICON,570,20287440,PRJNA1300638,SAMN50421214,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11909486,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976263,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102818-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102818,2025-08-02T05:08:00Z,1,102818-1-1,SRP605981
SRR34844565,AMPLICON,570,15925800,PRJNA1300638,SAMN50421213,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9580027,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976262,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102816-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102816,2025-08-02T05:08:00Z,1,102816-3-1,SRP605981
SRR34844566,AMPLICON,570,21755760,PRJNA1300638,SAMN50421096,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12736233,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976261,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102601-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102601,2025-08-02T05:08:00Z,1,102601-3-1,SRP605981
SRR34844567,AMPLICON,570,24337290,PRJNA1300638,SAMN50421212,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14193760,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976260,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102816-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102816,2025-08-02T05:08:00Z,1,102816-2-1,SRP605981
SRR34844568,AMPLICON,570,19157130,PRJNA1300638,SAMN50421211,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11123186,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976259,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102816-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102816,2025-08-02T05:08:00Z,1,102816-1-1,SRP605981
SRR34844569,AMPLICON,570,15383730,PRJNA1300638,SAMN50421210,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9392915,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976258,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102778-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102778,2025-08-02T05:08:00Z,1,102778-3-1,SRP605981
SRR34844570,AMPLICON,570,17605590,PRJNA1300638,SAMN50421209,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10309014,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976257,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102778-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102778,2025-08-02T05:08:00Z,1,102778-2-1,SRP605981
SRR34844571,AMPLICON,570,20294850,PRJNA1300638,SAMN50421208,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12405017,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976256,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102778-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102778,2025-08-02T05:08:00Z,1,102778-1-1,SRP605981
SRR34844572,AMPLICON,570,14968200,PRJNA1300638,SAMN50421207,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8922251,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976255,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102686-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102686,2025-08-02T05:08:00Z,1,102686-3-1,SRP605981
SRR34844573,AMPLICON,570,17178090,PRJNA1300638,SAMN50421206,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10205627,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976254,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102686-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102686,2025-08-02T05:08:00Z,1,102686-2-1,SRP605981
SRR34844574,AMPLICON,570,19926630,PRJNA1300638,SAMN50421205,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11772756,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976253,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102686-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102686,2025-08-02T05:08:00Z,1,102686-1-1,SRP605981
SRR34844575,AMPLICON,570,14369130,PRJNA1300638,SAMN50421204,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8333516,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976252,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102685-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102685,2025-08-02T05:08:00Z,1,102685-3-1,SRP605981
SRR34844576,AMPLICON,570,26590500,PRJNA1300638,SAMN50421203,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15407664,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976251,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102685-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102685,2025-08-02T05:08:00Z,1,102685-2-1,SRP605981
SRR34844577,AMPLICON,570,18868140,PRJNA1300638,SAMN50421095,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11206146,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976250,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102601-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102601,2025-08-02T05:08:00Z,1,102601-2-1,SRP605981
SRR34844578,AMPLICON,570,19728270,PRJNA1300638,SAMN50421202,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11567578,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976249,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102685-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102685,2025-08-02T05:08:00Z,1,102685-1-1,SRP605981
SRR34844579,AMPLICON,570,16560210,PRJNA1300638,SAMN50421201,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9623909,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976248,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102684-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102684,2025-08-02T05:08:00Z,1,102684-3-1,SRP605981
SRR34844580,AMPLICON,570,25391790,PRJNA1300638,SAMN50421200,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15038911,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976247,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102684-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102684,2025-08-02T05:08:00Z,1,102684-2-1,SRP605981
SRR34844581,AMPLICON,570,19967100,PRJNA1300638,SAMN50421199,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11845325,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976246,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102684-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102684,2025-08-02T05:08:00Z,1,102684-1-1,SRP605981
SRR34844582,AMPLICON,570,12254430,PRJNA1300638,SAMN50421198,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7337957,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976245,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102683-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102683,2025-08-02T05:08:00Z,1,102683-3-1,SRP605981
SRR34844583,AMPLICON,570,18514740,PRJNA1300638,SAMN50421197,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10991510,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976244,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102683-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102683,2025-08-02T05:08:00Z,1,102683-2-1,SRP605981
SRR34844584,AMPLICON,570,17009370,PRJNA1300638,SAMN50421196,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10351281,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976243,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102683-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102683,2025-08-02T05:08:00Z,1,102683-1-1,SRP605981
SRR34844585,AMPLICON,570,18634440,PRJNA1300638,SAMN50421195,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11422045,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976242,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102651-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102651,2025-08-02T05:08:00Z,1,102651-3-1,SRP605981
SRR34844586,AMPLICON,570,19259730,PRJNA1300638,SAMN50421194,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11325982,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976241,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102651-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102651,2025-08-02T05:08:00Z,1,102651-2-1,SRP605981
SRR34844587,AMPLICON,570,20228160,PRJNA1300638,SAMN50421193,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11823981,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976240,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102651-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102651,2025-08-02T05:08:00Z,1,102651-1-1,SRP605981
SRR34844588,AMPLICON,570,19726560,PRJNA1300638,SAMN50421094,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11726949,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976239,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102601-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102601,2025-08-02T05:08:00Z,1,102601-1-1,SRP605981
SRR34844589,AMPLICON,570,15082200,PRJNA1300638,SAMN50421192,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8671292,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976238,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102648-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102648,2025-08-02T05:08:00Z,1,102648-3-1,SRP605981
SRR34844590,AMPLICON,570,20026950,PRJNA1300638,SAMN50421191,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11883227,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976237,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102648-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102648,2025-08-02T05:08:00Z,1,102648-2-1,SRP605981
SRR34844591,AMPLICON,570,19612560,PRJNA1300638,SAMN50421190,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11655305,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976236,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102648-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102648,2025-08-02T05:08:00Z,1,102648-1-1,SRP605981
SRR34844592,AMPLICON,570,15029760,PRJNA1300638,SAMN50421189,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8795955,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976235,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102647-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102647,2025-08-02T05:08:00Z,1,102647-3-1,SRP605981
SRR34844593,AMPLICON,570,16392060,PRJNA1300638,SAMN50421188,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9523918,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976234,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102647-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102647,2025-08-02T05:08:00Z,1,102647-2-1,SRP605981
SRR34844594,AMPLICON,570,19860510,PRJNA1300638,SAMN50421187,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11568598,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976233,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102647-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102647,2025-08-02T05:08:00Z,1,102647-1-1,SRP605981
SRR34844595,AMPLICON,570,17851830,PRJNA1300638,SAMN50421186,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10748918,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976232,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102645-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102645,2025-08-02T05:08:00Z,1,102645-3-1,SRP605981
SRR34844596,AMPLICON,570,18274200,PRJNA1300638,SAMN50421185,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10816211,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976231,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102645-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102645,2025-08-02T05:08:00Z,1,102645-2-1,SRP605981
SRR34844597,AMPLICON,570,22072110,PRJNA1300638,SAMN50421184,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13222718,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976230,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102645-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102645,2025-08-02T05:08:00Z,1,102645-1-1,SRP605981
SRR34844598,AMPLICON,570,13023360,PRJNA1300638,SAMN50421183,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",7897929,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976229,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102644-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102644,2025-08-02T05:08:00Z,1,102644-3-1,SRP605981
SRR34844599,AMPLICON,570,15324450,PRJNA1300638,SAMN50421093,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9729729,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976228,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102596-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102596,2025-08-02T05:08:00Z,1,102596-3-1,SRP605981
SRR34844600,AMPLICON,570,17573100,PRJNA1300638,SAMN50421084,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10449739,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976227,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100562-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_100562,2025-08-02T05:08:00Z,1,100562-3-1,SRP605981
SRR34844601,AMPLICON,570,23347770,PRJNA1300638,SAMN50421083,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14050361,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976226,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100562-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_100562,2025-08-02T05:08:00Z,1,100562-1-1,SRP605981
SRR34844602,AMPLICON,570,16937550,PRJNA1300638,SAMN50421182,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10246206,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976539,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102644-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102644,2025-08-02T05:08:00Z,1,102644-2-1,SRP605981
SRR34844603,AMPLICON,570,19698060,PRJNA1300638,SAMN50421181,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11894837,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976538,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102644-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102644,2025-08-02T05:08:00Z,1,102644-1-1,SRP605981
SRR34844604,AMPLICON,570,17106840,PRJNA1300638,SAMN50421180,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10270164,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976537,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102641-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102641,2025-08-02T05:08:00Z,1,102641-3-1,SRP605981
SRR34844605,AMPLICON,570,19387410,PRJNA1300638,SAMN50421179,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11677036,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976536,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102641-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102641,2025-08-02T05:08:00Z,1,102641-2-1,SRP605981
SRR34844606,AMPLICON,570,21064920,PRJNA1300638,SAMN50421178,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12560366,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976535,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102641-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102641,2025-08-02T05:08:00Z,1,102641-1-1,SRP605981
SRR34844607,AMPLICON,570,17271000,PRJNA1300638,SAMN50421177,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10372214,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976534,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102640-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102640,2025-08-02T05:08:00Z,1,102640-3-1,SRP605981
SRR34844608,AMPLICON,570,26426340,PRJNA1300638,SAMN50421086,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15529261,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976533,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100565-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_100565,2025-08-02T05:08:00Z,1,100565-2-1,SRP605981
SRR34844609,AMPLICON,570,21146430,PRJNA1300638,SAMN50421382,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12625921,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976532,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103724-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103724,2025-08-02T05:08:00Z,1,103724-1-1,SRP605981
