Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,replicate,create_date,version,Sample Name,SRA Study
SRR34844472,AMPLICON,570,18905190,PRJNA1300638,SAMN50421247,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11502625,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976355,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102833-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102833,2025-08-02T05:08:00Z,1,102833-1-1,SRP605981
SRR34844473,AMPLICON,570,20097060,PRJNA1300638,SAMN50421246,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11955100,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976354,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102831-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102831,2025-08-02T05:08:00Z,1,102831-3-1,SRP605981
SRR34844474,AMPLICON,570,15146040,PRJNA1300638,SAMN50421245,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8964276,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976353,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102831-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102831,2025-08-02T05:08:00Z,1,102831-2-1,SRP605981
SRR34844475,AMPLICON,570,23267400,PRJNA1300638,SAMN50421244,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13740456,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976352,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102831-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102831,2025-08-02T05:08:00Z,1,102831-1-1,SRP605981
SRR34844476,AMPLICON,570,21234210,PRJNA1300638,SAMN50421243,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12316535,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976351,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102830-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102830,2025-08-02T05:08:00Z,1,102830-3-1,SRP605981
SRR34844477,AMPLICON,570,22618170,PRJNA1300638,SAMN50421099,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13304248,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976350,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102602-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102602,2025-08-02T05:08:00Z,1,102602-3-1,SRP605981
SRR34844478,AMPLICON,570,19904970,PRJNA1300638,SAMN50421242,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11828724,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976349,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102830-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102830,2025-08-02T05:08:00Z,1,102830-2-1,SRP605981
SRR34844479,AMPLICON,570,26380740,PRJNA1300638,SAMN50421241,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",15954260,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976348,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102830-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102830,2025-08-02T05:08:00Z,1,102830-1-1,SRP605981
SRR34844480,AMPLICON,570,15048000,PRJNA1300638,SAMN50421240,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8851541,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976347,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102829-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102829,2025-08-02T05:07:00Z,1,102829-3-1,SRP605981
SRR34844481,AMPLICON,570,23556390,PRJNA1300638,SAMN50421239,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13762310,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976346,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102829-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102829,2025-08-02T05:08:00Z,1,102829-2-1,SRP605981
SRR34844482,AMPLICON,570,19316160,PRJNA1300638,SAMN50421238,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11297646,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976345,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102829-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102829,2025-08-02T05:08:00Z,1,102829-1-1,SRP605981
SRR34844483,AMPLICON,570,22011120,PRJNA1300638,SAMN50421237,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12962596,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976344,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102827-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102827,2025-08-02T05:08:00Z,1,102827-3-1,SRP605981
SRR34844484,AMPLICON,570,20794170,PRJNA1300638,SAMN50421236,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12241143,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976343,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102827-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102827,2025-08-02T05:08:00Z,1,102827-2-1,SRP605981
SRR34844485,AMPLICON,570,15241800,PRJNA1300638,SAMN50421235,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8992993,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976342,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102827-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102827,2025-08-02T05:08:00Z,1,102827-1-1,SRP605981
SRR34844486,AMPLICON,570,18403020,PRJNA1300638,SAMN50421234,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11158791,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976341,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102826-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102826,2025-08-02T05:08:00Z,1,102826-3-1,SRP605981
SRR34844487,AMPLICON,570,17587350,PRJNA1300638,SAMN50421233,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10501219,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976340,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102826-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102826,2025-08-02T05:08:00Z,1,102826-2-1,SRP605981
SRR34844488,AMPLICON,570,21905670,PRJNA1300638,SAMN50421098,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12846264,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976339,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102602-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102602,2025-08-02T05:08:00Z,1,102602-2-1,SRP605981
SRR34844489,AMPLICON,570,15175680,PRJNA1300638,SAMN50421232,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9381235,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976338,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102826-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102826,2025-08-02T05:08:00Z,1,102826-1-1,SRP605981
SRR34844490,AMPLICON,570,23678940,PRJNA1300638,SAMN50421125,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14002381,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976337,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102616-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102616,2025-08-02T05:08:00Z,1,102616-2-1,SRP605981
SRR34844491,AMPLICON,570,15482340,PRJNA1300638,SAMN50421124,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9084496,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976336,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102616-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102616,2025-08-02T05:08:00Z,1,102616-1-1,SRP605981
SRR34844492,AMPLICON,570,20578140,PRJNA1300638,SAMN50421123,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11957567,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976335,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102615-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102615,2025-08-02T05:08:00Z,1,102615-3-1,SRP605981
SRR34844493,AMPLICON,570,16165770,PRJNA1300638,SAMN50421087,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9516204,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976334,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,100565-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_100565,2025-08-02T05:08:00Z,1,100565-3-1,SRP605981
SRR34844494,AMPLICON,570,21315720,PRJNA1300638,SAMN50421122,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12573529,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976333,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102615-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102615,2025-08-02T05:08:00Z,1,102615-2-1,SRP605981
SRR34844495,AMPLICON,570,21327690,PRJNA1300638,SAMN50421121,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12434820,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976332,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102615-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102615,2025-08-02T05:08:00Z,1,102615-1-1,SRP605981
SRR34844496,AMPLICON,570,22440900,PRJNA1300638,SAMN50421120,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13134710,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976331,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102614-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102614,2025-08-02T05:08:00Z,1,102614-3-1,SRP605981
SRR34844497,AMPLICON,570,24763080,PRJNA1300638,SAMN50421119,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14677783,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976330,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102614-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102614,2025-08-02T05:08:00Z,1,102614-2-1,SRP605981
SRR34844498,AMPLICON,570,20562750,PRJNA1300638,SAMN50421118,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11862424,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976329,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102614-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_102614,2025-08-02T05:08:00Z,1,102614-1-1,SRP605981
SRR34844499,AMPLICON,570,21836700,PRJNA1300638,SAMN50421117,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12853264,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976328,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102611-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_102611,2025-08-02T05:08:00Z,1,102611-3-1,SRP605981
SRR34844500,AMPLICON,570,22627290,PRJNA1300638,SAMN50421116,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13216294,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976327,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102611-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_102611,2025-08-02T05:07:00Z,1,102611-2-1,SRP605981
SRR34844501,AMPLICON,570,18680040,PRJNA1300638,SAMN50421115,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10978299,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976326,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102611-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_102611,2025-08-02T05:07:00Z,1,102611-1-1,SRP605981
SRR34844502,AMPLICON,570,13674300,PRJNA1300638,SAMN50421396,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",8207549,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976325,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103733-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103733,2025-08-02T05:08:00Z,1,103733-3-1,SRP605981
SRR34844503,AMPLICON,570,20156340,PRJNA1300638,SAMN50421395,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12089082,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976324,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103733-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103733,2025-08-02T05:08:00Z,1,103733-2-1,SRP605981
SRR34844504,AMPLICON,570,16809300,PRJNA1300638,SAMN50421394,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",9846418,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976323,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103733-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103733,2025-08-02T05:07:00Z,1,103733-1-1,SRP605981
SRR34844505,AMPLICON,570,19007220,PRJNA1300638,SAMN50421393,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11080117,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976322,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103729-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103729,2025-08-02T05:08:00Z,1,103729-3-1,SRP605981
SRR34844506,AMPLICON,570,23599140,PRJNA1300638,SAMN50421114,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",14384635,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976321,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102610-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_102610,2025-08-02T05:08:00Z,1,102610-3-1,SRP605981
SRR34844507,AMPLICON,570,17294940,PRJNA1300638,SAMN50421392,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",10080252,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976320,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103729-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103729,2025-08-02T05:08:00Z,1,103729-2-1,SRP605981
SRR34844508,AMPLICON,570,18638430,PRJNA1300638,SAMN50421391,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11039516,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976319,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103729-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103729,2025-08-02T05:08:00Z,1,103729-1-1,SRP605981
SRR34844509,AMPLICON,570,19321290,PRJNA1300638,SAMN50421390,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11675947,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976318,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103727-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103727,2025-08-02T05:08:00Z,1,103727-3-1,SRP605981
SRR34844510,AMPLICON,570,19668420,PRJNA1300638,SAMN50421389,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11769666,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976317,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103727-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103727,2025-08-02T05:08:00Z,1,103727-2-1,SRP605981
SRR34844511,AMPLICON,570,19358910,PRJNA1300638,SAMN50421388,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",11616924,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976316,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103727-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Placebo_103727,2025-08-02T05:07:00Z,1,103727-1-1,SRP605981
SRR34844512,AMPLICON,570,23131740,PRJNA1300638,SAMN50421387,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13498222,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976315,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103726-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Treatment_103726,2025-08-02T05:08:00Z,1,103726-3-1,SRP605981
SRR34844513,AMPLICON,570,23408190,PRJNA1300638,SAMN50421386,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13795090,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976314,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103726-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_103726,2025-08-02T05:08:00Z,1,103726-2-1,SRP605981
SRR34844514,AMPLICON,570,20469840,PRJNA1300638,SAMN50421385,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12209189,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976313,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103726-1-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,before-Treatment_103726,2025-08-02T05:08:00Z,1,103726-1-1,SRP605981
SRR34844515,AMPLICON,570,21640620,PRJNA1300638,SAMN50421384,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",12976470,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976312,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103724-3-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,4wk-Placebo_103724,2025-08-02T05:08:00Z,1,103724-3-1,SRP605981
SRR34844516,AMPLICON,570,22107450,PRJNA1300638,SAMN50421383,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",13047349,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976311,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,103724-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Placebo_103724,2025-08-02T05:07:00Z,1,103724-2-1,SRP605981
SRR34844517,AMPLICON,570,19161120,PRJNA1300638,SAMN50421113,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",11503324,SETSUNAN UNIVERSITY,not applicable,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX29976310,uncalculated,uncalculated,not applicable,not applicable,Illumina MiSeq,not applicable,102610-2-1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-10-01T00:00:00Z,2wk-Treatment_102610,2025-08-02T05:08:00Z,1,102610-2-1,SRP605981
