feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
GH17	2.15258	1.1837	1.0493	1.12717	0.56832	1.7386	1.67424	3.13101	0.42842	2.51161	1.09723	2.69101	2.17492	2.48868	3.21415	2.37064	1.94984	0.65758	2.33783	2.07229	8.33922	1.06248	1.70603	1.43781	2.18645	2.48716	1.66637	1.46117	0.85934	3.23898	1.57809	NA	NA	NA	0.35611	2.13614	1.28806	1.82379	2.97652	4.52229	2.29778	3.78442	3.14867	2.41147	0.89782	0.85509	0.89616	0.82501	0.11664	0.3634	0.63187	NA	0.31189	0.33113	NA	2.78383	1.10182	1.24074	0.36029	2.0709	0.80438	2.04143	0.74757	0.62903	1.52685	0.71738	0.08192	2.47575	0.64902	0.57183	1.21864	9.33695	5.75121	7.3283	2.36792	0.59984	1.25227	1.29554	0.17133	1.53828	0.86683	2.26499	3.1483	0.10879	0.09858	1.82175	0.23484	NA	1.87281	0.18089	0.49517	0.48327	0.98182	1.48683	NA	NA	NA	0.32595	NA	NA	NA	NA	0.64075	1.68921	6.41643	3.25223	1.78126	1.99296	1.73183	1.71653	NA	0.60365	0.23626	0.63599	2.13948	0.79899	1.14381	2.69542	1.59582	5.05916	4.30926	3.99107	2.59512	15.95934	4.57666	1.82944	2.21977	3.76189	0.32661	0.51918	0.42407	3.50078	1.01893	1.08126	NA	0.821	0.4806	NA	0.31219	NA	0.2465	2.48336	1.15887	4.43281	1.78236	0.62755	0.47747	0.20904	0.50797	0.11414	0.12052	NA	1.66561	0.87952	0.37147	1.17388
GH18	246.46077	294.05019	313.11544	297.47475	311.80718	369.32409	300.84193	302.94604	282.70902	357.76578	238.51666	420.78915	346.60475	377.27522	428.62049	393.18938	398.04722	376.02834	326.68627	372.6401	398.87633	315.65156	365.67727	368.89326	421.77226	389.23496	538.15239	316.44987	295.16709	286.76612	393.20676	332.09236	277.39749	291.91861	303.20839	230.04884	267.79915	303.08942	268.3773	225.66281	248.6787	257.18477	255.54593	364.33072	290.84429	279.55366	339.65476	295.18876	289.41466	358.18834	406.82049	264.61576	275.34288	229.453	283.03044	299.99182	353.28531	299.92007	298.43504	384.36991	312.53519	326.0101	336.31631	288.91617	250.36605	290.94764	299.16323	238.28978	256.21132	162.74036	231.3194	382.29551	380.35656	288.73577	276.58646	450.08637	397.55643	309.1282	382.12555	351.73001	395.90395	285.04039	351.66014	320.19928	244.24448	299.09559	307.84096	265.74957	244.44267	246.66363	307.05643	314.08439	278.39507	366.8202	293.3032	355.2327	273.00095	362.02033	347.51188	247.91467	280.64398	309.7909	259.39238	261.37668	318.79054	387.39849	307.25775	278.83282	317.37336	245.78339	278.65659	161.31045	269.62979	267.87023	290.31079	272.11479	275.62704	276.13497	221.17537	300.91467	265.66617	306.38407	294.27036	381.05368	329.43119	376.68101	332.29502	306.59486	286.18561	237.00502	276.64113	314.4535	390.17621	316.92615	283.33165	289.87797	323.44445	205.81449	140.47306	173.69926	158.45659	255.43909	255.20727	222.22109	256.62996	332.03662	361.3415	303.45148	312.9106	228.06362	235.58431	305.29836	299.70218	192.48116	263.66257	346.11632
GH19	1.47863	1.192	2.16711	0.99153	0.50669	0.24633	NA	0.10466	NA	0.2102	NA	6.91256	3.83255	4.11268	2.70383	3.74548	2.17633	2.41697	0.99389	0.28867	1.18183	0.43315	0.52853	0.32904	0.67813	1.45467	1.81144	0.58791	0.93334	7.33527	1.17833	NA	NA	NA	NA	54.10335	17.37989	14.94305	43.16776	NA	NA	NA	0.09424	1.89479	1.88886	0.65689	3.96332	NA	NA	0.81127	0.30999	4.72505	3.09436	0.46273	24.61299	2.68994	1.61775	2.18995	0.63411	0.30467	0.91501	0.91304	0.90215	5.42941	0.93593	2.49406	2.63483	0.18679	0.61628	2.47975	3.30186	NA	NA	NA	0.67192	3.00753	0.71727	3.70179	NA	1.89987	4.45996	3.40129	1.61599	4.90544	8.24863	2.80401	2.17178	1.50104	3.2904	1.65397	2.11211	0.39738	0.20589	2.68282	NA	NA	NA	NA	0.35191	0.10091	0.33931	0.20551	32.73713	84.05069	9.20972	0.44968	0.56295	NA	NA	1.42864	0.28277	NA	1.92499	0.19909	0.32664	NA	0.06158	0.11342	NA	0.20071	0.22349	10.65668	9.74253	0.64064	17.8772	0.267	0.25932	NA	0.07381	2.34873	2.25997	3.98892	1.83239	1.70082	1.63384	0.60628	1.89579	1.4501	0.23434	0.20713	0.06945	4.06087	5.30719	2.85744	1.38009	2.61794	5.59802	1.77358	1.83235	6.23705	17.49005	7.75725	25.10937	0.28428	1.80135	7.65044
GH2	1497.49644	1730.21589	1466.51745	1685.62532	1885.09128	1898.04651	1872.27654	1625.24337	1539.22266	1799.67538	1627.50983	1716.80271	1705.69835	1601.20275	1627.90453	1928.13582	2095.51556	1951.5767	1716.45642	1629.41885	1602.13991	1424.4179	1888.50005	1812.56714	1892.93015	1785.36428	2275.75162	1667.30063	1486.15777	1364.30726	2155.25702	2157.94992	1849.8738	1872.0078	1813.30687	2456.88102	1879.14607	2008.76301	2024.38921	1455.4292	1474.23081	1530.34542	1695.57465	2074.63342	1741.66224	1677.62972	1994.94102	1634.07863	1983.34853	2179.7817	1575.38496	1361.92843	1392.77175	1412.78264	2241.53316	1833.57101	2033.55568	1826.70674	1957.45358	1573.75899	1365.16221	1481.42168	1676.88787	2246.82188	1044.00481	1585.28902	1435.77169	1620.35713	1592.83395	1597.48042	1459.22818	1477.62904	1544.88467	1235.90859	1613.26207	2462.83202	2470.74383	1997.33143	2332.24013	1610.65857	1777.41125	1299.14129	1750.31732	1489.19894	1253.48162	1564.77741	1565.75848	1500.37016	1047.16133	1312.06477	1741.91985	1746.89818	1679.66115	2198.40033	1539.56819	2070.6463	1421.53942	1884.23372	1729.65892	1301.83981	1334.32661	1464.07098	1832.24883	1243.84541	1354.42498	1382.29675	1344.93793	1386.60296	1798.6821	2066.35013	1833.08363	2071.10356	2255.9063	1349.70951	1308.78613	1624.81978	1478.29984	1672.09869	1644.30259	1563.84394	2117.78796	1617.74827	1564.5279	1507.09955	1531.43729	2193.27165	1802.75106	1716.83461	1738.02861	1182.7253	1234.26805	1057.31469	1756.91003	1766.23169	1590.49356	1703.55934	1919.44133	1884.65953	1723.58641	1725.23028	1811.02002	1300.1109	1226.9403	1312.38375	1497.06397	1677.74319	1647.10528	1628.28805	1623.87271	1745.38621	1673.02957	1722.70754	1579.02478	1341.34907	1370.52906	1496.84564
GH20	472.57776	699.70776	397.48768	405.08755	473.98857	689.87692	552.39794	268.11334	353.9559	313.5508	337.81551	544.04659	517.89726	575.43873	689.88261	564.95833	610.39415	598.06068	424.76595	363.78221	355.53652	287.2937	546.86779	544.16695	588.5789	588.1128	927.53114	318.74022	224.79848	235.77997	634.0069	584.64305	417.21052	451.07644	573.53817	763.25639	582.45148	651.20574	552.45992	267.43607	295.2889	522.33276	369.37739	601.18505	452.6645	410.27386	616.13847	356.06757	475.22759	565.73103	448.97416	286.49942	267.96869	337.64537	554.7177	472.06556	988.54413	549.25747	487.49828	614.34955	384.45071	426.60646	570.57421	645.9927	255.77556	289.45404	351.92171	293.40863	275.68398	287.39385	353.2646	339.1413	564.33748	231.89192	291.65617	770.38684	539.65513	441.35337	547.94757	621.39718	637.71039	372.83865	588.99637	528.58202	510.62846	550.4596	463.05843	257.00854	140.01178	93.2579	459.88301	474.65632	443.4228	723.9688	332.78212	573.59767	299.25452	457.99489	465.36356	304.43215	350.08868	496.98114	534.87051	329.12671	375.23091	478.59218	426.84233	348.4514	637.46302	443.43758	443.88216	370.67628	555.35661	299.23624	263.40166	551.07507	327.07609	288.41544	366.24121	421.17004	469.20118	239.60917	304.83494	390.23824	244.90475	586.95692	417.65667	547.63957	513.32224	242.48104	302.3414	284.8256	474.80589	356.48198	345.82542	246.07031	560.65113	222.82814	165.58137	205.79268	184.79635	326.82687	287.08207	281.68434	339.31904	444.7136	409.54267	379.50261	465.07762	486.91083	561.07021	366.72385	423.61636	460.33396	342.20519	426.86533
GH23	605.72717	571.96022	575.05619	790.2154	796.42172	771.07868	702.29469	713.62469	623.59492	751.24329	540.4382	701.33335	753.12675	615.5313	560.88878	715.52452	815.88358	722.67288	670.06339	679.09047	799.89575	704.7141	688.51853	852.31748	935.31094	795.40139	794.29351	623.28911	604.77976	616.09861	523.48887	591.56642	511.29487	529.45439	567.92372	712.73791	533.05863	553.25948	613.0853	640.53147	516.67609	678.75014	587.38517	719.93877	656.55699	613.17153	648.73148	597.47601	574.98191	590.47881	703.72276	638.55581	589.17794	604.06647	669.43184	728.02683	676.44411	654.2982	715.73344	573.15358	504.88339	487.86968	566.20596	598.90282	604.49404	728.06107	734.09283	791.00691	765.63812	719.3485	624.81125	797.66286	769.74648	753.20762	732.17536	613.27259	559.12223	595.04923	620.94961	611.35748	811.23354	769.57703	704.23074	537.79967	599.07704	616.58849	536.26601	685.47511	753.74383	714.78412	645.62027	717.32646	659.37148	758.03007	1129.80646	945.93532	945.62076	1188.81991	587.66138	530.93189	584.54263	779.68788	729.21711	717.87163	610.84108	574.79922	519.39375	595.21344	498.09691	610.98601	575.22808	609.13496	628.47647	654.22267	677.27595	673.68092	597.72447	544.44332	541.80504	530.57167	564.27952	635.85808	597.7302	550.63731	613.45239	606.48748	573.20159	478.65276	530.65846	575.52314	515.96125	560.02562	538.04319	616.5929	595.02341	594.53225	708.61887	521.14891	580.44757	543.7684	590.77517	650.95446	600.33297	621.12756	657.2529	477.66104	471.42257	481.23062	433.52809	565.33952	520.46426	491.26647	534.82693	593.07119	563.50729	553.79618
GH24	123.38834	122.66725	101.47617	100.47484	71.6421	157.90233	158.52958	61.84225	73.45465	93.89723	125.78675	87.29649	77.19061	93.23953	176.91339	204.42738	176.2255	195.65819	147.61314	72.71481	58.91891	39.81295	145.32252	59.71204	100.45295	108.51679	182.90597	89.07507	120.92887	111.19887	124.4564	233.72601	176.1867	182.53046	204.9825	198.8102	100.63442	136.22924	118.33407	128.85529	107.91654	161.81913	112.2217	207.41762	135.23352	144.4659	173.12083	60.74464	101.8794	122.5779	44.98864	154.17499	98.34892	34.90413	232.17827	122.30783	120.58934	114.43726	115.84616	117.21182	85.0652	96.1971	139.39904	171.46575	100.7515	82.21231	94.02866	87.08266	78.09513	130.03341	117.665	74.21402	152.55503	69.68285	70.90333	163.6225	114.00526	195.54406	109.02716	193.91862	159.78528	121.31831	175.63499	117.91822	88.80635	89.82243	123.93473	68.36075	94.35093	72.06101	148.81648	127.47255	127.11201	204.65174	30.45634	82.79084	8.3852	50.22862	118.5565	61.17647	69.28025	108.75013	152.99343	94.36579	138.53673	177.98404	145.62708	159.72378	219.62644	51.61623	33.24238	28.43086	79.65768	111.15564	105.82936	225.86378	142.01065	82.61235	71.33032	127.12216	110.42258	86.42815	204.06377	119.93268	129.70028	132.91487	100.07074	123.30335	87.19062	47.27632	47.50372	50.28557	104.14112	133.72015	84.79887	75.23309	226.89919	25.04063	54.84141	64.90203	19.54926	127.15552	163.78275	152.1839	137.75144	147.45508	157.90186	160.99269	153.36564	39.2495	89.50816	72.02504	73.85094	70.88369	81.85869	63.56855
GH25	617.49758	608.42172	726.34525	762.94186	775.35939	680.88195	746.88987	762.8513	763.00943	789.10203	706.93018	640.99439	462.10885	443.86344	571.70908	647.8876	704.63052	587.91381	612.94331	752.36438	680.54438	570.70195	564.4661	583.77692	728.79585	554.27418	492.44427	631.82563	646.76582	779.90032	540.95177	825.13627	795.26424	748.43358	727.77642	863.79436	695.88378	671.54358	737.14563	1048.44314	778.27791	922.02557	935.90396	808.01488	728.76139	798.68133	718.32283	516.53364	599.98871	561.10284	739.70745	723.62488	657.72446	692.74405	842.61229	806.19284	704.36638	718.77975	770.71631	610.72037	558.76315	580.49881	639.93499	620.31054	734.94287	776.43073	720.70721	842.08131	850.0186	957.25669	799.19694	763.20788	729.27159	761.64242	853.47236	597.02826	570.17144	619.05389	634.26468	720.40808	716.56727	846.07948	649.82062	670.34394	678.94892	864.90767	665.32774	578.89079	652.59635	562.68901	616.43393	608.98215	652.54241	733.59091	692.81112	618.3027	595.5348	666.35816	596.5315	695.56044	911.13614	726.51779	785.36834	708.44486	930.93046	557.04157	514.95848	814.33988	692.75718	625.49567	516.18568	623.15705	562.66277	885.51958	906.01985	926.99372	861.38227	771.02779	702.93365	692.66276	989.98086	890.20422	834.67798	559.02294	779.65342	609.81326	673.34866	575.69303	608.24261	473.71219	407.80825	483.55523	508.22634	710.76531	648.17786	613.84377	808.3721	716.76039	707.19915	810.55881	754.75983	663.06184	626.51192	618.07449	734.28768	632.89082	508.8406	620.55218	557.17328	680.64434	716.27794	695.46135	618.30292	577.61335	601.14829	625.43734
GH26	140.72727	81.42887	117.90554	59.52502	76.93238	88.79644	76.94242	35.4943	90.84702	30.44596	63.1112	94.5719	79.46852	72.70838	90.9751	98.72955	76.71821	93.002	56.36112	71.34684	51.51908	25.46081	61.76172	103.72239	113.32709	103.61302	103.86226	123.53304	27.38484	44.32678	212.91494	139.19403	175.15163	122.61417	114.84691	299.14363	124.34114	138.39899	183.05311	93.74261	141.85505	64.10967	138.88181	133.62183	100.02917	118.37012	84.22975	137.42911	192.05814	173.30586	46.57794	98.75839	81.2051	35.11385	171.4704	176.40521	196.49145	167.74231	162.2132	130.13993	66.53207	96.20972	147.66168	156.64195	93.81981	149.67524	137.47384	121.75592	92.00239	151.91626	121.33799	23.77885	57.78535	28.27877	85.63412	149.46353	225.80071	173.40464	168.49667	36.76973	35.41925	13.09147	39.63523	82.65313	36.061	61.50194	79.10175	8.09308	19.37281	7.83166	104.78962	102.71228	119.36907	85.25295	9.12404	43.3039	23.86755	46.26001	60.38671	25.84769	43.55804	37.87325	115.0624	52.00126	178.7762	106.07279	85.83209	47.2142	62.31306	211.08547	139.174	321.52757	215.5432	69.11357	64.66577	78.09115	60.73509	62.46019	63.72441	79.21368	99.59124	70.90703	86.85399	82.45977	85.13306	106.44845	74.57958	67.75272	42.79169	7.93721	8.3635	5.41865	53.61378	68.52621	41.85774	25.29788	75.16173	60.17336	143.18958	65.08077	97.09259	110.12712	109.19853	99.18332	78.6839	180.15126	96.49586	176.21567	174.2295	38.81505	58.88966	48.64478	47.06	58.56873	35.68869	85.32625
GH27	103.89031	166.45468	144.57454	203.482	251.57233	232.48709	217.62646	127.77757	140.87186	152.32207	141.09909	140.38818	157.61368	141.63667	154.47733	208.99749	186.35576	236.37657	240.99574	245.12616	274.04848	165.45251	177.34243	148.403	212.47451	166.90712	166.8526	217.82044	133.72848	125.85788	184.92309	207.88364	164.97174	188.01524	182.50107	129.97789	168.77627	173.46611	147.8246	137.43638	121.65229	170.99841	192.71974	169.65863	176.10219	163.79834	165.06341	145.36709	203.91215	182.2617	142.73587	76.34334	102.1341	116.63794	110.07564	176.22145	194.88602	184.37123	151.43317	151.51027	131.50402	139.94624	148.70594	112.44621	86.86938	122.42516	93.99009	163.63811	160.73104	103.11773	114.35429	171.58291	182.5899	139.84651	168.62749	225.05589	195.37	166.22197	186.71804	169.07485	151.58892	117.08218	139.79682	162.45575	163.33356	192.22818	148.3889	69.71162	65.61903	31.73988	131.45304	123.91343	110.82715	141.45022	104.28811	102.45513	94.07627	104.64815	176.10505	156.32436	145.61651	103.91168	106.76725	104.38076	173.75683	143.35587	115.79007	144.50417	166.9348	171.89934	175.6859	131.56816	173.0162	99.21627	86.90292	131.23561	87.87442	121.99725	157.64718	135.43079	159.3502	129.54136	147.41417	128.3064	151.11698	161.94902	152.31095	147.5489	181.07219	104.21126	136.90281	127.05449	170.61399	175.63744	144.28408	129.63818	180.27023	149.78602	111.88748	146.68971	100.14617	120.68421	128.05649	136.18643	136.18795	189.963	144.96152	178.44713	188.24767	210.74886	183.80731	196.24143	214.51786	160.24455	179.83169	172.48193
GH28	470.51853	482.39049	463.02173	374.651	356.13757	437.68665	372.8384	413.49844	388.59907	462.70716	393.10758	504.95906	553.09933	455.97989	412.95597	729.2327	786.29024	682.10202	585.21878	273.02399	302.71941	336.7979	559.27519	333.70809	475.26221	428.69476	642.01101	401.16017	266.75181	368.03652	649.57873	651.00393	537.72067	621.19007	583.89651	1096.07539	531.68704	629.04608	707.87062	370.68444	375.94738	386.5375	407.8673	521.59611	503.54743	494.94993	693.65121	523.85095	711.70031	665.90323	321.63364	426.22468	389.06305	296.25137	746.60825	402.36231	444.0531	394.30687	478.80573	463.3607	376.84788	432.56911	448.29787	806.86031	179.89379	382.33795	294.62025	377.39483	365.19038	424.55252	401.97594	300.52524	349.02918	283.13371	308.21751	646.23816	717.0492	590.32363	641.02564	510.38101	537.49788	310.90151	507.62752	350.32529	289.7083	426.15196	417.07255	419.60511	221.548	393.95064	504.55941	467.26185	474.421	725.33942	228.11565	595.01385	231.27692	360.6654	444.77096	273.44238	323.40886	311.55922	611.48259	301.29439	459.36462	360.25884	243.03798	300.0522	794.47264	280.06757	249.05739	215.62488	436.59708	305.71561	268.99226	493.71617	351.39515	452.3312	323.44752	441.82636	560.91158	433.37552	466.19799	352.94695	405.97935	633.34553	470.93537	417.76731	562.17134	274.4201	243.75194	205.41205	348.5347	367.21393	319.55073	334.92289	537.47974	519.59006	370.96101	473.65636	358.48044	271.36669	279.95284	255.2183	344.57498	515.16501	503.65989	485.64113	492.09077	354.07285	372.84789	420.20146	362.49927	235.07496	265.91423	304.84471
GH29	404.88509	471.01331	356.05397	437.35113	391.59834	545.63202	408.3691	274.60553	274.08473	331.95826	365.99186	569.55294	540.63425	579.47951	711.44508	412.4386	472.1205	454.23128	389.57176	271.73501	344.29419	268.0484	399.19222	284.21918	374.92255	383.71443	581.97233	282.49417	375.34571	266.73951	505.13426	419.19969	367.57751	372.83739	413.04243	454.90038	436.43197	469.85662	373.50307	223.7981	301.861	340.10792	340.16951	411.887	382.69818	356.53819	440.0653	460.16101	325.96115	468.6247	403.29747	233.19978	281.53421	311.35893	327.75198	346.37101	480.70044	371.73189	358.74455	358.96958	324.14556	291.68016	314.0134	632.95624	364.86967	494.22334	385.7919	296.46733	252.24362	204.68107	282.15071	268.75084	287.51177	202.01386	247.97662	558.81757	506.7184	426.59709	545.25	420.20245	423.53766	370.32923	385.43188	344.48987	269.38501	289.85369	338.59631	401.6514	341.53563	419.78452	390.49919	453.1546	375.10511	563.57678	325.68602	539.4019	418.27903	398.4531	380.76645	327.57844	383.63704	424.1326	337.76495	243.74009	243.07001	359.4882	390.70857	369.48386	381.81292	451.01398	593.15264	313.00909	487.01318	252.11329	247.97537	326.76455	246.4321	245.06343	282.89038	311.35673	326.70143	260.47624	288.99233	375.20669	278.61187	459.00837	435.41337	442.9315	524.55957	296.68551	374.38418	372.93683	471.91158	328.07986	445.96996	363.94526	452.62127	293.19991	216.86458	298.46784	270.08954	238.15114	239.06762	237.20832	219.71134	327.84661	279.97912	297.61162	294.19505	368.92453	378.15663	374.01899	354.42203	247.89666	284.4353	286.97379
GH3	1555.48102	1544.2823	1536.26827	2109.14499	2260.80621	2035.72569	2328.81881	2213.01454	2021.61715	2358.69844	1931.03919	2117.30909	2007.14051	1803.30404	1616.28053	1496.76833	1623.71083	1513.04791	1273.94191	1934.72886	2466.64709	1900.83375	1908.61948	2303.42481	1907.58198	1945.33823	1775.5129	2034.72649	2200.43745	1862.10677	1918.84334	2288.6719	2132.19966	2072.2394	2040.2247	1990.45693	1723.57464	1765.89676	1872.13764	1873.13726	1682.47851	1735.30179	1877.35351	2037.9298	1626.51976	1572.16882	1712.88005	1889.65147	1691.57408	1980.13283	1996.66593	1609.0133	1763.30788	1811.79565	1990.93956	2027.67942	1912.03208	2182.15891	2090.20496	1588.80926	1790.08946	1525.43335	1529.18716	1553.19336	1395.18772	1745.66612	1700.74885	1741.73539	1755.62369	1650.81227	1452.44167	1778.28695	1703.08675	1749.40433	2100.71645	2425.14402	2621.28952	1920.26192	2520.24093	1468.61371	1879.79009	1841.35889	1562.52484	1669.00267	1640.91413	2124.83511	1844.77259	2680.85696	1965.06981	2302.94844	1952.98873	1976.39946	1855.40454	2030.22627	1907.23277	1767.52499	1735.15697	2055.96322	1884.56628	1752.94117	1597.14403	1606.63076	1433.16608	1306.14274	1060.69301	1409.16496	1779.49979	1723.23711	1550.32612	2626.29557	2508.95362	2665.76895	2561.496	1655.9847	1687.2456	1698.93812	1689.79769	2098.2835	2075.63068	1586.03554	2418.96241	2036.4534	1820.68775	1824.94075	1773.8209	2245.85793	2225.64481	1980.42436	1796.83736	1773.53903	2264.19221	1968.43497	2189.30072	1975.41673	1998.03	2074.5304	1853.46953	2824.73393	2596.60299	2580.82597	2728.92439	1593.94602	1507.28528	1667.80187	1928.57158	1811.1496	1577.64582	1644.22749	1699.75318	2221.81606	1909.87028	2093.91611	1709.06528	1638.77284	1668.57948	1559.25919
GH30	24.60316	19.22132	29.15557	11.87001	28.35124	23.17285	35.01757	8.7861	11.93764	10.5081	12.75958	11.00389	8.14301	9.21656	13.30278	44.3202	36.48224	57.87689	50.42253	64.85328	40.75581	62.88397	53.99127	7.64219	14.05976	12.38894	17.16506	10.44379	6.50613	30.10535	28.31041	34.60521	27.55739	31.37742	25.65253	18.72897	9.53746	13.0559	11.19357	15.1192	29.66591	13.07198	23.48365	24.66604	32.94849	33.6893	11.84893	20.81558	26.3634	21.07746	16.44501	26.08915	21.07836	6.21965	16.06045	31.81322	29.0227	27.51819	29.90104	6.05498	4.40748	8.42407	18.40155	11.45136	22.74574	14.59381	33.00034	39.69332	42.83483	27.25895	39.28884	5.1094	19.53069	5.73227	7.01388	14.85285	27.30349	19.70694	23.76073	15.8573	13.65065	10.47908	29.07836	7.27641	3.97161	6.81829	13.0005	1.95916	2.55815	2.11896	18.92154	12.05711	27.24715	31.19257	0.88239	5.78117	0.67795	3.31237	12.95551	7.21002	12.02554	7.27388	21.15925	7.44732	11.13629	16.24123	38.07949	10.23891	23.92936	12.48192	16.63252	10.421	12.33104	5.33137	8.53877	6.166	6.79635	27.10868	51.49385	41.98432	27.68834	40.02803	31.55258	16.66336	34.58353	17.68486	18.77056	13.90157	21.91996	4.9888	5.79949	1.20749	10.67617	17.81053	17.55704	17.92164	19.34207	16.49426	10.40458	20.10977	3.43145	14.97049	18.7503	17.59834	13.85513	30.81976	28.071	27.87106	28.54931	14.12625	26.5084	22.62189	29.37721	14.22468	21.97136	25.95968
GH30_1	15.71654	4.6111	7.748	4.63111	6.80516	4.89998	9.9837	14.4887	9.41777	18.54507	15.72164	16.47341	18.05026	12.36069	1.84303	2.51672	2.44643	8.11381	5.63763	19.36169	39.3243	24.21782	25.52563	10.80839	6.60207	8.85014	5.98775	13.23041	26.11685	22.9658	20.43943	18.45286	16.42321	26.03718	14.78053	6.22074	7.88938	6.34346	7.5634	9.82237	9.2471	12.05786	10.50461	5.28919	6.47236	9.52915	7.50858	20.46416	9.33056	26.90447	20.00312	21.89788	16.97282	10.10439	9.30748	11.03795	6.7419	19.91476	18.26183	8.50085	9.96313	7.32412	11.49171	8.40945	10.55282	15.86196	9.09292	28.01823	19.67853	12.64269	16.5153	29.2972	22.0919	22.82181	25.50321	16.38139	16.01145	10.78444	16.97795	5.05731	5.61748	9.65939	7.30989	11.23562	4.09854	10.85764	5.13642	47.28875	19.48285	52.81798	22.26407	32.08591	19.27603	15.09303	0.93406	1.677	1.38654	0.47062	2.85802	5.58309	7.69262	1.30429	7.00323	10.43376	2.68057	10.92854	20.20752	24.36798	16.34385	27.88455	31.87942	18.26913	25.74044	5.93137	8.36315	6.93574	5.7704	7.45913	21.79266	13.41037	9.06978	27.95089	18.17072	38.09367	22.08789	9.80858	18.66577	9.06234	9.22196	11.06233	20.91103	16.74426	20.68971	8.5848	4.60723	8.43728	4.38366	24.04291	10.01748	11.207	14.32935	8.96448	10.69611	11.81327	10.00294	6.04556	7.97674	4.42983	5.14222	33.93368	11.49476	17.25139	9.91049	16.36999	14.44798	16.6936
GH30_2	15.70039	22.00048	11.73038	49.2257	72.32626	47.8688	82.20289	11.72003	10.8839	3.21392	8.23204	6.24474	6.78648	4.93388	3.93409	40.51813	44.61729	43.43541	23.57638	41.77038	57.72238	32.41665	39.57198	67.81643	25.86387	29.73591	49.95615	6.49689	4.54736	11.43938	11.82956	24.71335	12.04491	18.37035	21.70452	35.50476	16.57581	14.49195	25.91345	15.42032	21.49226	31.2744	33.61893	25.43956	7.43252	9.23801	8.20372	17.25793	19.78675	18.87433	34.43259	11.1931	7.78972	8.50591	28.44653	8.12931	15.71273	16.14541	13.10671	10.46088	3.79949	7.47861	11.36574	70.4057	14.82066	26.26898	11.07347	22.47269	34.85979	49.23135	21.31915	5.97585	14.56888	1.31034	1.43003	18.30587	25.95875	23.6825	25.53845	22.56422	16.78302	4.85926	21.11923	12.59295	15.94688	22.75559	18.88228	2.1502	0.35549	2.0011	11.10543	16.84106	18.2835	22.3728	49.64219	20.25564	33.55864	45.45107	13.50502	2.6208	4.15095	10.00036	8.81376	3.70184	2.79578	11.94762	17.21788	8.06784	21.75787	101.3082	69.33674	157.4237	89.46876	16.43626	9.51589	16.59924	19.60463	18.28622	19.74696	12.36189	26.00315	13.23417	18.13509	9.04997	6.81735	35.53597	22.26022	22.40676	27.75831	2.85261	1.77264	1.0187	4.72509	2.64843	1.06532	0.64295	9.12387	60.08307	128.80255	65.29088	121.0347	18.27646	9.05909	25.57604	21.01121	11.41695	15.97949	18.96936	16.32752	13.08385	45.83615	17.69953	8.73623	43.24646	8.0792	6.43933
