feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
GH159	11.94167	8.72405	6.08957	10.36602	11.07613	10.67374	8.56487	5.49387	2.60525	6.57926	7.60139	10.60223	15.80456	10.42297	2.28559	7.81393	13.4978	9.63691	8.33048	4.68288	5.30501	2.01811	6.17784	3.53224	5.88432	8.0605	10.53731	13.36124	9.96758	4.86055	17.86795	3.37377	5.25994	4.82632	2.9548	8.21614	11.41789	8.93122	5.93776	0.81365	4.48057	1.29097	3.51889	15.03829	9.78367	11.48811	9.15749	25.13183	27.23144	21.03866	3.95508	4.90843	4.96448	5.26955	8.03078	6.93897	6.08197	6.76186	8.33836	16.98507	15.20741	18.43868	13.84003	9.09512	7.51759	12.06015	7.39844	5.22697	7.28253	2.09195	6.43912	5.43999	10.17313	3.03496	4.83502	43.21253	30.52412	22.03469	26.76971	9.03495	11.49065	4.58494	9.95254	20.68359	7.58102	12.21973	11.08984	1.12594	0.89536	1.5192	11.26859	8.94888	5.66842	10.44026	2.10885	3.77937	7.35967	9.95351	10.2301	8.15409	3.53639	9.34696	2.74931	3.16169	6.16535	18.25149	25.44993	21.84881	19.80775	4.22337	3.68454	3.93654	5.41716	4.65928	3.91107	4.64329	3.8698	14.28244	24.14992	13.8647	5.61583	4.9401	5.63329	13.37743	7.73058	14.10357	14.19061	10.99255	12.67807	0.9954	0.16391	0.33273	2.15352	28.48217	26.88327	37.2351	21.91116	36.74578	17.11138	12.86526	21.0534	3.87777	9.75093	7.60709	3.99533	13.89321	11.55977	15.28935	9.2411	7.70923	6.50792	20.98129	13.77661	9.43491	10.91824	6.456
GH16	659.295	806.02062	761.03036	290.20307	262.89667	344.42395	358.83487	447.56717	397.95273	527.66672	300.44815	450.23664	295.83673	521.70427	600.0229	549.05092	576.96505	431.1308	426.76689	602.75789	873.15768	669.84873	565.85152	423.98333	356.93638	407.23099	434.39721	465.62669	283.69477	490.92687	504.5369	395.61895	414.94536	357.68722	430.3584	811.90262	698.44527	670.34496	760.1268	346.16298	332.80321	313.93223	352.91589	558.89203	503.55589	534.29999	464.80972	336.63992	320.85545	362.26282	320.91382	613.53706	637.72522	405.77781	527.02938	583.63438	837.9714	605.60792	606.18752	460.78371	478.21171	407.543	481.65231	471.40945	382.93149	536.19106	567.53615	389.57949	258.53942	324.31282	441.21376	830.97809	694.48744	857.85202	545.80056	499.9461	513.98238	458.59904	461.20237	230.32948	342.44562	298.09229	468.93069	378.70274	391.96602	381.89937	326.9187	262.07649	373.77337	210.27767	545.58798	619.89686	526.42871	558.08957	260.13338	306.30029	292.52642	350.99535	450.31487	271.22699	250.22395	344.50435	419.54439	337.85393	785.06371	587.06295	418.57294	294.32636	621.86129	276.92456	374.30899	258.16521	317.69382	403.18839	529.61488	521.40345	482.24333	380.01799	373.08162	514.51451	416.17582	583.28425	513.57573	978.28915	605.51148	474.02399	389.90431	366.40043	285.17384	353.71515	228.56566	286.36557	429.56251	420.59385	264.53259	266.31485	465.39135	656.46572	544.55288	749.99036	438.78751	598.61746	612.98703	506.91184	381.00796	227.11723	489.02236	250.65373	309.67449	459.84932	454.22027	305.34635	402.09902	416.27662	228.73091	611.30016
GH161	7.1094	12.46849	6.80748	3.52429	2.63078	4.51854	3.36128	8.88666	2.90182	12.24471	6.79227	14.9246	6.81123	10.28881	4.72005	12.77746	13.59134	39.14014	17.11987	5.2514	15.76286	5.72613	7.17554	6.00603	8.56967	7.03914	7.20373	8.55034	3.16086	26.15459	9.77027	9.69036	6.93693	13.88102	6.09821	18.34374	20.32282	12.6559	24.86362	5.97853	6.72753	7.50887	6.39123	5.40839	6.04022	7.67605	7.84187	8.60995	5.70589	10.84119	12.7315	29.59229	17.98611	4.40273	18.11152	33.49524	22.3542	34.02334	32.06396	5.25743	6.02189	5.34486	11.98526	9.66997	6.60663	10.32474	5.54421	7.76953	10.00854	5.96874	9.4326	15.14251	6.91601	11.07905	5.77018	15.72269	9.5399	9.62942	8.66815	12.55319	7.33602	5.57728	9.63166	8.27919	5.68113	9.19878	5.86122	16.90895	42.52215	0.3173	10.50214	5.97165	9.02281	17.53247	3.99153	8.63186	5.6266	4.72757	0.43313	0.85211	1.73054	5.01386	2.43148	12.04509	14.74765	5.63131	4.05214	6.41303	9.3545	1.10716	0.40354	1.36794	6.82432	40.34031	47.37449	30.72193	14.64207	5.34511	3.41069	12.22966	5.87639	43.50038	34.97234	37.59692	30.72849	13.17936	9.43412	6.69425	4.83134	11.13754	6.93084	12.30691	14.08939	4.6831	4.91612	4.48247	10.15278	67.54225	45.1304	69.77593	31.61514	9.13033	11.83182	8.4077	5.60583	6.55932	6.67196	5.21397	4.68195	1.85129	2.02389	4.70552	12.91484	13.9247	6.65667	53.81148
GH163	4.68876	7.29622	14.05007	12.18312	8.80952	26.48026	24.20331	0.3956	0.96347	1.60198	3.67828	13.8169	10.76262	10.39912	12.62034	7.17913	9.09304	3.73008	3.93846	0.89393	1.59856	2.85756	7.31685	4.0494	6.43067	6.59368	21.91863	6.40073	2.57822	1.57644	14.62331	7.64636	4.38785	5.93176	5.52682	12.48668	11.56242	20.65653	13.34026	1.58041	3.59351	3.98272	3.35466	9.73395	6.81812	8.33342	9.63112	5.35184	4.20483	10.29734	6.10757	10.20117	6.35462	2.81224	11.94231	2.94997	7.9483	4.17968	6.84867	6.64427	3.12458	4.06504	10.86421	5.39719	0.74731	1.20348	3.44213	1.25815	2.68232	7.48242	8.63658	1.14841	6.48748	0.6595	0.56398	13.79098	10.77151	3.59502	7.93347	9.29137	11.92772	6.88987	11.56828	7.3189	4.67812	5.00397	6.69161	3.96944	0.90913	0.88317	19.11669	13.62272	15.58709	26.86414	NA	5.13453	NA	3.63082	17.77719	2.11075	2.82362	8.05077	4.3652	1.71386	6.23334	3.44165	1.36701	3.47164	11.1947	0.29358	0.54243	0.13855	5.82013	2.58485	2.07137	8.50137	5.85922	4.38316	5.51845	12.22575	7.08776	1.91315	4.85856	6.38921	3.32104	10.53862	7.04587	8.90336	5.99375	1.21803	0.80135	0.3748	5.35593	8.13159	2.78667	0.68796	20.55714	1.39986	3.92183	2.65571	2.13571	4.40877	2.69546	1.99028	2.33093	14.84269	11.64653	9.9202	13.10972	3.58225	5.30023	6.2482	7.41538	3.35236	6.03471	6.56984
GH164	0.35869	1.25469	0.29951	0.08327	0.04975	1.12371	NA	0.06761	0.42174	0.20118	0.34918	NA	NA	NA	0.04647	1.43687	1.06172	2.32934	2.22783	0.24682	0.21507	0.22919	1.78843	2.04585	14.8281	12.51817	15.65083	2.17078	NA	0.02392	3.30058	0.51101	0.28779	0.50527	0.29616	NA	NA	NA	NA	0.52851	2.16245	1.89831	2.58354	0.12733	0.15511	0.06206	0.75229	0.64095	1.24996	1.64092	0.27394	0.66484	0.1834	NA	0.94308	1.68586	7.92702	3.19337	3.64992	11.98823	9.77972	11.82909	5.25783	0.96016	0.45426	0.72062	1.15311	0.06342	0.08472	0.12395	1.19447	2.00147	2.82484	0.13606	0.36501	2.87347	2.58013	1.61299	2.67689	1.09375	1.47126	0.0552	0.99348	0.58037	0.41899	0.23306	0.48937	0.082	NA	NA	1.19821	0.61852	0.34713	1.80957	NA	NA	NA	0.05191	0.6716	0.3536	0.40638	0.84133	0.58127	0.47783	0.4752	9.87637	1.77414	1.64449	1.87593	NA	NA	NA	NA	0.13976	NA	0.12301	NA	NA	0.0521	1.47946	0.8379	0.34172	0.53646	1.17455	0.13934	NA	NA	NA	NA	0.06508	0.05397	NA	0.51554	NA	NA	NA	NA	NA	NA	0.05694	NA	0.80141	0.40831	0.24407	0.22018	0.47621	1.1004	0.43021	0.64947	0.02526	0.68196	0.21394	0.32127	0.29769	0.57535	0.34125
GH165	4.93532	3.83872	5.55966	5.35305	6.56706	11.69519	4.45956	1.29236	3.92446	2.92261	6.32373	0.75743	2.31415	1.96251	1.86942	14.55914	18.05327	12.75913	7.73771	0.69575	0.17004	0.94519	6.7913	10.13691	6.17865	9.35378	17.37123	7.12863	0.15644	1.65396	23.26733	9.25733	3.91819	8.26949	12.80517	9.84625	7.96384	13.04866	9.7766	4.54798	8.2969	7.14389	6.83466	11.05909	10.51215	8.72246	15.29641	3.35345	4.14042	3.07587	4.2795	2.17737	2.73045	4.83205	3.00651	6.56815	3.49351	3.896	4.23005	5.24761	1.56566	3.70064	9.66753	39.07081	5.33701	7.617	11.03117	1.35547	1.72872	1.62255	2.7928	1.82132	1.02427	1.80495	0.67077	10.18911	13.03399	11.86863	11.1782	16.03986	15.48384	4.81851	12.49113	5.94527	3.96187	5.08487	15.07888	3.20312	0.06856	0.02776	4.93109	4.545	6.38337	12.06251	0.03982	7.64722	0.02983	1.9737	9.87847	1.96195	1.21837	4.39379	3.60544	2.41662	1.77048	6.23614	3.48749	2.05374	8.1722	2.49979	1.38536	0.3193	15.84229	3.62356	2.56699	4.11489	3.39162	3.20259	1.69502	9.64767	16.64701	0.50385	2.29518	7.26147	1.73254	10.64862	5.34333	7.10956	8.63918	0.94603	0.78957	0.25864	3.36663	3.35272	1.76425	0.06651	12.28047	2.65208	2.17057	3.78315	1.34626	4.5307	4.55539	4.15847	2.26533	8.16384	7.33576	9.97022	10.10503	3.37836	4.77384	2.50244	6.68101	3.82106	4.6818	1.26807
GH166	4.66041	2.60711	23.41687	2.61361	4.17543	3.22316	6.95688	3.99657	3.88918	12.35392	9.10089	6.16626	11.11047	9.43133	4.11084	21.62625	13.26989	18.52132	13.98558	30.07836	13.19502	7.9039	12.33598	32.6654	27.74395	21.43741	6.86702	33.58155	4.363	9.145	11.20003	33.0917	18.54244	29.31538	15.12783	8.18651	39.09686	6.79031	11.8934	3.71572	9.04094	4.53398	3.3568	44.15572	53.52424	60.9033	31.20057	6.97907	13.01941	5.19494	6.31824	21.49992	15.0824	6.17369	9.67851	9.88142	8.02499	9.69611	11.33171	5.26403	2.93699	5.38275	3.45318	30.24753	21.67466	53.84557	41.45918	16.80578	18.52635	21.87899	29.74479	2.77259	8.57197	6.19068	34.09875	25.1506	32.43468	33.04362	24.16654	4.99691	7.9588	2.79289	3.83019	7.15279	4.1232	8.87359	9.37195	10.92259	19.13915	14.20445	26.8399	23.4163	19.94302	13.557	0.92232	0.60912	0.2375	0.55787	10.92276	16.7173	4.8515	10.22842	2.95623	6.70104	6.9656	26.46888	7.82751	11.12542	20.0346	1.79989	1.95833	0.96134	6.60306	9.72938	7.4598	15.84709	9.36507	14.73554	3.60334	16.35831	16.3309	17.44294	19.6632	15.18108	32.379	8.05897	8.30735	3.48638	4.15311	5.5014	4.98491	1.098	14.5403	14.86674	5.07438	11.2993	15.83089	10.72952	26.86773	12.70485	28.83759	20.70873	24.81617	15.94179	17.60032	8.91567	20.66984	19.58188	11.57203	3.0423	5.53406	5.7646	2.57619	9.0951	7.04273	40.9653
GH167	1.63822	1.51123	0.46493	NA	NA	NA	NA	NA	NA	0.0665	0.14582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39423	NA	NA	1.02157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13561	0.06895	0.10511	0.0841	0.18601	0.74196	0.11856	0.14026	0.13596	0.30014	0.06178	NA	0.27486	0.05788	0.05682	NA	NA	0.24688	0.19956	0.08959	1.15955	0.08502	NA	NA	NA	NA	0.05214	NA	0.04592	NA	0.10311	NA	NA	2.41768	0.62766	1.00826	1.76806	NA	NA	NA	NA	1.16793	0.50991	0.5917	2.30641	NA	NA	NA	0.08756	NA	0.12594	NA	NA	NA	NA	NA	NA	NA	0.04809	NA	0.29582	0.02398	2.03014	0.23856	0.48123	0.20522	1.3866	NA	NA	NA	NA	0.8114	0.66236	0.78031	0.85175	NA	NA	0.23079	NA	NA	NA	1.00301	NA	0.32721	1.24486	0.63413	0.79183	0.0583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51769	0.09044	0.19252	0.48972	0.81225	1.01984	0.59727	0.31691	0.12358	0.34136	0.72619	0.31323	1.20819	0.65	2.4105
GH16_12	NA	NA	NA	NA	NA	NA	NA	NA	2.51698	0.66384	5.84437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.82458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10263	NA	0.16331
GH16_14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27595	0.09746
GH16_15	NA	NA	NA	NA	NA	NA	NA	NA	2.63522	1.1879	6.74128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18743	NA	0.86858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH16_16	NA	NA	NA	NA	NA	NA	NA	NA	2.38868	0.80926	9.1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10915	NA	1.86242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05191	0.14035	1.07398
GH16_17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29221	NA	NA	0.19075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11086	NA	3.36815	NA	NA	0.28969	1.10577	NA	NA	NA	NA	0.57609	0.18685	0.23262	0.16041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3602	0.17555	0.03307	NA	NA	0.61475	0.25343	NA	NA	NA
GH16_19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH16_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH16_21	3.6031	0.61053	8.45789	0.10907	NA	0.56902	NA	8.38467	23.14637	1.38149	10.32457	8.52425	5.39709	6.47925	6.36643	7.73557	8.99967	7.61688	6.24271	7.37655	0.08246	1.7847	0.97772	19.4103	24.12646	17.8848	10.8452	1.03849	NA	3.68342	37.81961	9.31396	30.76315	14.40234	9.08253	4.26747	6.43844	9.69565	9.98712	24.07336	28.74383	8.84156	22.25979	0.51944	1.27403	1.82631	4.47945	8.12817	10.07384	12.64321	2.47989	2.55805	7.2863	3.18523	5.11767	20.52856	18.93446	17.00779	15.08996	32.7949	4.40354	16.93206	21.981	17.35954	11.98497	17.12411	23.40361	25.67477	5.03628	4.81895	8.2604	1.98597	1.95259	3.71764	3.77484	0.37311	9.46447	20.25641	13.66795	0.20219	NA	1.16689	24.07884	10.14481	2.85287	7.14847	1.80627	NA	NA	NA	4.97218	5.07283	7.46117	1.04922	NA	0.037	NA	NA	NA	NA	NA	NA	4.15518	8.48849	65.03955	5.91412	4.3863	1.9899	5.80658	2.16687	1.0757	3.21229	6.72691	10.50358	15.29432	10.44167	4.72638	6.51489	5.40006	10.72739	14.4732	8.39241	1.99359	1.62848	6.13609	11.22836	10.74757	5.14959	1.47197	NA	NA	NA	NA	10.09044	9.49034	2.61259	14.1776	0.46231	3.46846	1.34041	0.83054	13.00666	14.06431	15.33457	14.53777	3.21474	27.03081	6.66402	10.75344	3.19932	7.04997	5.55912	4.81253	2.25323	0.53748	3.7036
GH16_24	7.81648	5.94449	4.47038	NA	0.4169	0.4082	NA	3.2549	1.91903	3.2763	3.12094	1.26329	1.90648	5.31677	9.67864	1.96927	4.74245	1.22019	2.53306	0.22333	0.20346	0.42101	2.1731	0.84728	2.9556	2.03537	2.18559	0.49939	NA	0.66384	0.53877	3.32545	3.07844	4.2512	6.12625	4.46043	4.9971	4.35222	3.38859	6.5335	5.56609	3.93201	3.51271	1.90893	0.87602	1.83854	2.00926	0.93653	1.1344	0.73027	2.72906	0.39579	1.08184	0.1346	0.34023	10.14486	3.39221	7.91138	3.26994	1.28217	0.54175	2.18111	1.85613	4.39269	10.49663	8.99708	5.99213	0.80069	1.88042	0.97173	1.87087	0.6745	0.49142	0.37816	NA	1.16509	0.45428	0.66785	0.56517	5.18282	3.508	1.14469	3.50097	0.58773	0.24108	0.42762	4.97939	0.67499	0.48598	0.12958	6.25511	5.57246	3.87364	6.74391	0.99911	0.17928	NA	0.14303	1.68808	0.60859	2.39333	1.74348	0.77257	NA	NA	8.44714	12.67799	8.05666	5.18901	NA	NA	NA	0.73992	6.91289	11.91302	5.29515	7.5064	4.81129	8.18445	4.29185	4.44511	0.33748	NA	0.48578	NA	0.87164	2.51597	0.99638	0.63803	NA	0.06349	0.50485	0.55052	0.51616	0.14447	NA	0.54968	NA	NA	0.07953	NA	0.30979	0.78014	0.29934	0.80541	0.23325	0.85184	0.99106	0.48059	38.81342	11.06556	14.39299	21.64416	1.95594	1.14821	0.17772
GH16_3	96.95964	93.67974	88.95261	31.29425	23.15297	58.85998	50.90503	52.13911	41.48364	63.89867	28.215	41.44689	31.20201	55.42475	61.18712	87.00005	85.45302	71.44901	56.11721	73.62259	118.76034	80.51885	86.89783	47.99963	35.24785	57.99421	77.50438	83.69086	38.59341	85.10095	88.28763	66.34972	56.75339	61.49878	70.81685	138.68103	102.78939	104.51041	131.56733	42.00999	37.42061	37.85458	42.57506	82.41795	81.63611	83.77996	74.63712	40.96789	50.34833	51.10564	28.63029	92.84993	84.66505	48.56748	85.81533	80.13749	104.43315	88.63966	96.16951	51.17672	62.86688	56.45675	67.53258	78.93783	28.69655	48.9581	46.94459	69.97478	41.40413	65.73893	82.8514	116.85035	109.68432	105.31755	67.27879	74.94519	88.118	68.22412	65.18361	42.57348	38.04052	30.32455	59.9077	63.66779	64.25607	60.37475	62.75359	17.97399	27.66254	1.6863	83.34366	96.9648	74.83216	84.70397	0.56017	13.5101	1.26232	10.48927	61.76183	23.40787	7.95313	36.4525	55.45314	45.5447	81.8581	71.09631	37.87162	29.76713	37.829	16.76543	25.69712	10.29948	29.64379	45.89986	59.07301	65.67854	55.67887	42.3981	24.55212	78.3577	48.05741	99.82497	99.15706	188.86175	108.89797	68.73646	58.43519	70.40326	43.38696	38.44287	20.61586	22.78441	40.53978	49.76861	22.96185	24.50041	54.70113	126.76893	98.49856	142.29544	79.35921	85.96516	79.30217	74.04327	47.65994	31.88063	54.95176	34.25454	40.17521	30.8599	59.82205	32.92697	37.33023	50.5793	25.03307	75.37961
GH16_6	8.09696	7.87205	14.46966	5.67839	11.24641	6.99084	6.69757	5.29358	4.95585	6.70795	7.01139	4.88427	7.65098	2.05253	0.12354	1.77668	1.23461	1.84827	3.63635	7.20078	13.20285	22.17678	6.87292	11.78673	7.23177	6.66191	8.90667	1.07565	0.83401	5.49637	0.92137	1.52352	2.57275	1.0876	4.54378	2.18364	2.44065	1.14801	3.26359	0.36428	0.86641	4.76353	0.95252	3.20972	1.70655	3.63944	4.92671	9.96917	1.94648	7.20873	9.99205	2.22041	3.42308	2.70663	1.41689	4.40173	5.97687	2.52904	3.22981	1.51824	0.42075	2.55885	0.36084	3.80599	9.37656	4.36556	13.27757	11.89075	3.59842	4.79689	6.8019	4.23102	2.35864	30.73822	4.66378	2.85577	5.45188	2.8661	5.56072	3.06968	3.7848	6.71646	3.21744	0.12698	0.10075	0.44423	1.27297	4.80326	6.47463	3.72164	5.94179	7.17213	6.33722	5.28478	35.32745	35.50267	48.33229	37.88786	8.74343	11.56264	15.17636	6.5119	0.88228	0.73245	0.21509	14.85742	10.12496	2.69329	2.08201	10.89569	19.33644	10.02001	5.49865	8.51134	10.38637	4.18317	4.77737	4.56086	24.59198	3.69459	0.89486	2.63478	1.10147	1.38804	0.05267	7.01405	8.96876	5.48395	11.69121	9.44637	6.72277	11.82699	11.67032	4.5605	5.06505	5.66467	4.991	11.14501	2.46786	7.06792	6.26028	8.05656	9.51332	5.88344	4.12844	2.83411	4.04423	1.36767	0.66971	0.03221	3.22485	0.73035	4.49943	4.04234	3.23553	12.31532
GH16_8	NA	NA	NA	0.13633	0.20584	0.3387	2.02443	NA	NA	NA	NA	NA	NA	NA	NA	0.36442	NA	NA	NA	NA	NA	NA	NA	0.18269	0.06287	0.07706	NA	0.13912	NA	NA	NA	NA	0.26101	NA	NA	NA	NA	0.13587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17615	NA	0.4949	NA	NA	NA	0.13911	NA	NA	NA	NA	NA	NA	NA	NA	0.25274	0.26127	0.20837	0.06418	NA	NA	NA	NA	0.2231	0.15997	NA	NA	NA	NA	NA	0.27029	NA	0.4176	NA	2.42283	1.12597	3.6276	0.11411	NA	NA	NA	0.28948	NA	0.13751	0.06968	NA	NA	NA	0.14218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
