feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
ko:K10726	30.47756	16.98966	8.02224	1.98869	0.9871	NA	2.81783	0.96232	3.79703	0.84558	0.16957	14.87111	4.58318	1.78513	0.69857	10.31569	8.21585	15.01464	16.66651	3.19242	6.00086	1.53138	5.42133	1.46175	2.04418	0.35089	1.18602	59.18991	NA	20.77928	4.1337	119.33027	39.88725	132.06894	123.96515	NA	0.93245	NA	1.07941	0.31292	1.29887	0.31947	0.79931	6.87125	3.54045	4.3288	7.8051	15.11718	NA	NA	3.30384	24.45925	22.44447	5.87449	18.62254	61.92536	47.17296	82.32728	32.55479	122.20213	182.65553	106.47457	98.03185	18.36002	NA	7.60057	6.51964	1.02826	0.5364	0.67592	2.23736	NA	NA	0.34689	0.25761	0.80649	1.69584	1.64997	1.70054	3.78842	2.37471	1.4412	8.27433	359.90041	228.23435	305.66029	146.17474	NA	NA	0.32801	5.8857	18.70963	29.76288	8.88416	NA	3.11956	NA	NA	0.94912	NA	0.32073	2.62551	41.62963	37.52652	39.36588	5.04518	NA	9.21608	2.25849	6.87892	2.60363	2.30477	NA	4.31849	3.88493	13.69035	1.5665	2.54057	1.81596	3.00852	11.27395	9.34606	6.57431	2.21451	39.33971	5.11995	4.27383	1.00719	4.06377	1.74596	6.97151	NA	8.51187	1.17877	4.78728	0.25601	4.44517	NA	NA	NA	2.42223	4.06513	5.55996	0.56891	2.79395	188.85246	267.33919	164.56041	483.74232	282.72747	195.12999	35.64653	250.09902	NA	NA	NA
ko:K10728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.49542	1.44593	1.22996	5.70666	NA	NA	4.62657	NA	NA	NA	NA
ko:K10729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.70736	NA	NA	NA	NA	NA	NA	NA	0.69269	0.70553	0.70723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.77221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85078	NA	NA	15.68842	NA	NA	NA	1.88955	NA	NA	NA
ko:K10731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.36571	3.29179	2.1103	NA	NA	NA	1.58394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.15798	NA	NA	NA	NA
ko:K10733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.94938	3.0204	3.06123	8.98083	NA	NA	NA	NA	NA	NA	NA
ko:K10734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33206	NA	NA	NA
ko:K10735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.54601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23271	NA	NA	NA	NA	NA	NA	NA	4.71134	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.06282	NA	NA	9.32625	NA	NA	NA	NA	NA	NA	NA
ko:K10736	NA	NA	NA	NA	NA	NA	NA	NA	0.97759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94801	0.97084	NA	1.92446	NA	NA	7.74183	NA	NA	NA	NA
ko:K10737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.36158	5.67418	2.67599	27.16987	NA	0.57402	4.09242	NA	NA	NA	NA
ko:K10738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.37382	8.79455	2.7736	19.57104	NA	NA	3.89195	3.27474	NA	NA	NA
ko:K10739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.49264	NA	2.23422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.70371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62311	0.63811	NA	5.69207	NA	NA	0.87347	NA	NA	NA	NA
ko:K10741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62311	0.63811	NA	5.69207	NA	NA	NA	NA	NA	NA	NA
ko:K10742	453.81073	342.55825	710.80684	239.70157	221.24888	594.58994	375.72129	145.19772	382.99335	163.36965	199.67845	581.37718	303.50417	222.62889	434.69713	720.66939	508.45319	590.69036	315.99773	57.04768	70.85314	60.0186	437.4285	220.17488	356.16751	344.65451	469.31935	218.90722	7.99401	157.5338	397.9346	541.96376	193.35689	506.85561	668.3482	2008.69155	528.67374	794.46595	885.12216	126.81353	187.96401	279.68208	226.70853	621.3692	264.77911	306.22238	453.17835	358.50275	456.30321	582.51651	150.81539	535.58442	292.85002	87.80537	793.23266	320.29564	441.53371	221.32755	393.12727	289.91569	111.88585	138.97895	312.19857	719.11752	48.71479	189.96122	171.03816	62.88359	102.0004	331.56491	266.99623	219.64682	384.53363	53.81801	81.9186	842.50777	484.43773	539.30401	330.75397	310.70511	335.50633	110.39901	342.93526	268.35962	198.93879	173.85195	286.89605	71.0854	26.39801	32.96367	619.59474	484.73962	313.52268	761.64202	14.27115	343.23174	42.70613	182.29648	241.29859	65.98783	58.86084	261.72043	801.7795	171.72787	191.4635	231.99817	196.31927	174.45557	533.66996	115.89174	142.37507	90.94362	319.58901	110.05215	65.09031	736.69017	173.84662	112.34741	150.60524	216.04736	178.46037	96.10388	152.75214	389.38524	221.64505	424.18334	194.5127	239.48578	536.08235	63.94818	65.34685	54.88972	290.41729	118.32951	60.90011	30.54833	477.71407	74.67857	148.0002	58.22825	111.42156	140.16987	221.05861	214.7427	144.54609	305.43128	406.7676	371.07152	769.99926	53.22991	316.60024	169.89939	375.66	165.69934	56.879	134.28907
ko:K10743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42387	NA	1.45376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58072	2.61561	9.37871	NA	NA	2.13653	NA	1.24501	NA	NA
ko:K10744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.07851	1.81224	1.83674	10.77699	NA	NA	2.14193	NA	NA	NA	NA
ko:K10745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.91697	NA	NA	5.92143	NA	NA	NA	NA	NA	NA	NA
ko:K10746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.84671	NA	2.54055	NA	NA	NA	0.71506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.60806	15.35737	12.63679	19.38505	NA	NA	2.76606	NA	NA	NA	NA
ko:K10747	74.26336	21.12088	46.08336	11.57175	6.57226	32.55613	16.56177	3.22698	4.16502	3.16537	2.31334	246.60261	140.03906	76.46457	127.64584	28.71991	24.51443	45.24604	81.55081	29.55618	61.92021	39.31385	63.31639	48.44549	81.66264	71.95254	23.64021	31.72355	5.97011	50.06292	139.52803	14.03852	15.44488	22.41933	31.01391	10.61073	7.14637	5.39634	2.19131	15.10053	24.86835	21.48165	88.29691	64.22035	36.01882	63.80061	90.76038	31.24507	21.54076	15.38479	14.19028	31.80003	12.15439	12.85922	35.79297	67.171	63.93941	57.64238	32.64196	514.32146	241.03516	288.70513	445.95097	9.75829	36.28908	10.6304	11.25402	40.60456	38.0978	36.72913	74.03232	19.72576	31.06893	15.18642	54.66352	60.01132	31.94434	79.35018	39.91792	17.15023	7.18808	18.27468	12.55439	332.51326	218.9946	313.78762	195.49077	5.65629	23.6744	111.98873	157.89613	36.47205	53.9776	113.96519	9.86806	7.17527	10.97686	11.78333	70.43111	63.29726	78.54883	32.32812	38.70386	47.30966	38.61092	84.25329	200.09775	146.66815	150.9835	5.51971	3.29312	1.52537	0.52778	43.41708	9.90702	43.30445	27.60841	11.77513	138.62617	64.71204	29.74074	18.29684	11.60039	182.48244	87.86099	50.21663	75.58197	44.40075	71.15613	5.00509	9.32613	1.4234	15.42592	10.6558	124.42043	54.54272	17.77887	2.14	5.02451	0.93917	12.26936	8.92039	11.6676	9.06977	11.76561	291.02914	316.64317	200.05454	664.88733	150.4148	148.57119	55.42543	217.84747	514.4249	494.51915	297.18146
ko:K10748	NA	NA	NA	NA	NA	NA	NA	0.84501	0.64541	3.49927	NA	1.91114	NA	NA	NA	NA	6.59351	1.5242	2.59047	NA	NA	NA	0.93508	NA	NA	8.37825	4.15751	1.2999	NA	0.92686	1.06206	7.25939	NA	0.876	0.91684	1.87597	5.25074	2.05124	NA	21.12506	NA	0.98313	NA	6.22555	0.37372	NA	1.80544	NA	NA	NA	1.71392	6.46548	0.29568	NA	21.74275	9.43027	9.80966	NA	0.44101	NA	NA	NA	7.29047	NA	1.64068	NA	NA	NA	NA	NA	NA	16.05103	1.20208	5.98872	20.37243	0.90284	NA	NA	NA	1.671	1.69443	8.65511	0.54631	3.99839	62.73997	NA	3.71612	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93082	NA	NA	NA	0.89184	NA	NA	0.82762	4.04337	NA	NA	NA	1.00918	2.87389	2.53075	NA	24.91835	NA	NA	2.97627	NA	NA	NA	0.79037	1.38022	14.62386	NA	1.16396	5.66563	2.08523	0.53147	NA	NA	NA	NA	2.64054	NA	4.17545	2.42489	16.48967	9.94272	1.35439	0.40037	0.9422	NA	NA	0.763	0.57388	NA	NA	8.92063	NA	3.86077	NA	NA	1.38785	0.53235	NA	2.13099	0.56044
ko:K10750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.11784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K10751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10204	13.5219	NA	NA	1.54614	NA	NA	NA	NA
ko:K10752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.64146	NA	2.54055	NA	NA	NA	3.2359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1591	7.22964	11.77862	35.61863	NA	NA	9.39973	0.81304	NA	NA	NA
