feature	AB01_02	AB01_04	AB01_12	AB02_00	AB02_02	AB02_04	AB02_12	AB03_00	AB03_02	AB03_04	AB03_12	AB04_00	AB04_02	AB04_04	AB04_12	AB05_00	AB05_02	AB05_04	AB05_12	AB06_00	AB06_02	AB06_04	AB06_12	AB07_00	AB07_02	AB07_04	AB07_12	AB09_00	AB09_02	AB09_04	AB09_12	AB10_00	AB10_02	AB10_04	AB10_12	AB11_00	AB11_02	AB11_04	AB11_12	AB12_00	AB12_02	AB12_04	AB12_12	AB13_00	AB13_02	AB13_04	AB13_12	AB14_00	AB14_02	AB14_04	AB14_12	AB15_00	AB15_02	AB15_04	AB15_12	AB17_00	AB17_02	AB17_04	AB17_12	AB19_00	AB19_02	AB19_04	AB19_12	AB20_00	AB20_02	AB20_04	AB20_12	AB21_00	AB21_02	AB21_04	AB21_12	AB22_00	AB22_02	AB22_04	AB22_12	AB23_00	AB23_02	AB23_04	AB23_12	AB24_00	AB24_02	AB24_04	AB24_12	AB25_00	AB25_02	AB25_04	AB25_12	AB26_00	AB26_02	AB26_04	AB27_00	AB27_02	AB27_04	AB27_12	AB28_00	AB28_02	AB28_04	AB28_12	AB30_00	AB30_02	AB30_04	AB30_12	AB31_00	AB31_04	AB31_12	AB32_00	AB32_02	AB33_00	AB33_02	AB34_00	AB34_02	AB34_04	AB34_12	AB35_00	AB35_02	AB35_04	AB35_12	AB36_00	AB36_02	AB36_04	AB36_12	AB37_00	AB37_02	AB37_04	AB37_12	AB38_00	AB38_02	AB38_04	AB38_12	AB39_00	AB39_02	AB39_04	AB39_12	AB40_00	AB40_02	AB40_04	AB40_12	AB41_00	AB41_02	AB41_04	AB41_12	AB43_00	AB43_02	AB43_04	AB43_12	AB45_00	AB45_02	AB45_04	AB45_12	AB46_00	AB46_02	AB46_04	AB46_12	AB47_00	AB47_02	AB47_12
ko:K00013	3221.87493	2728.37507	4144.07869	3009.40296	4013.39123	3580.47278	4009.54184	2748.15084	3702.81139	3398.50391	3189.48368	4790.67621	2089.97176	1914.36024	2480.42437	2852.59548	2409.50649	2519.6458	2282.56228	2082.21622	4017.39246	2666.97873	2779.78839	2291.93606	3112.83979	2773.16352	1417.73824	3643.86378	1275.01909	3719.42352	2029.33294	2660.34829	1469.06372	3220.65745	3806.67484	3688.09305	2699.56298	2512.0159	2861.22913	4854.43591	3346.42628	3786.0897	4631.11247	3047.16268	1747.62621	2347.57219	2127.53688	3563.86482	2698.12734	2606.79034	2532.37787	3561.05754	3021.69961	3506.62943	2494.68204	2669.9369	2628.87436	2511.29521	2647.37787	3006.23034	2162.92342	2256.02673	1828.62936	2237.50773	2201.01596	2674.95446	1798.55343	3245.27959	2923.18133	2768.42691	2990.93611	3687.64602	3452.27553	3229.85021	1918.12186	3047.51712	2548.5243	3124.91103	1824.16529	2316.84045	2193.72806	2758.71859	2835.38137	3010.47674	3585.67023	3285.23673	2507.16756	1590.08791	1165.37553	2385.88166	2979.76257	2912.00804	2290.7718	3355.4366	2511.47367	2980.48422	3186.13151	3223.23371	2123.6546	2343.61957	2883.67644	3083.98553	3377.54776	2777.01777	2067.66897	1967.34511	2061.24407	2882.337	2109.82602	3957.17839	4294.37928	5343.05939	4109.91541	2131.83491	2424.83127	3354.16664	3049.7353	2539.10879	3896.21807	2667.16582	2701.92379	2810.5558	1564.57555	3889.84575	3460.37626	2690.86144	2388.6173	1947.34111	3828.57533	2614.27776	3238.85145	3082.70797	2606.38535	2215.49206	2750.05701	2973.42914	3384.67756	3628.33326	5370.65928	3785.3489	5948.55292	2158.82686	3147.27453	3252.45136	3313.14715	2499.83871	2552.03702	3007.60737	4755.38897	2938.1248	3077.93399	1883.65322	2814.11464	4034.89548	3566.55959	2104.89694
ko:K00014	4625.32684	4111.24418	5864.86124	3213.41079	4465.03754	4077.57902	3805.31818	3860.46591	4439.92158	5051.55677	4074.71666	7956.79205	3477.40322	3147.63975	3837.48961	3655.13965	2939.98954	2863.78859	3075.95963	2818.07866	4959.55784	4020.35889	3846.64475	2873.46716	4325.08898	3593.51937	1708.8129	3767.77139	1994.3938	5499.26443	2306.72412	3336.39729	2065.87754	4100.59922	4793.28671	4003.12912	3236.41233	3650.52386	3360.15637	5380.63191	3896.84537	3713.13979	4882.83274	3296.88325	2306.10538	3050.561	2934.25444	5620.92978	3541.03425	3791.33155	3713.79296	4633.64787	4581.85684	4130.26511	3419.51818	3097.71506	3059.85991	2378.51362	2993.56476	4198.93277	3065.52371	3009.26294	2585.2625	3239.92692	3287.28693	4325.66443	2836.79481	3777.77743	3206.07394	2825.1572	3468.9848	5044.32954	3989.7463	4365.01233	2756.68801	4196.17825	3507.21704	4486.96374	2682.74898	3146.41794	3183.9834	4408.52335	4104.16593	3997.18322	4566.58833	3875.88222	3720.85154	2951.8282	2099.28975	5122.99622	4115.21862	4184.13214	3229.31105	4852.73285	3923.18439	5434.95193	5121.36126	4962.69571	3129.96192	3766.86161	4549.96101	5613.17377	4102.20552	3417.10395	2773.46717	2824.56812	2858.20581	4573.77185	2947.71721	3524.61947	4538.66718	3204.76493	3755.56467	3187.98952	3684.25472	4917.60766	4070.0131	3388.75107	4702.32187	3535.12224	3102.9983	4249.12324	2112.30117	4913.32011	5250.1107	3662.04582	3588.2711	2790.68409	4604.12839	3240.7895	4089.07631	4332.6209	3880.04654	3049.75326	4470.29119	5048.00768	4738.37999	3683.90436	2716.22191	3544.49419	4060.96967	3089.08552	4698.0075	4033.04459	4290.3923	3104.72128	3796.31761	3805.79399	6422.20287	4161.85655	3359.88545	2816.64766	4561.53804	4451.39605	4936.62249	3255.68791
ko:K00015	294.03951	172.16115	251.3346	30.07313	64.68537	102.08538	46.56672	36.74933	37.28338	53.04646	62.71719	180.72797	135.96782	93.10672	121.76623	121.66311	64.26647	119.83617	94.41134	6.68342	39.17995	20.2045	112.10446	70.45241	130.34469	143.66022	100.0195	71.14317	23.20858	47.52638	75.60052	52.9155	38.71694	83.84994	81.39721	126.3326	99.25703	137.83662	92.04911	123.19921	101.42436	128.7381	131.95411	69.67454	63.74721	47.01942	64.73334	99.18291	69.24666	72.87362	62.57833	80.97022	102.06793	29.84083	87.03478	97.2245	81.72273	103.98264	72.86692	119.57342	125.51273	181.24751	124.11631	167.06821	125.81861	54.67671	64.04151	45.75921	74.25848	108.76933	129.41467	78.72256	110.33624	64.95292	52.85778	236.65176	189.03994	162.91217	87.74859	123.68591	89.51347	124.94579	217.87416	101.54989	101.36546	120.733	100.31003	9.14166	7.65301	36.83157	136.09893	54.76967	58.58581	123.9712	7.61575	18.26118	4.46204	30.73828	75.28441	41.17143	77.99938	81.86394	50.53285	38.66024	48.83941	71.33903	41.8988	108.48604	129.03758	19.68649	17.47162	62.74787	85.07629	61.14642	62.87585	119.4318	43.28152	63.14655	108.87137	88.79155	102.71333	42.57581	48.85264	182.69406	70.89894	56.69726	87.17994	80.15766	72.21882	25.30562	28.53292	66.04953	44.50457	40.86412	52.33831	71.58818	46.91496	42.15218	69.11677	62.34133	30.35815	52.72616	60.8286	64.16173	69.62578	130.75711	143.51441	151.77323	279.90357	180.19075	106.30315	85.52595	137.85859	79.77647	159.00888	64.00326
ko:K00016	2875.21459	2955.82365	3504.012	3187.06729	4395.08743	4087.57172	4168.9973	3213.06206	4607.28506	3406.07633	3428.4977	4632.89102	2016.31932	1735.43158	2195.77714	2932.43113	2273.83703	2504.1819	2612.73504	2443.05537	3704.67841	2547.46801	2605.64603	2919.19499	3031.29442	2659.00119	1014.87025	2878.30087	1382.0405	4502.4499	1328.47649	2109.65791	1149.89944	2613.20468	3379.52436	3602.49059	3378.49589	2881.23806	3191.51831	5038.29803	3049.26567	3871.45083	4486.95422	2705.49777	1794.73388	2272.60777	2176.34284	3341.65491	2144.20863	1937.03381	3226.1966	3459.86716	3399.4289	3544.03611	2054.32879	2722.80127	2684.01541	2311.13836	2352.88515	2375.94231	1594.76138	1770.91374	1502.76741	1832.47503	2694.90031	2990.20991	1930.60536	4333.11225	3779.30051	3631.04002	3810.42494	4214.24657	3821.65205	3172.54437	1890.63051	2211.48027	1843.6839	2727.46278	1531.49468	2155.82767	2116.59824	3175.28513	2967.51363	2589.15587	3682.63639	3307.33491	2600.50632	1647.84452	1283.52467	1860.3438	3059.97074	3040.89353	2437.70368	3751.9253	3987.61778	3611.01406	4498.31908	4242.35949	2255.55112	2619.70105	3507.68963	4256.34041	4256.09511	3640.95792	1978.84091	2044.43616	2233.7259	3678.90234	1570.10924	3689.57614	4163.02397	4989.67468	3615.74338	2330.07188	2377.52532	2675.78433	3367.68581	2620.2521	3724.71908	2807.59027	2584.61143	3090.77574	1904.38594	3533.17479	4055.92285	2667.10902	2581.50538	2071.35106	4004.714	3093.90456	3386.30002	3931.90896	2513.30842	2208.9195	3220.13286	3062.32954	3719.64568	3160.55282	3926.31874	3334.67986	4897.38257	2179.17737	3127.93434	3084.9852	3289.03432	1928.46349	2275.15415	2497.17019	3743.48894	2476.46006	3019.04936	1842.22329	2783.2686	5187.79642	4499.53169	2269.13846
ko:K00018	2304.71765	2054.5472	2838.29678	1281.45466	1798.39358	2108.91051	2060.4223	2177.5917	2243.3144	3038.72787	2242.27535	3987.17888	1766.51918	1487.96723	1653.90634	2175.94076	1626.00903	1950.48365	1844.12677	1391.88109	2696.92923	2108.42298	2249.98902	1251.87344	2307.76448	1677.29054	874.40666	2223.23842	1060.25169	3442.27704	1680.30088	2108.84829	1124.76636	2386.92951	2705.76263	1890.13956	1863.614	1934.17904	1606.55856	2709.16419	2439.43539	2037.28773	2551.11501	1920.6398	1407.42466	1966.7104	1826.95508	2919.04605	2150.58545	2487.11466	1449.89185	2921.87582	2467.89136	1838.86848	1800.95664	1794.2111	1651.81326	1448.32876	1555.93316	2355.50856	1679.92886	1785.12586	1506.86742	2380.06545	1469.82551	2433.12016	1501.75804	2338.96962	1940.09462	1558.34836	2142.29332	2957.37449	2466.46788	2779.75756	1659.8412	2772.5528	2535.83935	3143.58971	1837.44647	2249.99365	1899.51186	2298.95472	2602.49961	2125.35332	1530.11153	1701.90692	1536.11207	933.2181	721.96944	987.75376	2981.22904	2766.84196	1854.55439	2824.87365	1263.20672	1550.32024	1520.95275	1580.73475	1942.59975	2057.10006	2678.22375	2081.66771	2057.95095	2095.56034	1990.18362	1705.39773	1824.65126	2080.11299	1437.09136	1538.56198	1946.94271	1334.26396	1903.65826	1276.77438	1430.03074	2639.05577	1900.28961	1417.34203	2458.08745	2071.9269	1418.53132	2481.07926	1345.78988	3209.81342	3330.2518	2238.27572	2156.91156	1575.47711	2839.07174	1485.39574	2258.83159	1566.52607	1986.81925	1771.5742	2128.0514	2548.45559	2832.4271	1781.90249	1638.49856	1675.89953	2078.4078	1764.52093	2642.63928	2518.49573	2439.38563	1765.50133	2087.05858	2410.04244	3620.55795	1823.36712	1453.69854	1452.6222	2438.76081	1608.33366	2507.95429	1914.12948
ko:K00019	96.37071	100.69979	88.98311	103.8588	153.81884	109.6437	89.56009	105.42284	55.86614	253.18518	105.13908	210.27156	289.72048	97.26934	112.58181	202.36155	158.85459	151.9853	128.16318	13.22619	19.89281	26.51051	49.26707	26.4678	35.8314	31.20049	12.28362	307.16164	57.49535	42.8531	74.24481	30.36329	19.32268	17.62359	18.34454	134.21235	76.5532	51.52169	83.7733	102.27415	118.35705	220.96044	265.89553	156.53409	56.69178	82.81096	135.08565	79.3325	42.34025	65.24311	98.89313	55.46267	27.96919	49.26513	97.34509	131.69192	192.61151	174.75509	223.72367	149.28456	129.49982	164.53115	78.64983	122.74372	22.71376	63.93656	29.11973	144.9803	103.03362	107.88967	115.29286	43.07985	14.84254	14.40173	39.72471	32.0777	43.60618	42.14312	26.63739	68.7994	41.94156	68.53015	64.65535	52.3118	75.39933	66.8665	25.48347	11.66964	1.63637	13.37935	167.18332	162.9247	147.69173	290.55824	49.94317	57.7306	88.06548	50.60827	88.74505	131.48839	64.9035	96.98875	78.45774	82.02885	57.70294	23.84954	73.42649	47.13599	8.77564	67.52368	20.23827	40.51719	58.92066	86.50158	46.59919	69.62238	98.73573	117.42076	142.55985	69.91321	131.80534	37.35536	29.61951	168.20614	107.69844	167.80879	39.99408	44.23071	157.1588	9.50205	10.66137	18.8239	13.78146	14.40311	25.68075	28.57724	32.38622	79.49043	233.94101	121.58918	144.01148	36.26758	40.08983	35.20745	78.6835	26.16664	43.17365	26.84511	68.95727	97.65252	141.21055	54.70301	72.3516	20.63161	41.07793	69.30985
ko:K00020	334.62515	358.88377	364.27175	410.33303	527.3098	574.18565	338.8335	416.71099	813.16865	364.24469	432.00802	710.25674	275.0081	260.44348	383.73867	287.23224	123.41399	137.30743	151.77653	427.83331	423.47296	246.69353	232.69796	215.23639	270.68546	294.96807	128.78998	201.622	121.846	486.9766	114.28997	88.88013	68.90562	149.21215	129.57109	575.25768	448.97453	357.03632	546.94133	643.80451	424.51032	539.41668	478.61225	314.64475	152.06008	229.31173	268.28511	227.41519	127.99675	196.37119	593.25395	306.56582	275.84474	468.72357	373.02184	233.58598	327.72038	191.45777	214.91318	193.13077	110.09982	143.81882	125.93088	164.79801	398.91575	229.53439	231.05262	636.79383	603.63127	445.97033	622.63535	809.97582	416.61545	377.26943	271.37392	224.616	185.64071	245.59161	186.36148	283.069	206.33366	286.28008	201.14337	261.93067	613.51081	319.77167	407.84042	142.71094	97.79109	325.60196	286.98637	308.80968	183.4422	327.56527	488.17491	368.50532	447.92296	613.57376	229.30694	353.06669	569.07372	398.31642	1006.40208	632.64624	211.01199	237.05124	191.61129	458.40096	158.809	462.2654	505.22115	606.96721	514.89643	401.26493	363.4318	377.27729	320.22697	295.10358	367.50063	208.24621	292.4669	269.18015	156.29581	228.88533	375.62406	328.02214	316.94906	275.47661	673.02588	519.90063	696.69026	831.23671	469.69945	215.52745	470.04498	405.35474	340.08815	443.46065	221.90219	311.38096	238.8733	229.21228	257.6879	212.41208	249.47425	264.67605	220.78968	277.32989	437.51253	565.30375	364.41278	190.12487	414.69863	589.82366	830.42345	190.82683
ko:K00021	8.65202	23.02864	7.29996	0.75128	1.59671	0.92031	1.25094	5.39082	0.99846	7.5156	3.40464	17.80112	3.07732	7.05902	7.6755	13.72868	12.75378	7.00404	11.67622	0.41928	2.24322	1.14066	2.65128	NA	2.05914	0.60998	1.23248	3.32428	NA	27.20519	0.71225	1.0711	NA	NA	NA	0.52742	NA	2.87158	1.63308	4.32357	2.51676	1.2464	2.02344	12.68018	1.72275	2.7176	2.70764	87.31402	59.8756	60.97441	14.42428	1.28517	1.06458	1.69096	0.20151	56.06934	37.34157	47.67883	33.96593	102.33182	116.4497	82.58846	82.46531	NA	1.12758	2.0665	1.37747	0.88112	5.44842	0.85005	3.67842	NA	1.42751	0.34943	NA	6.79888	6.09042	12.87529	4.2135	3.30208	2.18041	NA	1.59563	179.17023	133.75419	180.56876	111.3621	NA	NA	NA	4.15445	15.74533	24.2186	13.3472	15.65423	18.55142	14.77146	24.70369	30.41834	4.65238	2.22959	37.28842	23.99169	31.93851	48.11727	17.14726	16.03206	10.6935	30.42446	22.88612	NA	1.03439	NA	15.6537	12.38988	166.24213	31.25623	4.90794	8.94279	16.90586	6.423	12.49137	16.60124	37.12955	38.06899	68.83217	39.90628	37.11493	27.50946	2.09752	1.69848	3.02651	4.17018	1.73638	0.81019	3.22948	1.62127	4.96243	0.9093	NA	1.56644	5.43987	11.3208	6.40859	6.59209	125.71276	183.5571	158.93904	330.15859	98.23525	122.55874	20.9061	96.10633	1.40268	1.4843	4.42295
ko:K00022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96244	NA	2.89523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4814	NA	NA	NA	NA	NA	0.49731	NA	NA	NA	NA	NA	NA	0.50586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.96581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64254	1.23409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.87814	0.64112	1.29958	0.49527	6.16188	0.64713	NA	NA	0.99326	0.49719	1.03845
ko:K00023	74.79011	101.7659	99.69857	43.90839	48.80264	125.40462	55.93882	12.55413	34.87102	33.6333	27.45684	94.14847	57.79501	58.74085	78.37568	190.28369	179.71905	137.24631	82.81018	3.55836	5.03696	22.82995	137.48738	34.28512	175.52462	162.83507	149.22469	97.91115	3.24748	34.31153	180.75767	86.80488	26.60381	94.24768	119.39204	469.61767	131.34441	137.11083	237.13903	19.5808	93.98919	69.52809	103.58612	117.09615	85.78432	83.29386	101.35591	200.35243	272.71484	229.38323	30.14071	28.40575	33.50804	6.55094	67.96352	78.47782	183.8603	52.58427	86.27586	165.30729	66.04555	127.50779	113.41039	239.54118	18.66897	39.5365	46.4289	21.29194	25.45453	27.01568	49.3314	59.12718	44.16783	13.31858	16.10561	194.25892	227.5295	289.78733	156.48236	121.10618	97.6358	46.7907	131.64505	184.50001	113.77213	78.09052	149.77587	47.99642	13.15442	6.34689	148.11004	154.85122	125.52929	294.62175	1.55686	138.21609	6.42496	51.2737	82.37181	14.42041	25.77853	50.85476	40.90738	11.86939	27.80775	175.00968	62.43343	49.72074	119.58728	20.7575	18.57828	6.09144	63.42251	8.2512	8.60507	62.65355	15.89869	62.83703	40.24503	114.54816	92.33053	23.69431	58.90788	87.13613	44.15297	187.92335	87.08539	89.44771	147.16806	9.542	7.44486	8.49815	36.66223	25.97136	21.9424	25.74972	113.43494	7.40253	12.45707	7.90245	8.41644	25.52072	61.6551	43.78909	30.8279	86.19311	93.01216	109.87797	219.53472	19.78656	35.19501	17.66415	37.27909	27.76424	15.31179	16.30089
ko:K00024	1023.65851	869.02345	870.62823	911.38867	1391.53974	1602.5491	1405.0967	376.14819	745.00648	343.75835	538.56995	858.45415	531.43283	552.53202	862.66336	1113.89549	836.80683	1149.85503	675.26898	347.87947	810.03915	327.30502	993.32709	973.53214	1038.55335	939.65885	862.93098	954.95784	155.58465	466.57369	850.63921	969.35553	460.33287	972.54698	1395.79645	1924.33844	692.52752	875.35294	983.08043	623.95531	626.13497	972.58464	1128.26484	1112.36101	440.62514	525.62763	732.32763	921.13629	944.99015	944.86495	877.85425	734.45831	392.34159	632.94695	816.60378	757.21657	1222.69468	887.78221	960.53493	896.09069	366.86816	541.06065	720.24612	1767.52254	559.48955	683.86985	306.35514	420.74308	465.64051	869.69555	750.31185	489.078	1020.59714	168.9339	208.58095	1128.093	839.0959	833.73164	489.23382	589.04296	578.32255	245.25819	805.93598	1073.77893	1319.52544	839.5727	1085.01265	205.64054	59.38142	182.3024	781.73918	743.22739	596.40999	1197.14712	787.31373	896.77462	823.11179	1064.40745	558.04963	219.07937	253.6877	752.49427	879.01521	251.24824	321.08507	618.70621	475.49227	471.30441	1299.3327	1427.28227	1275.19618	2344.00909	1677.08333	272.62864	311.69398	864.75121	525.40614	470.76936	825.69083	691.83035	750.59098	249.80557	318.03044	930.00381	453.79939	825.55612	373.77726	585.20461	1273.78971	276.99681	342.36116	428.10232	636.34449	321.74209	288.95524	143.74503	699.14239	926.82682	1939.34621	964.23263	2242.52117	422.11033	446.85291	564.17034	512.5593	652.06025	740.52082	824.34351	1405.26954	569.40565	1142.14221	327.65459	580.43492	1409.02579	384.51724	252.3309
ko:K00025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34744	9.29526	0.36062	8.15488	NA	NA	2.95967	0.84105	NA	NA	NA
ko:K00026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.03444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53204	13.09793	NA	2.19896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.4732	1.84907	3.61644	NA	NA	3.86245	0.84105	NA	NA	NA
ko:K00027	3109.31637	2903.04872	4546.24658	1932.49267	2645.27862	2446.9334	2312.76423	2288.95295	2580.91594	2998.8605	2404.51679	5220.41171	2289.75226	2163.52848	3183.99925	3244.56159	2608.66881	2734.04	2691.81827	1875.79078	2684.37443	2417.67903	2832.50032	1825.3832	3213.25515	2643.41226	1642.71145	2640.2363	1170.52151	3527.32932	1875.54906	2714.46728	1583.7659	3153.93653	3430.2543	3834.28278	3063.58699	3523.74941	2696.30289	3805.74016	3026.0363	2723.99597	3547.18486	2968.36583	2113.40359	2693.74174	2511.13684	4018.25715	3275.8119	2925.27539	2449.94986	3656.38252	3364.99102	2622.71436	2758.90792	2452.76532	2404.6977	1741.22578	2242.68985	2878.30504	2137.74547	2285.85898	2043.0792	2925.45914	2157.25595	3833.78918	2272.49274	2863.93463	2434.05417	2133.70991	3034.22607	3297.88385	2894.05149	3122.25721	1990.8519	3448.70291	3087.48796	3876.75165	2123.81352	2546.28897	2467.93698	3326.5068	3208.36091	2642.88399	2831.17465	2431.61601	2303.9916	1990.13674	1334.68793	3396.06494	3221.50435	3171.14607	2233.64981	3692.23394	1857.68199	3760.29708	2331.99362	2364.07009	2299.54908	2441.66123	3072.99397	3161.76782	3967.26637	3110.94937	2877.79069	2092.36739	2015.5677	3235.08641	2766.37145	1956.86797	2346.02021	1617.54597	2129.62428	2229.99248	2450.12967	3796.15634	2709.48233	2599.17035	3090.04957	2626.71633	2352.18455	2722.7424	1470.37038	3617.28281	3587.05377	2910.79219	2506.96328	1883.85078	3478.72336	2155.62751	2729.2464	2383.68689	2673.542	1965.27604	2894.62831	3244.96534	3460.72692	2334.57514	1920.66237	2337.86914	2478.14627	1961.50447	2956.67977	2776.68643	2883.78914	2525.24916	2841.90306	3042.41957	5086.45323	2748.0777	2108.15043	1866.17816	2950.59514	2596.75822	3516.53138	2317.46474
ko:K00029	954.05015	879.10423	1080.3228	204.59246	327.05935	500.00732	299.65541	140.89906	258.06112	247.69018	261.67799	748.39105	375.83722	347.8476	584.39574	736.00595	539.65281	715.48037	453.6191	96.75508	204.25478	188.41031	589.80044	246.66505	517.24459	505.20757	544.60664	317.76357	49.44786	246.9331	515.50924	590.8664	248.34508	557.91956	751.97312	1901.54951	626.40908	913.31102	837.62375	284.09517	286.87295	377.97157	329.19869	709.67969	359.3451	357.78864	539.40089	439.32477	478.55032	585.27653	207.31634	615.21218	330.82753	142.65478	791.10629	437.66517	867.88198	400.31031	421.25374	545.78352	242.69129	328.46367	413.81094	1002.91004	217.72729	393.90688	285.50279	149.40385	163.65261	267.74198	263.99619	260.67501	417.74056	391.88754	186.66876	804.11151	729.17267	706.6888	445.76105	441.8557	404.83796	186.74782	620.98471	449.44915	592.22899	275.81321	502.45039	156.97465	43.36051	66.35127	542.08954	490.27459	325.95633	819.32781	243.3741	643.09175	347.6785	433.179	287.89261	81.54389	85.73548	394.35819	890.26684	204.84739	357.70219	404.07082	280.31557	250.10499	542.36095	183.94223	279.41685	154.17485	436.68368	157.98966	143.99883	779.6097	251.58321	197.32667	429.45238	408.76726	248.66088	132.901	146.95444	496.93401	259.35558	614.08952	375.95484	355.45824	744.86887	99.29186	131.73437	130.87727	350.71372	223.88581	256.57706	202.84999	650.84968	145.21135	104.0576	99.9649	100.35424	209.47359	311.17666	277.73944	239.554	478.60298	522.41196	525.34177	974.36913	349.58527	448.88853	201.47328	417.03019	551.78081	408.93812	312.35296
ko:K00030	548.92228	527.14546	837.57641	524.1462	693.49158	682.59925	457.50374	685.46806	1044.83317	634.27579	844.76643	856.30199	400.43222	292.00948	407.57475	563.17113	385.25994	429.58403	658.65164	226.88375	394.0296	409.03095	360.63168	351.9466	630.01138	530.32648	221.18628	296.11102	89.60004	612.65229	163.2365	389.20342	331.90249	553.56561	595.27518	757.40176	669.02951	882.68644	719.56369	1390.65839	753.02644	866.09728	1039.47218	448.08436	271.91818	377.70578	424.35052	468.44938	231.10007	349.05585	201.56837	479.75105	428.7374	653.19246	530.23641	543.30149	516.17593	476.54394	491.17874	397.44077	293.84639	241.79856	247.16779	299.41046	648.08142	422.63607	404.80467	801.5111	901.13083	705.56814	817.09986	980.88752	628.51919	662.26702	447.56962	391.56394	312.50748	348.10493	276.80464	414.91983	367.09219	461.5139	458.57115	821.36299	1015.92854	1047.83442	871.87345	392.80986	146.49081	799.72734	424.8757	397.299	338.00279	470.66485	328.99735	324.95223	460.19539	344.88054	456.29414	402.45043	627.86089	450.83587	1063.73069	762.23432	722.7139	254.85028	277.16956	460.02643	526.84643	521.06689	623.36085	702.33362	569.60053	465.20582	574.68087	887.85576	682.37724	872.03152	1033.25565	536.43222	752.23163	557.46191	289.62359	219.56459	650.76301	368.05941	374.38017	385.20959	949.09455	649.86344	826.57802	820.19264	594.02454	266.20738	484.62598	528.77688	412.2566	988.29009	555.64809	875.5094	743.16318	304.38378	366.14138	384.03915	618.77449	518.74296	493.20597	571.52628	866.9015	915.00376	676.85164	484.51229	820.05568	727.3213	941.3529	306.67048
