Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Filename,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR13759361,WGS,300,5677036800,PRJNA703757,SAMN18023266,Metagenome or environmental,1885243822,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145935,RS034V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS034V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:13:00Z,1,RS034V5,SRP307400
SRR13759362,WGS,300,6999596100,PRJNA703757,SAMN18023265,Metagenome or environmental,2311410190,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145934,RS034V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS034V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:12:00Z,1,RS034V1,SRP307400
SRR13759363,WGS,300,6779004300,PRJNA703757,SAMN18023264,Metagenome or environmental,2267922978,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145933,RS027V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS027V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS027V5,SRP307400
SRR13759364,WGS,300,7154639400,PRJNA703757,SAMN18023263,Metagenome or environmental,2413177825,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145932,RS027V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS027V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,RS027V1,SRP307400
SRR13759365,WGS,300,6003104700,PRJNA703757,SAMN18023262,Metagenome or environmental,2002921225,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145931,RS026V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS026V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS026V5,SRP307400
SRR13759366,WGS,300,6830924400,PRJNA703757,SAMN18023261,Metagenome or environmental,2246025526,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145930,RS026V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS026V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS026V1,SRP307400
SRR13759367,WGS,300,4373257200,PRJNA703757,SAMN18023260,Metagenome or environmental,1409584169,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145929,RS025V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS025V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:01:00Z,1,RS025V5,SRP307400
SRR13759368,WGS,300,5998295700,PRJNA703757,SAMN18023259,Metagenome or environmental,1920311232,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145928,RS025V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS025V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,RS025V1,SRP307400
SRR13759369,WGS,300,6541138500,PRJNA703757,SAMN18023258,Metagenome or environmental,2253939368,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145927,RS023V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS023V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:05:00Z,1,RS023V5,SRP307400
SRR13759370,WGS,300,6333998700,PRJNA703757,SAMN18023257,Metagenome or environmental,2093342870,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145926,RS023V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS023V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,RS023V1,SRP307400
SRR13759371,WGS,300,5247056100,PRJNA703757,SAMN18023158,Metagenome or environmental,1670761111,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145925,CS035V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS035V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,CS035V5,SRP307400
SRR13759372,WGS,300,5080472100,PRJNA703757,SAMN18023256,Metagenome or environmental,1720269141,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145924,RS018V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS018V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:06:00Z,1,RS018V5,SRP307400
SRR13759373,WGS,300,6253640100,PRJNA703757,SAMN18023255,Metagenome or environmental,2079728508,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145923,RS018V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS018V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS018V1,SRP307400
SRR13759374,WGS,300,5425792800,PRJNA703757,SAMN18023254,Metagenome or environmental,1784359728,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145922,RS012V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS012V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:09:00Z,1,RS012V5,SRP307400
SRR13759375,WGS,300,7068666000,PRJNA703757,SAMN18023253,Metagenome or environmental,2343274916,HANS KNOLL INSTITUTE,2017,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX10145921,RS012V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS012V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:16:00Z,1,RS012V1,SRP307400
SRR13759376,WGS,300,6604641000,PRJNA703757,SAMN18023252,Metagenome or environmental,2142454782,HANS KNOLL INSTITUTE,2017,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145920,RS011V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS011V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:14:00Z,1,RS011V5,SRP307400
SRR13759377,WGS,300,5842451700,PRJNA703757,SAMN18023251,Metagenome or environmental,1902776383,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145919,RS011V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS011V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:12:00Z,1,RS011V1,SRP307400
SRR13759378,WGS,300,5748354300,PRJNA703757,SAMN18023250,Metagenome or environmental,1918219451,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145918,RS010V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS010V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:02:00Z,1,RS010V5,SRP307400
SRR13759379,WGS,300,6596501700,PRJNA703757,SAMN18023249,Metagenome or environmental,2170302563,HANS KNOLL INSTITUTE,2017,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145917,RS010V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS010V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:04:00Z,1,RS010V1,SRP307400
SRR13759380,WGS,300,6488162400,PRJNA703757,SAMN18023248,Metagenome or environmental,2166477747,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX10145916,RS003V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS003V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:11:00Z,1,RS003V5,SRP307400
SRR13759381,WGS,300,6464040000,PRJNA703757,SAMN18023247,Metagenome or environmental,2137587949,HANS KNOLL INSTITUTE,2017,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX10145915,RS003V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,RS003V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:28:00Z,1,RS003V1,SRP307400
SRR13759382,WGS,300,5531843400,PRJNA703757,SAMN18023157,Metagenome or environmental,1778480428,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX10145914,CS035V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS035V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,CS035V1,SRP307400
SRR13759383,WGS,300,5515248300,PRJNA703757,SAMN18023148,Metagenome or environmental,1762236377,HANS KNOLL INSTITUTE,2017,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX10145913,CS008V5,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS008V5,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:07:00Z,1,CS008V5,SRP307400
SRR13759384,WGS,300,6160205100,PRJNA703757,SAMN18023147,Metagenome or environmental,1957651802,HANS KNOLL INSTITUTE,2017,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX10145912,CS008V1,China,Asia,China: Shanghai,Homo sapiens,Illumina NovaSeq 6000,feces,31.1883 N 121.4368 E,CS008V1,PAIRED,cDNA,METAGENOMIC,gut metagenome,ILLUMINA,2021-12-31T00:00:00Z,2021-02-22T04:10:00Z,1,CS008V1,SRP307400
