Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,samp_collect_device,samp_mat_process,Sample Name,sample_type,source_material_id,SRA Study,timepoint,treatment
SRR10204320,AMPLICON,602,26174960,PRJNA564636,SAMN12718887,Metagenome or environmental,15715700,UNIVERSITY OF ALBERTA,2016-01-26,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924229,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F012BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F012BL,feces,1F012BL,SRP223742,Baseline,MCC (Control)
SRR10204321,AMPLICON,602,40609114,PRJNA564636,SAMN12718923,Metagenome or environmental,23301473,UNIVERSITY OF ALBERTA,2016-08-06,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924228,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F038W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F038W6,feces,1F038W6,SRP223742,Week6,MCC (Control)
SRR10204322,AMPLICON,602,32890872,PRJNA564636,SAMN12718907,Metagenome or environmental,18916858,UNIVERSITY OF ALBERTA,2016-06-28,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924227,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F038W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F038W1,feces,1F038W1,SRP223742,Week1,MCC (Control)
SRR10204323,AMPLICON,602,29898330,PRJNA564636,SAMN12718891,Metagenome or environmental,18524347,UNIVERSITY OF ALBERTA,2016-06-21,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924226,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F038BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F038BL,feces,1F038BL,SRP223742,Baseline,MCC (Control)
SRR10204324,AMPLICON,602,23254658,PRJNA564636,SAMN12718877,Metagenome or environmental,14691220,UNIVERSITY OF ALBERTA,2016-07-19,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924225,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F033W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F033W6,feces,4F033W6,SRP223742,Week6,Arabinoxylan
SRR10204325,AMPLICON,602,35318136,PRJNA564636,SAMN12718862,Metagenome or environmental,20644214,UNIVERSITY OF ALBERTA,2016-06-14,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX6924224,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F033W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F033W1,feces,4F033W1,SRP223742,Week1,Arabinoxylan
SRR10204326,AMPLICON,602,30710428,PRJNA564636,SAMN12718847,Metagenome or environmental,18551497,UNIVERSITY OF ALBERTA,2016-06-07,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924223,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F033BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F033BL,feces,4F033BL,SRP223742,Baseline,Arabinoxylan
SRR10204327,AMPLICON,602,25061862,PRJNA564636,SAMN12718922,Metagenome or environmental,15616514,UNIVERSITY OF ALBERTA,2016-07-13,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924222,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F030W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F030W6,feces,1F030W6,SRP223742,Week6,MCC (Control)
SRR10204328,AMPLICON,602,33391134,PRJNA564636,SAMN12718906,Metagenome or environmental,19263038,UNIVERSITY OF ALBERTA,2016-06-08,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924221,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F030W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F030W1,feces,1F030W1,SRP223742,Week1,MCC (Control)
SRR10204329,AMPLICON,602,37313164,PRJNA564636,SAMN12718890,Metagenome or environmental,21450538,UNIVERSITY OF ALBERTA,2016-06-01,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924220,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F030BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F030BL,feces,1F030BL,SRP223742,Baseline,MCC (Control)
SRR10204330,AMPLICON,602,34667976,PRJNA564636,SAMN12718876,Metagenome or environmental,20240556,UNIVERSITY OF ALBERTA,2016-07-19,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924219,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F029W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F029W6,feces,4F029W6,SRP223742,Week6,Arabinoxylan
SRR10204331,AMPLICON,602,18537386,PRJNA564636,SAMN12718874,Metagenome or environmental,11900385,UNIVERSITY OF ALBERTA,2016-03-09,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924218,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F011W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F011W6,feces,4F011W6,SRP223742,Week6,Arabinoxylan
SRR10204332,AMPLICON,602,26176164,PRJNA564636,SAMN12718861,Metagenome or environmental,15906564,UNIVERSITY OF ALBERTA,2016-06-10,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924217,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F029W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F029W1,feces,4F029W1,SRP223742,Week1,Arabinoxylan
SRR10204333,AMPLICON,602,26049142,PRJNA564636,SAMN12718846,Metagenome or environmental,15761743,UNIVERSITY OF ALBERTA,2016-06-02,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX6924216,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F029BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F029BL,feces,4F029BL,SRP223742,Baseline,Arabinoxylan
SRR10204334,AMPLICON,602,36144682,PRJNA564636,SAMN12718921,Metagenome or environmental,20005473,UNIVERSITY OF ALBERTA,2016-06-28,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924215,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F026W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F026W6,feces,1F026W6,SRP223742,Week6,MCC (Control)
SRR10204335,AMPLICON,602,36374044,PRJNA564636,SAMN12718905,Metagenome or environmental,20414794,UNIVERSITY OF ALBERTA,2016-05-27,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924214,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F026W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F026W1,feces,1F026W1,SRP223742,Week1,MCC (Control)
SRR10204336,AMPLICON,602,24464678,PRJNA564636,SAMN12718889,Metagenome or environmental,14870069,UNIVERSITY OF ALBERTA,2016-05-20,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924213,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,1F026BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,1F026BL,feces,1F026BL,SRP223742,Baseline,MCC (Control)
SRR10204337,AMPLICON,602,27538490,PRJNA564636,SAMN12718875,Metagenome or environmental,15992169,UNIVERSITY OF ALBERTA,2016-05-25,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924212,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F023W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F023W6,feces,4F023W6,SRP223742,Week6,Arabinoxylan
SRR10204338,AMPLICON,602,49421792,PRJNA564636,SAMN12718860,Metagenome or environmental,27784397,UNIVERSITY OF ALBERTA,2016-04-21,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924211,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F023W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F023W1,feces,4F023W1,SRP223742,Week1,Arabinoxylan
SRR10204339,AMPLICON,602,31106544,PRJNA564636,SAMN12718845,Metagenome or environmental,18567064,UNIVERSITY OF ALBERTA,2016-04-12,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX6924210,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F023BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F023BL,feces,4F023BL,SRP223742,Baseline,Arabinoxylan
SRR10204340,AMPLICON,602,42858788,PRJNA564636,SAMN12718871,Metagenome or environmental,24105342,UNIVERSITY OF ALBERTA,2015-11-05,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924209,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F001W6,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F001W6,feces,4F001W6,SRP223742,Week6,Arabinoxylan
SRR10204341,AMPLICON,602,40570586,PRJNA564636,SAMN12718856,Metagenome or environmental,23020514,UNIVERSITY OF ALBERTA,2015-10-01,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX6924208,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F001W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F001W1,feces,4F001W1,SRP223742,Week1,Arabinoxylan
SRR10204342,AMPLICON,602,36206688,PRJNA564636,SAMN12718859,Metagenome or environmental,20195524,UNIVERSITY OF ALBERTA,2016-02-02,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX6924207,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F011W1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F011W1,feces,4F011W1,SRP223742,Week1,Arabinoxylan
SRR10204343,AMPLICON,602,27389796,PRJNA564636,SAMN12718844,Metagenome or environmental,16085213,UNIVERSITY OF ALBERTA,2016-01-26,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX6924206,Canada,North America,Canada: Edmonton,Homo sapiens,Illumina MiSeq,feces,53.55 N 113.49 W,4F011BL,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2020-06-17T00:00:00Z,2019-09-30T13:44:00Z,1,Fisherbrand Commode Specimen Collection System,Genomic DNA isolated using Qiagen Stool Kit followed by Illumina MiSeq amplicon sequencing,4F011BL,feces,4F011BL,SRP223742,Baseline,Arabinoxylan
