feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
PL10_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.35542	8.87145	23.23692	19.92451	48.12207	10.16309	14.96437	89.05288	46.84055	23.61655	34.29629	50.19105	21.57483	10.20868	54.69992	31.52665	17.04675	91.23634	73.51534	4.96505	22.05888	16.12678	20.85107	14.15746	44.36968	173.33742	25.70176	13.0369	15.16431	13.83522	23.31113	26.18653	14.08549	67.94014	26.88791	119.08579	30.81324	11.35036	20.07639	14.58696	6.59372	46.14927	18.54159	31.88803	16.3342	22.46793	14.44633	12.46487	16.14388	7.30499	35.38254	21.32303	91.33069	9.02908	28.81165	7.11976	35.34838	9.85456
PL10_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.65161	2.24951	8.00293	2.13883	17.0216	3.85869	3.07051	10.42346	22.03207	5.45858	14.28333	24.68398	13.00108	4.7067	20.69675	NA	8.52873	9.91631	28.3935	1.05928	1.63779	4.69858	6.59785	2.1807	NA	38.0624	12.04338	6.70637	9.52247	1.88953	2.38031	6.39732	3.27316	6.85686	NA	22.75763	17.73088	9.66689	14.99925	6.02245	3.74174	7.67094	2.07407	8.34086	5.99815	11.39599	1.11188	3.50423	NA	3.13132	4.01768	8.14721	27.79816	4.86708	11.6528	1.23064	18.79642	0.13816
PL11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	136.67043	55.34705	53.81512	51.9934	113.21593	28.2515	48.01032	52.67378	140.26743	45.27732	102.43908	111.32368	69.92045	26.10651	129.36953	27.99085	59.25627	57.04573	165.92453	33.97032	34.06845	25.97469	64.39365	21.55594	32.35541	80.96948	74.15886	41.23086	62.37969	34.50888	19.78249	39.00127	45.34445	52.44437	30.81342	37.71285	76.7295	57.4684	66.05558	37.37032	44.27923	72.96376	50.97685	86.02294	52.12344	83.28503	60.47799	31.30046	49.82645	51.27209	68.12877	52.51627	187.56368	33.4413	60.824	21.6997	57.64458	30.31384
PL11_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	88.68443	29.29122	19.92397	39.75849	69.29348	20.69974	28.83586	53.14754	105.75484	26.89791	54.82148	39.03185	23.90077	21.33631	69.94159	49.23137	37.8343	29.73048	123.73132	22.80742	11.25995	33.70271	37.21731	18.98623	25.1484	59.48742	37.98359	28.49895	50.89994	16.52597	10.43568	32.53957	33.09568	48.09354	19.31826	23.99792	77.46877	44.47471	31.78685	19.74058	26.66762	39.10543	36.48565	32.40093	30.65606	56.39313	28.96255	31.90966	49.36708	34.00934	39.35236	36.27863	79.06288	16.76676	61.76906	13.40184	26.15669	28.94882
PL11_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15312	NA	NA	NA	NA	NA	NA	NA
PL12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62435	3.31084	7.52153	8.14399	2.14248	10.10021	1.7775	2.71317	65.17648	12.65243	6.25782	2.56828	8.49524	5.17218	4.88352	6.81369	3.73112	0.54985	54.2864	7.74185	5.84913	1.42655	2.56864	0.97804	25.19985	11.61907	0.77435	3.8665	5.36187	21.36035	4.08417	NA	4.9832	2.23029	13.56039	6.86072	NA	3.98221	NA	28.54784	2.4193	3.59706	2.5695	0.99017	NA	2.23166	4.53373	1.85166	NA	3.59554	3.40352	3.47656	3.58556	0.20573	NA	2.29668	0.5698	1.18081
PL12_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.36739	NA	83.53438	2.47363	0.2205	2.2997	3.73849	0.71523	1.30036	NA	1.90602	3.10839	149.96833	NA	2.87083	2.98687	1.17279	3.16072	4.28526	NA	4.36642	3.9881	0.94183	0.50332	0.80791	3.77981	2.17458	0.67978	2.82714	10.37554	2.68933	8.97099	1.09054	0.82272	2.04214	0.56412	1.49151	0.39584	3.82539	4.9933	5.01928	NA	0.72361	8.62081	1.8499	0.70758	0.82144	1.42418	NA	1.7187	0.3611	0.31209	3.47226	0.8501	4.20547	1.70118	15.01584	2.08118
PL12_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.49242	2.87404	18.19656	14.90574	34.04582	14.33429	6.99251	167.02169	46.58372	22.64083	13.62879	13.33524	8.8862	8.32824	48.21071	11.03615	7.53005	180.0096	38.8132	9.74723	1.24642	3.3761	11.78829	2.82413	85.01434	16.28305	12.51871	1.96499	6.61151	11.09899	1.10708	2.71193	7.49879	6.37532	67.90216	9.72412	6.00896	3.10157	5.8436	18.72545	4.02819	47.1339	10.8096	27.50259	5.98147	14.67252	48.4632	7.71435	23.98361	3.307	55.84958	11.47849	78.29452	3.9621	13.21444	11.3446	6.10152	22.77738
PL12_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56532	1.36313	11.51002	0.63364	NA	2.76272	NA	NA	NA	NA	NA	18.40637	7.81136	NA	0.65949	31.7409	0.22354	NA	NA	NA	NA	NA	NA	0.2535	NA	NA	4.52155	5.13284	NA	0.30338	NA	NA	0.75714	2.36314	NA	NA	2.97202	3.12712	NA	NA	0.22519	NA	NA	NA	1.03733	3.02856	NA	NA	NA	0.48589	NA	NA	NA	1.22053	4.3337	NA	NA	NA
PL13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3639	2.13159	24.24387	9.32304	16.66519	5.08175	2.40023	39.6129	46.89555	10.79864	5.49834	7.91713	13.25255	4.55751	21.84429	3.91865	3.41753	44.6333	49.30122	8.21101	1.9113	2.57598	6.3173	1.45531	63.90629	12.69495	8.55907	1.75685	NA	9.48603	0.52502	2.00093	4.86038	7.53071	37.37214	5.86122	5.47052	0.98776	1.09903	12.04561	2.07687	31.47712	7.25794	11.53459	3.92053	5.51296	5.19524	2.85855	17.73468	1.82066	43.50586	5.46409	24.96651	3.281	10.73157	3.1351	3.99557	17.91866
PL15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.7899	6.64651	NA	4.95437	11.72937	4.20735	0.42305	71.61055	0.21549	35.87453	11.78522	1.05851	NA	1.89535	25.7986	6.38037	4.58145	80.89431	NA	82.40819	4.26257	0.97617	5.82816	1.13408	95.6567	3.50244	1.49378	3.31883	NA	3.08085	2.00677	3.29101	7.41355	8.1238	71.82621	1.28952	6.30495	3.30247	0.76244	7.95616	1.6323	3.45309	2.63129	1.27403	2.38438	7.53952	62.96646	1.09762	NA	2.43289	2.9435	1.25033	1.91406	0.95422	12.07775	9.06944	0.63899	NA
PL15_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56951	0.45774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PL15_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43.77705	5.71546	20.39373	12.22195	15.04942	3.9384	3.50533	38.99049	55.23675	13.36553	16.19861	5.71999	7.87339	4.90299	25.29219	8.39188	8.91498	53.13241	38.37743	6.25603	0.52619	1.55181	8.40459	1.85028	61.45924	9.90923	12.26246	3.04294	2.49234	10.6917	2.705	1.30602	11.41011	8.24969	48.57438	9.793	6.31554	2.88041	1.55771	16.11722	3.05825	38.64665	9.00802	10.74972	7.58269	8.08259	42.2242	3.46391	23.60469	3.94379	45.53439	7.52517	19.27248	4.26082	16.40801	6.31077	3.23698	16.42657
PL17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.04995	14.20069	NA	2.84542	21.69161	NA	1.98149	2.98429	30.97714	18.13032	11.79104	4.31266	NA	NA	12.29385	NA	1.39242	0.36228	10.02437	21.03482	NA	12.89587	12.19481	1.40861	42.35837	5.04328	4.04929	1.2997	NA	1.4739	NA	15.42571	14.7618	2.04092	34.36827	5.02694	NA	0.93488	1.26501	2.97055	0.27842	23.43813	4.24885	3.14027	2.9622	1.17635	3.18712	1.35628	1.09579	NA	7.8786	2.05858	5.97742	5.22885	4.46502	11.3084	2.03315	1.33421
PL17_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.29571	NA	0.55291	NA	0.23238	0.63806	1.43794	NA	0.25196	NA	1.1384	NA	NA	NA	NA	1.46726	1.91209	NA	0.34012	NA	0.84009	1.03151	1.29412	NA	1.95776	NA	NA	NA	NA	1.88975	2.7481	NA	0.51632	NA	NA	NA	NA	NA	NA	1.06518	NA	2.60095	NA	0.56695	NA	NA	NA	0.86072	0.92013	NA	NA	0.28589	0.47474	NA	NA	NA	NA	NA
PL17_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.34212	NA	NA	0.79792	5.72036	0.38402	0.4685	1.44054	1.86076	4.31804	4.90763	0.2413	NA	NA	4.00191	NA	1.72619	2.04023	0.74185	0.96884	1.91599	0.25206	2.95847	0.95766	21.74464	5.60617	1.97884	0.91768	NA	5.03455	2.91493	2.95523	1.87883	3.06369	19.56463	1.02552	NA	0.60715	1.23298	2.15761	2.76324	NA	2.2769	0.27921	0.26518	3.7211	8.81486	0.28043	NA	1.77922	1.6049	0.56318	NA	0.87243	0.79556	1.0295	0.82832	0.3854
PL1_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	237.46629	25.33246	62.52299	82.79657	140.0845	44.39273	31.11154	163.99937	122.63492	51.40334	110.91297	87.80237	32.10118	48.26615	179.65613	184.59652	250.58794	164.78604	131.01081	16.9998	82.62511	54.81462	68.11873	60.38867	122.96001	354.86857	67.02705	580.82939	56.57054	58.81519	117.34811	71.36131	63.32175	264.09146	100.23792	257.11546	213.1532	343.04947	67.56557	48.25348	47.88999	117.93648	64.43792	128.19305	52.60564	277.4723	75.49423	32.25432	68.36715	34.52082	130.79129	70.09103	225.53793	45.51903	246.90382	34.86955	84.827	56.31428
PL1_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PL1_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.31306	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PL1_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61645	NA	NA	0.22559	0.44587	NA	NA	NA	NA	NA	2.58275	0.67211	NA	NA	1.19557	NA	NA	NA	NA	NA	0.76238	0.70207	NA	NA	7.16222	2.01977	0.38109	NA	NA	0.43204	1.49635	1.76485	2.46932	2.4305	2.51648	0.20084	NA	NA	NA	NA	NA	1.11108	NA	NA	0.18465	NA	3.87065	NA	NA	NA	0.22806	NA	NA	4.10066	NA	0.95104	NA	NA
PL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13092	0.22049	NA	NA	NA	0.77051	0.12281	NA	NA	NA	0.13599	0.22135	NA	NA	NA	0.35586	NA	NA	NA	NA	0.20195	NA	NA	1.28525	NA	NA	NA	NA	NA	NA	NA	0.50704	NA	1.85902	0.51605	NA	NA	NA	NA	NA	NA	NA	NA	0.23203	NA	NA	NA	0.41999	NA	NA	NA	NA	NA	NA	0.2386	0.15585	NA
PL21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.44662	NA	NA	NA	NA	NA	7.06514	NA	NA	NA	NA	NA	NA	NA	NA	0.67638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6133	NA	NA	NA	2.42391	4.14771	NA	NA	NA	0.61395	NA	0.47555	NA	2.68789	4.09832	NA
PL21_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1448	15.32995	0.61902	NA	84.35734	NA	3.77784	NA	NA	NA	3.68562	22.75726	NA	0.46375	97.77885	NA	3.84643	NA	1.00072	1.26515	NA	71.69928	0.63976	5.43201	NA	NA	4.31069	NA	1.43747	6.05713	3.19788	53.2915	NA	NA	NA	NA	5.55378	1.37131	0.63083	2.93765	12.74797	4.21123	0.47289	0.73562	5.01015	NA	0.98628	NA	3.91281	29.12699	2.59776	2.93225	2.71116	8.0112	NA
PL22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.61125	24.17985	30.19612	31.77907	70.03739	45.40572	48.20426	46.27281	73.68234	81.80526	74.71272	83.7787	57.64486	21.55372	74.13271	24.00728	64.23677	38.95373	101.12866	22.59014	18.94412	20.02971	41.315	26.32618	38.01001	184.40331	49.15777	45.46173	47.18337	31.99423	15.34028	25.43457	18.32465	39.33791	29.58884	138.35217	33.38644	47.64107	36.21377	44.01794	34.93032	73.72024	37.38464	71.41161	32.05144	39.13805	39.03769	31.1606	19.67635	32.24026	75.94749	62.40573	158.8004	23.8519	50.99584	13.65679	52.69632	26.79761
PL22_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.53188	1.27059	1.75868	2.03947	3.80457	11.80291	0.65167	0.78927	5.81132	2.26517	2.12863	2.5597	1.0499	1.22028	0.48659	12.03369	1.86816	1.43508	2.74851	1.30013	0.80781	1.42702	2.06203	5.79833	9.67581	0.92468	7.05425	NA	5.12263	0.72909	0.58018	1.55428	NA	1.79593	12.08007	NA	6.68069	NA	4.66128	1.05212	1.65106	5.87135	0.18947	0.71978	NA	2.01168	3.29844	6.58799	NA	2.05451	7.49448	0.73753	0.3495	1.33647	0.15446	0.48297	1.71662
PL26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76.63074	15.59448	28.9843	26.65	59.23992	26.05711	23.43491	40.85369	65.06231	50.91787	53.58789	47.40852	47.032	12.30122	62.71741	15.98698	26.66377	39.74465	88.85772	35.76276	11.01501	12.06274	33.59045	16.44466	23.88244	51.90661	31.63743	23.37517	44.05717	12.17441	7.94535	13.81231	26.21768	41.81341	10.60915	30.89443	33.99298	33.9122	48.092	14.74663	9.44359	49.71237	22.9225	54.31797	26.00298	31.36995	13.87686	15.6207	15.15305	11.04575	46.20658	27.23449	95.12556	14.7302	29.81817	8.5362	36.42591	19.88868
PL27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.91577	27.89689	10.61506	10.49233	23.94205	14.45313	22.41804	10.52718	45.87179	22.03522	30.76197	11.89933	9.80435	11.30391	31.45153	9.38243	20.06245	2.79923	60.37949	12.36646	9.43294	8.58053	19.36085	16.06479	43.46732	32.16557	18.7567	12.59786	13.25153	9.41069	7.57248	7.20131	13.358	19.37813	29.71844	19.65737	11.14363	18.53442	9.30722	14.18861	9.23256	12.10675	11.19373	56.66894	17.00771	5.09997	4.90975	11.12298	21.86599	6.37463	10.36653	15.37951	53.12657	9.71091	4.21566	10.56394	16.27352	27.64092
PL29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.60569	2.75214	2.14067	7.33425	4.95574	5.77802	3.58314	5.11725	20.80802	11.45446	5.08525	2.74621	0.7637	2.17972	4.61827	4.40297	3.91076	6.44522	22.77119	19.92738	1.07075	1.01526	8.38111	9.95534	7.11584	9.1052	3.92396	2.64078	NA	9.03721	1.87588	4.7549	4.71244	6.40868	5.30697	5.73668	5.29569	2.91359	1.09165	3.8015	1.82702	5.03637	4.26114	16.3474	2.42794	4.4685	5.14396	6.03884	6.49486	1.94229	8.75419	6.47138	19.02939	2.80277	3.9998	1.51241	8.81271	6.16884
PL30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.92501	3.73422	16.6532	8.24012	17.46653	5.95569	4.59876	50.6509	45.84578	31.61339	6.10334	4.05492	11.79541	3.34575	19.14462	2.8647	5.45679	81.17888	50.03099	28.9524	11.67612	2.12147	8.09877	2.25671	32.44222	16.31025	13.69505	3.13435	12.72646	27.88026	1.95969	5.40452	4.15562	3.11156	23.76689	12.86789	10.55566	4.97454	3.81848	27.00705	0.8031	1.04312	8.84701	20.67683	12.586	13.18103	0.8709	6.85596	9.44934	0.61713	0.33602	6.42577	31.80618	9.69442	18.02595	2.68253	12.87481	6.31825
PL31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.13069	0.19219	NA	0.80773	0.22061	0.33321	NA	1.05095	NA	NA	NA	NA	0.22009	0.31975	NA	1.32926	NA	0.94579	NA	1.75205	1.07516	0.45249	0.55211	4.42328	2.97355	4.86557	1.95805	NA	0.22064	2.67462	1.28757	2.17809	1.14187	0.73437	NA	NA	0.86365	1.25943	0.24741	1.63775	1.361	2.09386	0.19859	2.64047	2.20259	NA	0.99196	1.92346	0.35337	0.23297	1.59367	4.80382	NA	2.27629	NA	NA	1.99262
