feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587751	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587761	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
ko:K10122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.52878	78.99425	28.40701	14.82348	31.7928	25.00776	30.20369	20.22197	75.85478	12.81245	16.50777	18.10473	56.81681	25.36781	20.38122	4.05302	24.45864	5.46025	52.87636	25.83958	138.33046	21.26691	16.97345	24.43861	39.99935	37.7953	29.04725	13.14983	3.8951	34.50167	43.86646	8.42594	25.14087	12.26838	29.50393	25.32656	21.07139	18.28454	18.13367	19.32743	44.10803	10.31733	14.10389	25.90723	21.87374	18.27575	3.81723	29.09851	13.01569	16.88599	6.91952	12.68054	31.43763	27.19347	17.28197	22.04501	37.85248	18.93293
ko:K10124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.05158	14.20755	24.00187	3.11364	NA	125.19349	NA	NA	NA	NA	NA	13.55408	23.93314	NA	NA	7.61792	1.12134	2.1159	NA	NA	NA	2.10261	2.9545	14.1481	NA	NA	2.26366	2.29391	0.60406	NA	NA	21.44692	15.39238	32.97902	3.91017	NA	0.27076	2.29824	7.29113	NA	0.58719	0.45977	0.89237	0.04883	3.29191	NA	29.85153	0.58272	35.29885	1.93396	NA	NA	NA	0.64378	NA	0.44208	8.65571	1.30088
ko:K10125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.50601	0.22526	10.14599	NA	1.80508	121.07246	0.48786	NA	0.22857	0.08668	0.34904	0.54823	17.09164	NA	1.38689	10.43601	1.75336	0.38382	3.89285	2.1229	0.14735	NA	1.45054	2.56405	NA	NA	1.5898	NA	0.42941	NA	1.98888	0.26825	3.65641	6.04651	0.08741	0.23383	5.5153	1.03728	9.01087	1.25181	6.26417	7.83051	0.64402	NA	0.21594	2.8648	NA	NA	15.13882	1.27121	0.55919	NA	0.76462	1.16168	2.91059	1.15721	2.89436	0.30949
ko:K10126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.6531	NA	NA	101.66228	NA	NA	NA	NA	NA	NA	9.0668	NA	NA	11.19259	NA	NA	NA	NA	1.04687	0.08243	NA	NA	NA	NA	2.3364	NA	NA	NA	NA	0.07892	NA	0.08127	2.10219	NA	0.52304	NA	1.00396	NA	NA	NA	NA	NA	1.52953	NA	NA	NA	7.25524	NA	NA	NA	NA	NA	NA	NA	5.65501	NA
ko:K10136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.50027	NA	NA	NA	NA	NA	6.6547	NA	NA	NA	NA	NA	NA	0.49027	NA	NA	0.26145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77115	NA	NA	NA	NA	1.91404	NA	NA	NA	1.71365	NA	NA	NA	NA	NA	NA	NA
ko:K10140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03963	0.89107	NA	NA	0.19044	NA	NA	NA	NA	NA	NA	0.16955	NA	NA	2.09427	NA	NA	NA	NA	1.64793	NA	NA	0.02016	NA	NA	0.43039	NA	NA	NA	1.3083	0.04051	NA	0.01788	NA	NA	NA	NA	NA	NA	0.06025	NA	NA	NA	1.34023	NA	3.15243	NA	NA	NA	NA	NA	NA	NA	NA	1.03166	NA	NA
ko:K10175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7234	2.84778	1.7282	23.99575	28.45221	0.84729	4.65097	0.19848	4.30874	1.49685	2.3795	0.8021	1.5546	27.16203	29.51407	0.23757	7.04016	1.14712	3.40625	8.87185	2.16153	0.58478	NA	NA	0.1636	7.46448	37.27643	12.6117	0.1833	1.0131	0.36454	NA	NA	NA	8.8108	1.7454	0.61265	23.06959	0.45671	2.08529	6.5911	0.73738	1.44762	0.57762	37.955	1.58653	NA	NA	NA	8.75067	0.97891	2.93593	3.95235	60.09788	0.22602	2.86858	2.18837	NA
ko:K10188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	152.92816	306.29468	97.83113	296.12982	418.47796	222.72901	240.31957	120.68347	387.9636	252.61758	172.78886	120.98362	138.67725	248.51252	347.35436	68.28748	277.02345	101.06571	200.13169	281.50862	150.04584	284.24788	259.7928	181.70759	165.32705	289.25386	284.98402	138.49293	25.30466	115.10849	331.67208	185.28329	158.04485	208.00249	239.87147	206.64583	212.4377	184.79483	209.51461	138.12369	327.63392	112.5943	164.03182	126.34337	282.81565	405.45448	58.12432	191.03398	112.60522	257.64451	124.13198	199.08106	296.99941	191.93145	206.64682	161.96044	91.94355	127.66374
ko:K10189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110.32632	285.37487	109.36968	243.80945	381.28422	154.92396	189.66706	102.92642	311.87239	215.29054	118.9675	117.97012	136.63216	216.38429	298.06917	71.75848	199.81684	145.32376	159.25034	229.09016	89.38128	246.42913	245.4199	227.44649	126.67885	170.99032	228.21022	130.35482	17.80454	138.63397	243.78035	162.67395	157.21835	229.5889	200.95476	160.48957	104.67857	179.89588	218.66948	149.62048	253.92652	86.0388	121.79759	138.71194	182.03414	224.44557	54.47265	107.83473	108.02365	257.20567	125.47704	249.00862	274.88523	173.76108	150.30171	144.77043	57.053	137.49916
ko:K10190	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100.81476	261.51214	82.13564	223.81488	350.82445	133.8691	162.05716	87.06811	376.67085	228.56718	117.50075	126.1837	133.16051	136.21089	259.87978	48.32993	261.86678	97.04923	223.42855	203.56462	172.26574	239.72835	201.28233	158.18385	124.67667	196.14948	219.7567	116.85556	27.92604	116.75659	272.91558	122.12914	142.41788	215.59799	167.17716	152.81795	144.24241	177.46974	142.89138	143.68753	232.14835	69.02423	117.65309	133.37224	173.0455	245.19097	43.65541	78.80759	78.97529	194.77656	113.47728	148.22929	231.00516	151.10464	140.46059	133.53169	35.06392	102.27292
ko:K10191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84612	6.29977	NA	0.07167	0.399	0.51544	0.70729	0.05124	0.4902	1.00173	NA	NA	2.33134	NA	0.21479	0.23082	0.31776	0.59288	NA	0.2066	0.22149	0.03888	0.41006	16.45352	0.46702	NA	0.18613	0.66717	NA	0.29719	0.69879	NA	0.70336	33.66345	1.01345	0.27896	NA	0.41426	0.68429	0.96268	0.28295	0.84436	0.20485	6.79811	1.53368	0.84176	29.99931	0.74025	0.31106	0.20256	0.71838	0.28611	0.19594	0.39268	NA	NA	0.20557	1.70668
ko:K10192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	254.75772	309.80334	159.2559	252.55409	221.36977	83.37731	328.68726	323.13525	248.1427	165.92933	234.75634	144.39503	102.46155	203.51378	178.26628	46.10828	389.95557	300.12452	271.24124	325.8956	96.15134	254.89716	406.76341	336.59534	471.45016	178.15102	249.02781	303.1689	20.81426	115.79301	119.45658	158.44339	310.06436	288.77833	267.32302	177.5935	134.60646	534.91907	156.79147	190.78355	264.74113	83.80314	265.20056	125.58917	316.81207	285.25894	82.872	196.8753	209.52912	318.81675	78.97115	197.34427	243.48109	478.70664	288.28754	97.11118	61.89806	171.78643
ko:K10193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	341.47506	367.73199	269.96723	309.53841	218.65353	98.41878	384.42054	381.70238	255.778	229.5284	316.4954	138.64896	216.33052	218.57054	208.02203	80.51013	372.14394	361.79813	241.49986	466.71328	101.18402	303.27039	375.47318	395.4821	254.5046	225.86321	326.49855	249.91725	18.452	127.54858	133.7638	252.60855	277.29516	368.22654	302.82665	236.648	136.94557	495.80506	165.58009	185.08821	362.88338	108.33154	197.91678	116.96294	452.35615	247.43775	139.96161	203.03214	277.12984	393.76225	79.36118	184.75426	260.55627	639.54834	346.62422	140.09331	97.14202	228.45644
ko:K10194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	353.0483	368.95123	194.28172	261.64004	141.97605	63.63326	407.5707	441.02559	281.21932	209.13781	320.18803	114.60208	186.40052	192.41166	119.84104	72.03666	352.12299	390.1123	296.78986	414.26514	92.9523	229.78528	327.08203	270.01628	233.53477	194.22922	284.10514	214.38893	6.96633	100.68356	114.99576	208.13475	235.52925	319.45387	275.07081	204.81938	150.21171	422.14792	138.88993	162.09877	340.08525	104.61645	159.48087	108.77038	394.28875	237.63752	84.05495	188.54277	226.41093	411.40029	74.81616	166.49866	227.53548	612.70888	337.43785	119.11732	57.73522	187.0423
ko:K10195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.14051	5.79097	NA	0.98693	0.91707	NA	1.14242	0.65829	0.43917	0.95565	NA	NA	NA	NA	NA	NA	NA	1.56136	NA	2.0805	NA	1.14026	0.43467	0.45526	NA	0.89354	1.79476	NA	NA	3.01818	NA	1.63762	0.97538	0.4497	0.04394	1.86738	NA	0.43912	0.4101	0.43744	0.60026	0.33563	0.65572	NA	0.3277	NA	NA	NA	NA	1.09383	0.33411	3.81368	1.24617	3.17132	NA	0.32271	0.25386	NA
ko:K10199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.23731	NA	0.19495	NA	2.71411	NA	1.58116	0.24398	NA	NA	NA	NA	NA	NA	0.55985	0.25143	1.24151	0.49621	0.92467	NA	0.25339	0.12176	NA	0.24389	NA	0.27617	NA	NA	1.11959	0.16849	NA	0.43342	0.68861	NA	NA	0.13298	0.123	0.18724	NA	0.42371	NA	0.19302	0.47394	1.31636	0.72151	NA	NA	NA	0.24307	NA	0.20335	0.23077	0.49908	NA	NA	NA	NA
ko:K10200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211.12576	298.34781	184.28354	173.42857	139.3392	91.57385	249.65672	368.05032	301.24384	260.99064	198.04036	102.04386	100.36597	107.02921	98.2846	61.7374	188.72358	342.97783	225.9969	347.68053	838.96993	265.84108	203.51338	296.7534	257.38389	147.45152	235.53741	133.62106	15.58159	77.98139	111.12436	168.97337	146.15901	266.12903	243.4803	150.94241	122.77935	326.22595	138.75288	132.23908	304.38657	68.81593	239.92701	149.4509	305.36136	344.37654	93.16741	192.47443	157.06769	321.56753	50.38089	287.47472	191.06777	463.40575	314.6896	137.15566	99.24725	145.02207
ko:K10201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	220.54661	212.00051	186.24977	148.04706	111.80602	93.31592	267.19476	288.32427	268.22473	227.62583	190.69415	65.93974	132.35325	101.07714	106.49948	35.78628	115.34952	270.47001	213.00964	366.8693	1073.57543	249.49458	165.96306	321.59035	199.14577	111.57694	266.97647	144.27819	10.97614	80.61286	129.55481	167.34319	154.42752	238.28041	228.42355	143.26481	111.12537	291.43707	136.69533	124.08279	333.94289	59.36066	180.30659	129.88388	276.29039	234.02094	88.28725	227.13937	170.82549	366.95244	39.01763	203.72234	179.99983	405.07687	283.00216	138.58479	230.77737	183.95487
ko:K10202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	288.28619	384.09208	239.10115	303.70233	187.22465	118.43567	269.06175	337.6865	448.73433	284.91815	273.10974	155.64335	168.36527	250.48377	123.13166	37.02012	211.98683	333.13393	365.718	385.74331	1068.77912	432.41908	261.90376	309.42005	312.77557	128.49192	303.63094	159.28624	19.34729	115.0351	142.19404	266.55028	242.00625	263.22254	282.09147	137.52356	165.08449	309.42147	155.82012	141.12739	358.10688	102.42956	289.59974	175.44738	343.13981	331.79558	95.81857	221.98578	207.26693	403.0876	80.92689	306.28007	294.83836	580.23518	409.92561	202.45724	194.29289	234.3093
ko:K10206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1324.62834	1615.65119	1050.85403	1373.40733	1677.47318	890.79258	1550.10922	1849.59456	1773.94406	1259.46423	1142.6329	1150.59091	825.15736	1182.50521	1642.31144	521.68694	1972.23523	1559.55462	1289.63342	2025.03522	1133.37781	1633.62568	1835.69595	1264.96319	1676.66073	1369.91905	1379.17847	2253.51205	113.38358	1000.81239	1489.12511	1071.84298	1592.15452	1596.10676	1387.90767	1328.06165	1335.57969	2311.4827	1000.56058	1133.65495	1950.58289	1175.41508	1401.99838	1125.21364	1552.83451	2294.44991	1126.99424	867.29237	858.98026	1717.53519	989.87264	1276.09964	1576.79513	1972.68212	2276.18612	926.02364	816.85228	965.47116
ko:K10209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25953	NA	NA	NA	NA	NA	NA	NA	0.53245	NA	NA	NA	NA	NA	NA	NA
ko:K10212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.4367	169.60625	89.53873	65.53534	56.11056	128.91072	106.54572	14.07664	13.72272	12.48939	24.25198	416.87218	72.1647	200.37685	51.47861	48.41343	43.7405	12.2073	7.74327	2.43433	226.2967	74.07996	101.19246	128.26722	72.99593	41.96842	44.62364	62.06722	20.57161	154.45656	165.28057	52.13552	85.99155	41.8579	113.74927	69.30411	13.53008	85.46954	205.20547	90.86849	66.35153	49.37857	47.74767	143.21336	53.312	12.24333	43.33073	133.15811	42.69639	79.49284	76.8896	64.53473	97.99723	68.55308	23.05129	119.99427	90.25269	159.77382
ko:K10213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.67324	27.11247	27.64582	14.46472	17.64071	115.52225	17.66778	NA	6.14385	5.27123	23.86308	23.53988	30.44649	20.55463	3.49147	13.58779	9.28956	7.59971	6.5268	19.94825	25.84429	21.45709	27.18799	56.29127	18.53871	8.96493	35.47117	14.30026	1.04428	58.69138	21.91664	32.57269	15.8468	13.14595	13.72814	18.1741	6.43595	10.57944	20.90754	36.89012	13.61089	16.21768	10.54691	30.71554	27.00154	12.54404	12.43682	19.12326	20.20961	30.17526	14.62963	9.62603	11.55797	47.11045	24.32648	20.69745	7.13016	6.92033
ko:K10216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14299	NA	1.64488	0.93703	1.17726	NA	NA	NA	NA	NA	7.06003	NA	57.58457	4.81014	NA	NA	NA	NA	1.93806	NA	NA	10.11961	19.36059	NA	NA	NA	NA	NA	0.93825	NA	0.40405	42.41248	0.23752	NA	1.2506	NA	NA	NA	1.72657	1.13495	1.19869	1.83501	NA	4.15388	1.50277	NA	NA	0.9803	NA	NA	NA	3.89429	NA	0.66083	NA	0.61093	2.3205
ko:K10217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41.42701	103.69013	32.40651	42.59468	139.68432	27.60886	12.67724	10.01027	10.47578	4.58302	88.42927	75.17166	24.7549	16.74949	128.30078	18.45089	13.71967	9.7712	4.1076	10.1018	18.83347	20.0656	24.07116	21.25312	121.89711	72.30294	77.61785	28.40287	4.19356	21.79861	32.01914	13.84808	82.49423	13.20919	40.73827	88.06316	13.31625	63.28276	22.62028	40.63964	75.98896	28.74209	24.58528	21.3691	56.86893	33.26614	61.7678	23.29248	2.89065	42.45669	11.72277	9.08161	60.70176	47.41902	23.37986	17.27363	19.49879	7.21731
ko:K10218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.51491	5.8386	14.38112	10.60277	26.36593	24.69667	20.47667	50.438	17.6112	14.7444	4.56071	27.57673	30.2937	22.803	33.92329	6.67184	27.76871	45.0257	4.38184	16.64256	28.73481	12.70658	13.81883	23.8985	8.3126	15.35282	4.61101	7.95181	4.24735	30.11246	11.50237	8.58602	10.18834	35.06623	14.17592	15.06081	22.38172	7.53736	54.01262	45.84492	10.53355	38.67324	19.65848	48.8547	6.18127	25.65427	6.4777	13.89374	10.79529	16.80861	57.66982	21.3637	22.34234	4.74597	50.18491	13.43314	17.15998	5.19026
ko:K10219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1827	NA	NA	0.91789	NA	0.38533	NA	NA
ko:K10220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.90669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12377	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.19536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.53317	NA	NA	NA	NA	NA	NA	NA	NA	0.4653	NA	NA	NA	NA	NA	NA
ko:K10222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.09763	1.98854	NA	4.04014	NA	35.80684	NA	2.21998	2.15984	NA	2.11141	1.29556	NA	NA	NA	NA	0.05758	1.31066	1.09359	NA	NA	5.35358	1.96502	NA	NA	2.21921	1.06958	NA	NA	NA	0.5381	7.26172	2.16903	NA	NA	1.09683	NA	NA	NA	NA	3.12575	NA	NA	NA	3.22323	1.55672	NA	NA	0.53903	NA	NA	NA	NA	NA	NA	NA	NA	NA
