Run,Assay Type,AvgSpotLen,Bases,bio_material,BioProject,BioSample,Bytes,Center Name,collection_timepoint,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Diet,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,host_scientific_name,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Participant_ID,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,SRA Study,Submitter_Id,INSDC_center_alias,Scientific_Name
ERR6544862,AMPLICON,500,13754000,Stool,PRJEB44020,SAMEA8793914,5537413,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171052,SAMEA8793914,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793914,TP03-01_Week2_Study2OrangeFiber,ERP128019,TP03-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544863,AMPLICON,500,14050000,Stool,PRJEB44020,SAMEA8793915,5705100,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171053,SAMEA8793915,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793915,TP03-01_Week5_Study2OrangeFiber,ERP128019,TP03-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544864,AMPLICON,500,14654500,Stool,PRJEB44020,SAMEA8793916,6039064,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171054,SAMEA8793916,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793916,TP03-01_Week8_Study2OrangeFiber,ERP128019,TP03-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544865,AMPLICON,500,13693000,Stool,PRJEB44020,SAMEA8793918,5776154,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171055,SAMEA8793918,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793918,TP03-02_Week2_Study2OrangeFiber,ERP128019,TP03-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544866,AMPLICON,500,13377000,Stool,PRJEB44020,SAMEA8793919,5619324,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171056,SAMEA8793919,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793919,TP03-02_Week5_Study2OrangeFiber,ERP128019,TP03-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544867,AMPLICON,500,14840500,Stool,PRJEB44020,SAMEA8793920,6365082,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171057,SAMEA8793920,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP03-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793920,TP03-02_Week8_Study2OrangeFiber,ERP128019,TP03-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544868,AMPLICON,500,12299000,Stool,PRJEB44020,SAMEA8793922,5050391,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171058,SAMEA8793922,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793922,TP10-01_Week2_Study2OrangeFiber,ERP128019,TP10-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544869,AMPLICON,500,13494000,Stool,PRJEB44020,SAMEA8793923,5426523,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171059,SAMEA8793923,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793923,TP10-01_Week5_Study2OrangeFiber,ERP128019,TP10-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544870,AMPLICON,500,41705000,Stool,PRJEB44020,SAMEA8793924,16859502,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171060,SAMEA8793924,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793924,TP10-01_Week8_Study2OrangeFiber,ERP128019,TP10-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544871,AMPLICON,500,11850000,Stool,PRJEB44020,SAMEA8793926,5008635,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171061,SAMEA8793926,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793926,TP10-02_Week2_Study2OrangeFiber,ERP128019,TP10-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544872,AMPLICON,500,11887000,Stool,PRJEB44020,SAMEA8793927,4907491,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171062,SAMEA8793927,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793927,TP10-02_Week5_Study2OrangeFiber,ERP128019,TP10-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544873,AMPLICON,500,15652000,Stool,PRJEB44020,SAMEA8793928,6415321,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171063,SAMEA8793928,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP10-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793928,TP10-02_Week8_Study2OrangeFiber,ERP128019,TP10-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544874,AMPLICON,500,15766500,Stool,PRJEB44020,SAMEA8793930,6431228,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171064,SAMEA8793930,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793930,TP11-01_Week2_Study2OrangeFiber,ERP128019,TP11-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544875,AMPLICON,500,15169500,Stool,PRJEB44020,SAMEA8793931,6269739,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171065,SAMEA8793931,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793931,TP11-01_Week5_Study2OrangeFiber,ERP128019,TP11-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544876,AMPLICON,500,14698500,Stool,PRJEB44020,SAMEA8793932,5985233,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171066,SAMEA8793932,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793932,TP11-01_Week8_Study2OrangeFiber,ERP128019,TP11-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544877,AMPLICON,500,15559500,Stool,PRJEB44020,SAMEA8793934,6511116,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14T00:23:43Z,2022-04-14,2022-04-14T00:23:43Z,ERX6171067,SAMEA8793934,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793934,TP11-02_Week2_Study2OrangeFiber,ERP128019,TP11-02_Week2_Study2OrangeFiber,,metagenome
ERR6544878,AMPLICON,500,12760500,Stool,PRJEB44020,SAMEA8793935,5303248,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171068,SAMEA8793935,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793935,TP11-02_Week5_Study2OrangeFiber,ERP128019,TP11-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544879,AMPLICON,500,13225000,Stool,PRJEB44020,SAMEA8793936,5507735,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171069,SAMEA8793936,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP11-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793936,TP11-02_Week8_Study2OrangeFiber,ERP128019,TP11-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544880,AMPLICON,500,15558000,Stool,PRJEB44020,SAMEA8793938,6392520,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171070,SAMEA8793938,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793938,TP04-01_Week2_Study2OrangeFiber,ERP128019,TP04-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544881,AMPLICON,500,16225000,Stool,PRJEB44020,SAMEA8793939,6642816,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171071,SAMEA8793939,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793939,TP04-01_Week5_Study2OrangeFiber,ERP128019,TP04-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544882,AMPLICON,500,12130500,Stool,PRJEB44020,SAMEA8793940,4958215,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171072,SAMEA8793940,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793940,TP04-01_Week8_Study2OrangeFiber,ERP128019,TP04-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544883,AMPLICON,500,15341500,Stool,PRJEB44020,SAMEA8793942,6422111,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171073,SAMEA8793942,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793942,TP04-02_Week2_Study2OrangeFiber,ERP128019,TP04-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544884,AMPLICON,500,14428000,Stool,PRJEB44020,SAMEA8793943,5969125,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171074,SAMEA8793943,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793943,TP04-02_Week5_Study2OrangeFiber,ERP128019,TP04-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544885,AMPLICON,500,16878000,Stool,PRJEB44020,SAMEA8793944,7028611,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171075,SAMEA8793944,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP04-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793944,TP04-02_Week8_Study2OrangeFiber,ERP128019,TP04-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544886,AMPLICON,500,12538000,Stool,PRJEB44020,SAMEA8793946,5173581,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171076,SAMEA8793946,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793946,TP05-01_Week2_Study2OrangeFiber,ERP128019,TP05-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544887,AMPLICON,500,13386500,Stool,PRJEB44020,SAMEA8793947,5521428,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171077,SAMEA8793947,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793947,TP05-01_Week5_Study2OrangeFiber,ERP128019,TP05-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544888,AMPLICON,500,12207500,Stool,PRJEB44020,SAMEA8793948,4965261,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171078,SAMEA8793948,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793948,TP05-01_Week8_Study2OrangeFiber,ERP128019,TP05-01_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544889,AMPLICON,500,15302000,Stool,PRJEB44020,SAMEA8793950,6313408,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171079,SAMEA8793950,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793950,TP05-02_Week2_Study2OrangeFiber,ERP128019,TP05-02_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544890,AMPLICON,500,56312000,Stool,PRJEB44020,SAMEA8793951,28309066,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171080,SAMEA8793951,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-12T04:10:00Z,1,SAMEA8793951,TP05-02_Week5_Study2OrangeFiber,ERP128019,TP05-02_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544891,AMPLICON,500,14866000,Stool,PRJEB44020,SAMEA8793952,6144819,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week8,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171081,SAMEA8793952,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP05-02,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793952,TP05-02_Week8_Study2OrangeFiber,ERP128019,TP05-02_Week8_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544892,AMPLICON,500,13067000,Stool,PRJEB44020,SAMEA8793954,5363189,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week2,public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Free diet,2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171082,SAMEA8793954,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793954,TP08-01_Week2_Study2OrangeFiber,ERP128019,TP08-01_Week2_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
ERR6544893,AMPLICON,500,13470000,Stool,PRJEB44020,SAMEA8793955,5480839,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,Week5,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Orange fiber (3 snacks a day),2022-04-14,2022-04-14,2022-04-14,2022-04-14,ERX6171083,SAMEA8793955,Homo sapiens,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,2022-04-14T00:23:43Z,2022-04-14T00:23:43Z,public,unspecified,PAIRED,PCR,METAGENOMIC,metagenome,TP08-01,ILLUMINA,2022-04-14T00:00:00Z,2022-05-17T20:36:00Z,1,SAMEA8793955,TP08-01_Week5_Study2OrangeFiber,ERP128019,TP08-01_Week5_Study2OrangeFiber,WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES,
