"","run_accession","secondary_study_accession","sample_accession","secondary_sample_accession","experiment_accession","study_accession","submission_accession","tax_id","scientific_name","instrument_platform","instrument_model","library_name","nominal_length","library_layout","library_strategy","library_source","library_selection","read_count","base_count","center_name","first_public","last_updated","experiment_title","study_title","study_alias","experiment_alias","run_alias","fastq_bytes","fastq_md5","fastq_ftp","fastq_aspera","fastq_galaxy","submitted_bytes","submitted_md5","submitted_ftp","submitted_aspera","submitted_galaxy","submitted_format","sra_bytes","sra_md5","sra_ftp","sra_aspera","sra_galaxy","sample_alias","broker_name","Sample","Week","Intervention","nominal_sdev","Week","bam_ftp","bam_bytes","bam_md5"
"167","ERR5956709","ERP128019","SAMEA8793861","ERS6478211","ERX5597230","PRJEB44020","ERA4412387",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",21609970,2704843239,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week1_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week1_Study2OrangeFiber","webin-reads-TP08-02_Week1_Study2OrangeFiber","813978701;920171141","b7843743c32b25b6a11c5102b0a17e12;6382fac4daddb684cd5ec701d1de5bb4","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956709/ERR5956709_2.fastq.gz","777226469;883979788","b5497edaf14f8c3ca41b72ba34eb7637;bf1e9ec0fdc49be5e0ce97a72c7c029d","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956709/TP08-02_TS2_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week1_Study2OrangeFiber",NA,"TP08-02","1","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5956709.bam",1743260138,"bb411a4fc8c3d276d7fde34220abe5fa"
"168","ERR5956710","ERP128019","SAMEA8793862","ERS6478212","ERX5597231","PRJEB44020","ERA4412388",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19860124,2558379905,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week2_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week2_Study2OrangeFiber","webin-reads-TP08-02_Week2_Study2OrangeFiber","785144101;898119108","0fb73877771cf4a6424584f8c0d7ddf4;c7d7406c57d666c080294a991f2b656e","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956710/ERR5956710_2.fastq.gz","751769774;865263981","83eb39568fa3235a6bd90fc9d5e0ff72;0bcc9fded0a9a54bf426050e3181dcf1","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956710/TP08-02_TS2_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week2_Study2OrangeFiber",NA,"TP08-02","2","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956710.bam",1693241944,"a6aacb499d32fe08018a1f68e7adf40b"
"169","ERR5956687","ERP128019","SAMEA8793841","ERS6478191","ERX5597208","PRJEB44020","ERA4412364",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15312718,1894835876,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week2_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week2_Study1PeaFiber","webin-reads-TP08-02_Week2_Study1PeaFiber","571945305;596331017","ad62b51ad503faadd82d47fecbc49c0b;97d9dcc3560e50fb51ab1524d95aedab","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956687/ERR5956687_2.fastq.gz","551016056;575166862","ce65027f6d033128370b8b9fc513f2c9;b736f858960bb639ab8ec459820165ff","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956687/TP08-02_TS1_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week2_Study1PeaFiber",NA,"TP08-02","2","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5956687.bam",1161451781,"90a0d7b914b1fc42f05d724fdc3cfce2"
"170","ERR5956688","ERP128019","SAMEA8793842","ERS6478192","ERX5597209","PRJEB44020","ERA4412365",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16685686,1997320498,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week3_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week3_Study1PeaFiber","webin-reads-TP08-02_Week3_Study1PeaFiber","604136678;631543876","a2197d4d62b165e8523b7e20ed7fc020;a86f0368d532676171edae46cfaf2bbd","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956688/ERR5956688_2.fastq.gz","581162712;608305151","2f41fa966e426fa7d3700e69d95b8188;50dc7a8b8ddfd4580bae08721da32d82","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956688/TP08-02_TS1_Wk3_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week3_Study1PeaFiber",NA,"TP08-02","3","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5956688.bam",1230836286,"ad2b11481df7c704c6088f18e0e2bc8a"
"171","ERR5956689","ERP128019","SAMEA8793843","ERS6478193","ERX5597210","PRJEB44020","ERA4412366",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16469240,2030812397,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week4_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week4_Study1PeaFiber","webin-reads-TP08-02_Week4_Study1PeaFiber","618117112;648724815","8fa2a44fd49ab5449ad1648f54c8f999;3654f27a490f896e3fd3ed66a6913e01","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956689/ERR5956689_2.fastq.gz","595308525;625683749","daa1f25c9dc0b085b477cc77bfae10f3;6698c0704fd3d6e3c222d333e0b37109","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956689/TP08-02_TS1_Wk4_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week4_Study1PeaFiber",NA,"TP08-02","4","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5956689.bam",1261802356,"c164fbb095eaaa48b16b62552d3da3b3"
"172","ERR5956711","ERP128019","SAMEA8793863","ERS6478213","ERX5597232","PRJEB44020","ERA4412389",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19700328,2629019273,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week5_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week5_Study2OrangeFiber","webin-reads-TP08-02_Week5_Study2OrangeFiber","855059206;936808212","4e577e5d5c82fe998cbe4307d1c82580;9b096f9579347935244f2b109daab138","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956711/ERR5956711_2.fastq.gz","820974967;902796948","81548f92fafd33b73d014474cc6bfe91;f8eff18c9700661633f13996e9ac818b","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956711/TP08-02_TS2_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week5_Study2OrangeFiber",NA,"TP08-02","5","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956711.bam",1804084048,"250c4870b4b74a7cc881d29409fbe522"
"173","ERR5956690","ERP128019","SAMEA8793844","ERS6478194","ERX5597211","PRJEB44020","ERA4412367",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16726930,2012564481,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week5_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week5_Study1PeaFiber","webin-reads-TP08-02_Week5_Study1PeaFiber","610252045;637933343","58e453c3bccfb8fd45f9cec952cfdcbf;9ebc1f2afc2b1da39c4a946fc39c42b8","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956690/ERR5956690_2.fastq.gz","587195585;614637103","1a1094cf85995ee8d37fc87e984648a2;8296d27482dcc679546e62380fe64e7b","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956690/TP08-02_TS1_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week5_Study1PeaFiber",NA,"TP08-02","5","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956690.bam",1243041994,"d92dce5adf2d14a4dfb25d631f3ec92b"
"174","ERR5956691","ERP128019","SAMEA8793845","ERS6478195","ERX5597212","PRJEB44020","ERA4412369",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16875490,2060094865,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week8_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week8_Study1PeaFiber","webin-reads-TP08-02_Week8_Study1PeaFiber","624063127;653027120","4a93d43b4c722c1cc66496a6700970c9;17cd385882c7d1d3717bac3a101155ce","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956691/ERR5956691_2.fastq.gz","600606633;629329744","2ac3afa2e549853b9fdf0435f5116caf;dbd98d9a9823f93ddc0c5ebe4b7d5f6c","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956691/TP08-02_TS1_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week8_Study1PeaFiber",NA,"TP08-02","8","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956691.bam",1271419674,"d4c705a0c3983e3987e2fc0561a27024"
"175","ERR5956712","ERP128019","SAMEA8793864","ERS6478214","ERX5597233","PRJEB44020","ERA4412390",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20041694,2643784542,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week8_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week8_Study2OrangeFiber","webin-reads-TP08-02_Week8_Study2OrangeFiber","835296764;912819279","55959cba4af8cf8a9f472976641b2467;4bba56148c2ff27e35bf501deb4326d3","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956712/ERR5956712_2.fastq.gz","800692085;878564653","ea587176e01d52703bcc82065dbcaf3e;16cc7b9423138f180ffb6aca26d5bf6a","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956712/TP08-02_TS2_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week8_Study2OrangeFiber",NA,"TP08-02","8","Study2OrangeFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5956712.bam",1756280260,"0aacf14547596a38e2c8a7e0f87a66e7"
"176","ERR5956692","ERP128019","SAMEA8793846","ERS6478196","ERX5597213","PRJEB44020","ERA4412370",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15953106,1946844021,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP08-02_Week9_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP08-02_Week9_Study1PeaFiber","webin-reads-TP08-02_Week9_Study1PeaFiber","595055686;622199177","9bf17d6c18edaa27db95c65ce4687a32;56bfa4445334a17ab005c545d2b8128c","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5956692/ERR5956692_2.fastq.gz","573054663;599975052","fbca3f9f818f731c217d96e3eedec6f5;2b23f937c0e95de51ba6dd55f05da4bc","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956692/TP08-02_TS1_Wk9_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP08-02_Week9_Study1PeaFiber",NA,"TP08-02","9","Study1PeaFiber",NA,"2021-05-22","ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5956692.bam",1212900922,"37d3c13a6950448edd45202f98a15776"
