feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
ko:K02423	1.08671	15.20066	37.55835	2.05433	NA	2.06484	NA	2.49412	2.89454	NA	11.53206	15.34314	2.2519	NA	NA	NA	NA	NA	1.97293	32.3039	148.06344	NA	NA	7.22793	NA	108.52179	NA	NA	NA	NA	NA	NA	0.99783	4.13579	480.30877	263.51992	NA	38.50563	1.59725	12.43919	33.172	NA	8.14087	6.64033	NA	NA	NA	1.21533	9.81279	NA	NA	NA	NA	NA	12.85666	NA	4.31103	18.81959	39.73724	9.4188	4.98847	50.28594	37.93655	28.00709	2.95532	1.57133	2.19334	1.56353	100.05767	1.9023	NA	1.24896	22.19948	10.3537	2.30538	1.99326	10.03782	NA	5.74794	1.49559	NA	NA	NA	70.71962	71.05121	NA	NA	NA	6.033	NA	3.05727	60.26835	24.17577	21.40647	5.98824	7.64104	1.52552	NA	4.13543	NA	2.30163	1.03656	1.60535	0.13404	1.21363	5.14661	NA	NA	NA	9.52772	NA	17.81005	NA	4.81844	53.12504	22.46294	6.05828	59.54501	70.10125	NA	NA	NA	NA	35.3295	9.96995	NA	12.56463	NA	NA	15.98094	NA	2.5279	30.66574	18.45833	31.22832	29.90615	NA	NA	0.9432	NA	NA	NA	NA	NA	8.54782	2.9184	18.19376	NA	1.22571	NA	NA	NA	NA	5.50194	15.50351	67.13471	32.84168	31.69006	0.04945	NA	0.06927	NA	55.47097	15.6021	36.24588	NA	7.55753	8.22052	NA	0.90449	2.77434	6.41937	NA	NA	18.28838	NA	36.62724	14.9374	1.78141	22.74283	14.94024	11.50782
ko:K02424	1703.83726	725.24411	1271.79625	1754.0324	2168.45227	1017.67666	628.82406	979.01657	1877.66719	1874.87217	2580.7654	1727.5307	3118.17263	1327.94847	1806.45155	1860.09292	1686.47231	1379.46033	1034.07037	2032.09972	941.58014	1888.54831	955.04785	1552.91563	1498.46569	2585.3747	1130.91974	1946.90319	1134.13915	702.34915	1342.68777	1493.77951	1787.63625	2085.86403	2465.86359	1455.63306	2096.35933	2119.82578	854.34442	747.2309	1327.66385	1203.41995	2964.3865	2773.73777	1966.31976	1554.69165	1687.95945	1806.14808	3193.16893	1736.89666	4593.64077	613.93973	727.38857	1703.5929	2405.35317	728.54675	1324.7731	2853.23105	1777.79721	2474.82901	3715.55287	1373.07453	1655.89039	2381.4199	1920.00496	1175.35218	2379.71418	1869.80501	852.70247	1590.78614	2992.3972	907.78712	1094.43244	1326.88287	858.58547	1496.22977	1622.32967	1287.146	1769.56513	2623.16447	1598.73499	962.12525	847.1584	1826.49484	3549.5601	1531.16874	1620.73678	1064.19098	786.32759	1802.04858	682.3978	1174.38523	1867.23803	694.31121	792.37962	2628.31488	2592.6605	2109.20104	3508.4035	1879.66185	440.57099	930.5307	938.05463	1016.66958	710.29956	2185.3933	1978.85805	1519.08248	947.34213	941.66253	1595.9795	1446.28972	691.32185	1793.48478	2755.15539	828.49188	1597.76572	837.5582	973.66824	2107.20367	2057.01468	1744.57531	1312.78608	882.22683	2423.63604	1672.24976	1952.23511	887.21838	1600.99403	502.48837	1508.21811	1196.54332	712.20199	574.32049	915.61982	832.5295	2440.68168	2505.17224	1529.43876	1488.4617	2004.89298	2444.88587	1440.47549	2125.96182	2129.37005	1819.30494	1739.90761	994.35152	867.87925	7440.92534	4535.44169	4434.55161	5165.18635	1051.6652	930.75103	2108.03789	1353.90843	1402.41804	1172.66098	1655.66388	1498.70791	1396.00576	1514.11357	2387.8978	1962.94216	2339.8758	2090.06529	650.02873	742.71946	902.20818	1371.84452	3639.02955	1025.24098	1047.58704	1098.08977	891.22618	1161.2613	1321.48188	565.60188	1990.71322	1505.3903	1694.74556
ko:K02425	6.70841	13.57957	42.09175	1.88813	1.83998	10.35654	9.28545	5.8111	8.56307	1.353	17.51943	20.50802	14.39948	1.71084	7.38346	4.86352	1.29807	14.21921	2.58483	60.10429	147.41791	1.98647	1.13731	19.1052	3.22144	137.1279	2.50214	5.49474	1.28916	2.20972	2.01353	1.18639	4.20394	4.20608	690.4788	403.38027	14.00682	58.41841	6.7346	14.7676	38.65381	9.43308	27.29962	34.99531	4.63354	2.41314	1.67483	9.09162	13.51588	18.18302	24.90931	2.63462	0.4297	10.26976	32.25558	0.98816	3.55158	20.68021	53.00834	20.11631	29.54419	54.55753	59.4321	29.15773	0.70456	2.68654	4.6159	0.0299	128.44225	2.64656	3.09544	2.68162	52.76879	23.28874	3.49791	9.38024	26.66604	4.99506	8.2055	9.35335	6.93355	0.9114	2.69127	92.33071	104.29501	1.86238	1.21015	3.26587	16.22506	3.21677	16.2865	78.82196	37.02868	9.28339	11.3321	11.3928	8.65141	2.19844	11.27591	2.85497	13.97579	4.70211	8.59879	1.34263	0.06393	8.60472	3.2822	2.31835	1.45157	12.5853	12.08219	56.03276	0.95409	14.74841	67.32401	34.63671	14.25411	93.41192	68.93447	5.74182	4.75907	10.96922	1.94711	34.93848	13.92957	1.77305	23.28996	0.31372	1.85011	10.91653	7.5549	6.68563	36.76264	13.51301	45.50492	47.8207	5.29628	8.35543	10.75646	5.56872	4.96099	0.47979	0.32323	8.23163	9.00181	15.46136	16.20705	12.59389	6.27474	45.74906	19.04123	25.04394	30.09137	3.3485	15.55666	72.23297	38.15975	34.33681	4.02658	1.12055	2.02013	5.73876	68.65109	15.49518	48.3895	8.04251	7.04665	4.95972	7.48775	7.31649	9.76438	21.75076	1.95639	2.69941	45.05474	4.66045	36.74484	34.41894	2.4328	37.63148	16.02866	21.22258
ko:K02426	1221.11868	1488.64575	1571.56286	638.63428	996.53808	3591.95808	919.08426	1491.86916	2337.52014	3640.52765	2294.44947	1235.9428	3788.26153	938.70194	678.82834	724.35917	1067.2028	204.75723	1064.41271	1633.95052	1815.12227	653.88324	1067.14504	2745.59611	2386.23601	2636.18809	1201.06717	2856.31719	2764.86351	1527.46827	1424.72619	2062.17099	3263.74989	2993.16327	3974.99431	2556.60982	2621.66093	4215.48112	2209.02129	1657.50285	2069.13648	2356.36791	2178.89212	1145.04722	1192.34765	560.25999	922.33249	910.07296	6259.63029	1563.3646	9137.5022	1990.50847	1747.73664	3213.88642	2473.33447	1218.39209	725.23094	504.66676	812.52716	1526.50007	1078.06474	1278.04036	1450.05479	5097.77469	3685.13642	1046.51144	4566.22344	1114.93787	2374.41881	748.45032	1590.13155	2223.02416	3711.22242	2339.83765	2501.10039	920.02903	1091.48654	1060.27757	807.60211	1787.95696	1934.51251	1409.62729	1332.45309	1422.27993	1456.56236	1411.92772	1260.79525	941.89486	993.05971	421.07792	1116.90328	619.07836	1845.5687	1247.53091	1433.97366	2259.1661	2212.98241	1108.26206	1102.69295	617.19789	3960.74496	3787.57174	1970.3168	2141.6671	1949.73153	1026.83791	1110.68327	1561.72509	1394.2101	4136.35799	706.13019	1384.05119	2222.26508	1763.6631	2711.27664	874.26577	1351.0855	2298.33058	1700.86726	3422.58472	1212.6121	982.71379	867.49657	1385.74335	1101.92793	794.62333	911.37189	1435.09354	1070.73323	2569.78696	356.3887	473.57574	3269.77772	3273.9861	2467.78025	2360.84649	2588.57462	2146.10911	1218.84822	543.907	1499.76756	1898.17603	1348.98411	2170.59462	1284.62406	1410.32827	1599.9323	2113.79923	2912.60129	6043.40867	3898.93368	1697.26443	3565.36994	1977.99341	1354.7796	1431.52273	1015.59795	1378.96502	580.77252	3749.42192	5523.38819	1443.73649	2385.35904	2265.65734	2067.95935	457.82808	2362.54953	3791.03354	1453.96896	1123.8791	1618.19743	4237.74209	2701.00631	2083.71842	1733.24061	3011.05612	1447.39941	1199.50485	2531.47036	1285.78129	1680.19243	5170.41563
ko:K02427	93.93106	120.47364	135.1358	23.24671	28.3801	1997.32541	350.77985	26.35429	396.11048	14.60802	99.37675	97.91224	101.41392	83.61212	179.87379	153.81266	189.07521	19.27498	45.86397	195.60589	275.22478	21.21272	62.42147	245.80863	236.63589	529.07389	303.96727	192.96689	626.05355	372.64407	60.15738	103.05131	275.02692	223.58632	1120.45731	683.78513	132.68809	342.89394	236.89103	182.99972	139.2843	183.92734	89.36362	51.19735	119.02114	61.07433	104.50158	76.73886	52.60367	18.85814	237.73032	340.1518	363.56737	79.57671	83.92727	64.35273	22.516	162.94693	217.60874	73.71326	73.82923	186.7371	260.55957	318.43516	159.11951	23.78395	217.25688	37.70555	343.63945	201.38429	120.25243	151.46704	244.03742	95.00731	138.49869	143.18342	162.0354	60.01786	142.57605	234.1551	166.43977	57.0666	39.83637	279.60119	321.59323	112.71172	72.29646	41.29688	241.14925	433.28459	332.0272	459.97077	217.02712	77.61033	119.13489	39.85404	87.64185	306.30921	180.87735	127.98096	1571.89833	2016.629	777.40267	670.51954	146.40875	114.59868	67.93088	71.08978	76.07462	1775.14485	337.02556	485.66496	81.27023	16.01724	166.89467	323.84925	153.94944	225.21716	189.56502	292.31521	94.1545	123.94269	98.7454	802.38425	359.29827	473.13384	125.5442	111.68624	130.9877	996.69463	120.83836	210.09145	1335.22212	1378.36906	658.34498	613.533	90.68331	59.82803	160.06349	80.91387	44.11479	39.98488	35.45838	68.76416	72.85355	84.15607	108.2964	901.41856	1121.82038	179.16306	65.68033	18.21236	64.50564	146.20882	448.00001	554.46935	522.02032	594.9616	43.56756	196.97428	203.10742	140.78533	223.00921	460.27577	321.82946	72.48958	1063.50008	1511.92222	152.80133	65.25735	174.10793	428.30072	531.57494	400.4286	72.41874	665.12971	205.83151	124.92687	532.62077	250.42752	177.07023	302.29979
ko:K02428	9125.09252	6993.00057	8188.66308	11604.8193	12695.65587	15256.50747	6173.19832	12946.84452	16062.73985	13441.96235	16314.32725	10001.43419	22332.94229	11326.38501	10837.55671	12054.54307	12429.95596	9679.73008	6644.0917	10682.24337	6809.31454	12912.91779	9019.05449	12228.42972	14037.01499	15261.55791	9363.40354	18039.31512	17657.26872	13701.43516	10374.57924	14031.81839	15015.92685	17239.4148	15468.97181	10001.30006	15331.79002	19413.49325	14574.41762	13803.52969	12048.9591	14313.98526	20759.17866	13021.90144	13241.24847	11350.16604	11342.92543	11357.68789	27552.05388	12577.95646	38863.94295	10407.55172	10018.26284	15111.48598	13509.23783	8036.95625	7848.38611	13406.55115	10828.46758	12794.90611	15819.39969	10124.47769	11784.89948	19463.47657	15607.76529	11531.04775	20943.59932	9300.94151	8071.47195	9884.96952	16345.08312	10540.91542	14470.74246	13150.82575	11008.63749	10218.66044	14366.71987	11448.00154	11285.32982	13740.77792	13812.22355	13123.82846	11244.53685	13105.6953	30596.30271	13323.53419	14248.25783	7769.18793	14277.3503	11719.28039	11727.42566	15870.52062	19370.38227	10467.32734	11306.47177	20471.3768	20710.95863	14052.64049	13293.52789	11381.60036	12982.36153	15682.22278	12317.63574	13202.76911	12449.19927	11627.01946	15958.74725	13877.0933	10719.84896	14928.32971	16085.29472	18758.19559	9518.25586	12384.41873	17265.51955	11565.67033	15064.75456	10025.18794	8793.7782	17349.89483	10201.31521	12590.67551	11318.3191	14711.98892	18771.19972	12820.73444	13067.96479	9167.80148	12843.12962	10153.50726	11444.84764	12099.73058	14204.23419	11980.56313	14471.95311	13600.25965	17505.39853	15451.46879	16927.13335	12441.88688	14603.4257	14371.52734	10413.77756	16005.06506	12974.25043	13718.12301	11870.84684	12667.7764	11673.06533	34812.17413	25637.94452	14284.90134	20540.25847	12838.03845	11975.87911	10955.38822	16690.14275	12952.35239	11503.07697	15782.30924	19549.20579	15864.8163	11190.94946	18669.57876	15339.84424	10039.26975	14229.31607	12664.40832	12112.40153	12523.67271	11213.00426	28983.69832	12644.58836	10619.99756	11829.0508	14575.35679	13632.37889	12155.55436	11182.46393	16308.98414	15110.91782	18997.46015
ko:K02429	4957.8491	5532.14284	7588.08018	2179.66484	3741.92087	13360.09696	3042.71334	4012.05874	7033.60349	12890.25923	7913.07041	3662.61165	13596.26496	3650.43856	2691.12708	2998.82835	4654.71802	791.26247	4358.77198	8239.81279	7996.87118	2406.39294	3424.65258	7659.39619	9960.55964	7174.95849	2879.05373	9846.22699	12208.36158	7061.38572	5127.50592	6643.95743	13802.2472	13084.10563	10440.62788	7176.27295	12270.64733	17767.15217	7029.09451	4989.09254	7586.38697	8324.71987	8087.13627	4230.80525	5026.90557	1473.98895	2173.96063	3871.7427	25821.38379	6795.00328	37048.5013	7847.61613	7346.94205	15859.16936	10655.32889	4818.03066	2008.67074	913.17586	3769.26112	6569.21672	4712.18029	3133.62483	3549.78817	18575.33468	13745.88277	1814.5729	15685.87966	4041.69675	7390.29066	2703.91796	4337.26465	7952.46326	12775.14908	5912.88272	9744.54675	3647.50573	3704.68613	3614.98356	2518.76302	5929.78171	7830.36192	5571.06843	5311.5903	4259.80952	4644.65748	4273.49169	3397.21303	3655.737	2776.84934	689.23638	2804.69208	979.83242	4891.23778	2576.26013	2929.61386	2688.00912	4533.69803	3840.71856	3732.58465	1941.21724	16900.95455	16892.75038	8321.38685	8370.9676	6303.00888	4862.34262	1965.43008	6187.38785	5295.12992	16022.85155	2697.0836	3674.45687	9331.43932	7857.78311	10867.96992	3125.07696	4363.09374	10309.75402	7010.95344	12648.82703	4116.07702	2788.8716	2403.73992	2509.588	3760.97188	2040.20252	3076.20097	5369.77674	2843.81619	9914.2643	858.70376	950.0241	12956.23723	13402.35283	8643.30684	8069.17856	6172.50577	5011.8304	2864.91594	1471.75273	4263.85718	7431.27384	4830.34046	8520.54049	4606.24577	5210.20056	5176.50339	7692.12421	10181.23873	29840.73173	11096.99989	6275.39858	16857.01744	4985.99043	3556.7246	3441.90405	2435.26502	5594.49704	1042.10018	19353.18501	27474.66829	4991.54222	8347.28636	4778.0697	6823.91844	656.41132	8805.94647	14177.52778	4251.79049	3889.28131	7489.44989	22899.08383	9676.86502	7195.90645	6344.56171	11842.44542	3204.85376	2404.93782	8780.45514	3707.83555	4437.49564	19684.19467
ko:K02430	3.91274	19.25602	62.79475	2.06358	2.85578	1.88126	0.44968	7.97143	17.82365	44.32859	14.29769	28.33539	6.21098	6.13129	3.09902	6.94839	8.13691	0.43392	3.15344	83.19142	210.7467	1.60025	1.92854	14.62277	12.24148	164.5255	6.08356	14.78996	5.51782	4.38376	6.92725	8.05646	2.63414	3.20336	918.40577	480.84414	8.95705	78.97351	4.58476	12.35822	42.60578	5.34452	28.47129	29.5275	2.7788	8.48586	1.38496	2.79904	50.5567	15.9369	74.11411	5.68292	7.13144	17.97056	20.3036	10.56906	17.20999	30.352	73.2787	8.29514	14.83841	55.84091	74.85512	63.31627	0.92816	3.06232	13.80806	7.01618	195.14731	4.78235	0.69096	11.82876	86.29172	20.38706	7.96328	4.1342	29.4709	19.10185	6.61259	11.53889	6.32314	1.69225	2.59219	162.54422	111.97816	11.4029	24.39273	NA	14.93253	2.59006	19.50596	113.61934	49.58455	31.34752	25.9265	10.65363	7.15684	20.37379	20.47666	17.0058	10.03216	9.64994	2.63527	4.88105	26.91723	9.10589	7.30371	8.3472	33.54053	29.96394	14.72779	71.10218	0.55955	12.0414	138.46697	25.19272	15.32453	234.28458	255.74056	6.02089	4.84056	2.77056	0.67412	78.53192	19.72451	6.333	14.89515	5.19533	12.34024	8.12253	NA	4.62391	47.45961	23.16611	57.04794	48.85305	9.00474	2.75475	3.42136	0.27975	7.70014	3.02186	9.68666	18.56044	21.82701	15.77964	34.43708	8.77161	1.87246	19.03298	13.77164	8.78988	7.17173	36.86697	37.35656	167.86149	60.30625	34.97881	1.82041	6.60292	8.07421	5.48005	91.33194	31.56481	66.43814	15.81679	14.33235	13.97732	2.666	8.67303	2.95901	7.61292	2.84826	0.87812	56.10551	3.26478	39.27485	28.2891	2.19892	45.67802	34.68162	28.713
ko:K02431	645.81806	774.74647	747.87588	909.12683	1176.19795	637.99954	568.77057	1417.96495	1645.67928	1102.89984	1178.33188	903.27086	1253.51915	1529.34147	1333.65825	1264.17431	1415.96351	1453.44547	359.14653	593.84512	737.76953	875.93005	357.39301	1289.05269	764.79813	1647.02474	876.56806	724.67035	1507.42664	1474.6461	1019.38526	1163.38778	583.74747	694.17402	2152.91246	1273.03716	1643.68259	1340.52386	1535.03778	1157.61402	1434.17653	1630.91254	1610.92166	1606.51213	1309.22582	1356.36593	1373.84116	892.72694	1167.81066	1506.303	2808.19271	645.65042	689.73278	738.5867	906.12135	488.92557	686.98846	2269.89345	1657.61135	608.62641	1406.40518	1447.49853	1587.71573	743.44122	733.32859	1391.89398	1095.27579	689.65042	527.2571	1445.87221	1544.90527	638.0993	1307.52705	1264.23577	410.32044	797.26752	879.08237	893.99072	1692.22366	868.00292	887.52087	385.58353	385.29606	1314.61732	3758.57521	1207.36954	2108.88804	671.09335	1720.83301	2431.92781	1576.74232	2918.67832	1930.08941	1393.79552	1285.25496	3678.32054	3140.86266	1577.5415	1592.31352	1261.44794	705.33896	1255.73037	1077.33787	1286.13094	1275.58026	607.06236	2258.77081	1063.65914	667.47724	312.46489	1345.75445	1928.2555	189.05286	650.48118	1141.14418	1202.74006	1384.56844	544.59922	780.10225	1649.62518	830.03705	1757.91708	1213.09857	2628.57937	2529.04839	1787.58662	1588.74167	697.47542	1297.52825	253.59409	1551.83853	1309.52276	593.22053	352.3937	944.7832	911.73561	2343.12565	1955.40881	1679.86568	1690.34538	1883.88681	1448.06729	968.86436	1004.20482	1048.14313	1474.68775	961.50991	1002.93915	268.93214	3173.73576	2517.09018	2914.59049	1858.60182	1107.47134	1176.65901	1746.70073	1379.437	1821.90201	1470.21548	966.97054	499.77097	1551.92781	1212.35109	2146.01975	1582.77043	2348.66631	1036.59405	321.77131	1471.22228	1148.90995	1458.5931	3696.83307	889.57492	1272.92133	1114.18206	1514.87735	2118.10358	1739.30889	1083.38939	1649.13011	1476.8271	775.08258
ko:K02432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48185	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K02433	3739.50971	2460.02279	3851.49995	7453.47936	7726.46521	5343.43096	3222.97691	6118.61034	5970.34662	4123.15559	8228.37197	5573.13707	9378.44852	6269.3705	5579.91815	6825.9646	6849.15597	6608.72553	2348.92561	4938.83749	2094.5073	8347.80347	5045.60226	4748.1419	5997.82059	7417.1147	5376.88484	7575.50716	5439.61883	7007.85719	5394.19334	7250.16444	4521.48186	5846.0618	5023.4717	3232.37867	6286.55983	7040.71381	8107.48454	8572.74018	3897.12692	5000.26685	11316.57057	6988.29249	7405.19077	6378.46455	5457.91885	7917.18565	7483.02577	7877.22868	15900.19354	4261.34291	3237.9595	4641.01767	4888.92035	3698.12634	3564.0759	8543.29695	8668.59298	6655.88523	7969.1758	5446.20135	6174.17012	4394.82575	3282.96864	8026.37816	5904.57121	3143.94259	2702.89232	7155.97046	7858.53681	5075.31163	5314.59682	5787.62908	2973.41496	4840.27349	8196.78635	7611.93103	5464.07447	5681.91802	6174.02212	7739.99123	6150.66754	7728.46328	17250.11485	6208.20576	5801.68459	3659.0325	4939.00224	6316.32485	3768.91003	9006.95904	7565.75353	3864.68375	4713.91606	6993.01589	7894.47095	6227.90668	6454.63152	6075.34288	3705.07135	5638.62676	4960.22998	5424.53951	5285.25143	5685.3654	7150.54537	8749.18428	5689.43495	3347.74553	8999.08789	6524.32953	3845.72848	7119.63174	9267.07734	5384.74058	6933.01443	4687.75321	4603.19629	6728.42692	5924.8635	6451.55382	6269.77552	5966.75265	10953.54142	7359.56481	5372.01999	3263.46671	4801.21196	2877.50475	7002.42209	5165.19775	4682.9312	2905.32812	5477.6659	5301.49005	5003.66111	4844.84806	7576.1972	5942.92688	6419.6601	8265.58147	6175.16903	5917.2984	4662.2325	4251.26485	5478.31725	5495.50948	4650.48345	12434.31313	9878.52962	7380.29976	7415.67828	5898.83355	3980.96882	5068.02847	9213.67973	4454.55173	6280.30618	5371.86694	4463.32486	8621.28694	3426.04212	8855.18428	7694.24648	5313.93238	5627.74225	2552.93077	7401.10171	7938.15694	4945.27064	11044.08014	4056.92844	4056.07182	6657.01071	5031.58375	5315.43433	5594.16307	3889.6175	8924.34183	6432.30043	3325.86839
ko:K02434	3709.99219	2421.57262	3906.24478	7007.79641	7232.85588	5079.27026	3212.70665	6535.8728	6120.43009	4261.90809	7907.41569	5641.14854	9667.94196	5729.30908	5350.90368	6446.82818	6375.40947	6171.19544	2462.01402	4948.40693	2205.7971	8197.92679	5064.90149	4998.68397	5839.86698	7746.48492	5126.05166	7103.61905	4825.68185	5914.73387	5130.23373	6865.4774	4435.91681	5503.61211	4859.58935	3146.55613	5989.07101	6518.28801	7867.3222	8877.3039	4126.58863	5425.0453	11941.15013	6910.13503	7212.52554	6316.04232	5140.51182	7731.26683	7373.84228	7869.7906	16078.5248	4027.5772	3020.55323	4940.0911	4908.20809	3817.82951	3666.20974	8508.07234	8367.83778	7122.32239	8576.62982	5811.23309	6447.63296	5078.20944	3800.90814	7437.72095	6822.9392	2248.75296	2530.05399	6881.57969	7725.4532	5148.2339	5097.33233	5800.93376	2976.7566	4769.2576	7589.26478	6619.05686	4464.30943	5646.957	6248.68855	7599.91459	6046.80058	7462.55264	17511.97029	6188.65928	5788.33681	3537.59406	4952.92912	6133.56053	4156.99945	9420.20711	8255.91087	4363.51681	4964.2415	8179.88552	8423.87111	5681.56095	6516.57748	5584.88927	3368.05445	5426.85299	5049.23262	5371.06051	5230.7751	5675.05544	7171.21708	9150.39176	6473.14146	3459.94841	8791.21117	7067.54295	3724.73519	7592.28988	9801.95326	5400.7888	6914.10447	4734.65915	4787.94633	6352.54297	5721.37941	6115.5012	6301.95064	5876.701	10987.87671	7663.00902	5477.83241	3268.52546	4661.36031	2937.67948	7009.29931	5354.08138	4419.39265	2704.79619	5442.53604	5121.88285	5183.07772	4794.21976	7737.22293	5862.11999	6448.67395	8795.67278	6329.54661	6269.80603	4888.97422	4541.21443	5590.51907	5599.87377	4437.4723	11849.21581	9740.48437	7604.09854	7169.51151	6182.77663	4283.02068	4814.50978	9262.46474	4594.04211	6574.04125	5417.6344	4212.04257	8881.34715	3596.59181	9522.19966	8187.2349	6060.03139	5615.6221	2722.81662	7300.12526	7997.08309	4900.62645	11296.24144	4383.50097	4635.25049	6501.59389	5749.71313	4922.78141	5216.75895	4102.43218	8039.55302	6172.91674	4278.98264
ko:K02435	2296.19407	1641.60036	2697.77917	4633.48419	4490.74795	3367.10201	2134.38932	4152.90816	3592.18856	2919.13674	5328.01366	3478.76703	5982.51782	4215.90926	3702.35153	4463.63802	4176.04128	4336.57926	1629.85037	3009.963	1630.9357	5534.00328	3508.59668	3706.40426	3968.10343	5624.90876	3680.5079	5126.98322	3330.61354	4860.37645	3847.95682	4512.96874	2951.21709	3819.41709	3393.83114	2152.8788	3775.058	4601.23389	5054.81831	5519.03193	2157.73586	3022.98577	7213.77705	4131.4726	5238.54659	3769.28664	3710.41863	5012.19869	4559.74138	4922.91105	10049.83706	3095.82036	2085.92901	3053.23906	3435.59621	2797.12329	2461.96585	5860.89797	5901.98059	4245.01222	5080.5072	4084.56525	4600.01352	3079.1446	2007.38347	4708.79078	3794.9323	1351.02859	2126.17456	4170.98789	5464.34142	3508.26608	3575.00248	4180.35691	2259.2188	3636.66428	5719.04537	4362.85372	2803.7656	3882.18786	3839.58844	5779.44195	4213.09167	5156.13963	11120.73116	4048.6968	3644.86118	2205.74507	3180.00872	3366.41807	2528.50773	5705.84941	4984.22798	2735.87688	3495.00315	3919.56407	4522.90208	3474.76733	4229.25575	3953.63842	2229.42231	3243.94163	3081.472	2926.50689	3693.77682	3825.08826	4943.24703	6392.21006	4463.40063	2294.85992	6285.03744	4214.76875	2886.36123	5216.99688	6623.01719	3342.03242	5093.11309	3141.95519	3152.5079	4722.94264	3822.75857	4699.41201	4202.79857	3319.66965	6749.15125	4694.7655	3438.35288	2079.36764	2970.12879	1986.50643	4851.22783	3663.97051	3046.20594	1689.34086	3825.77445	3674.27285	2849.27357	2586.27338	5413.35072	3784.51716	4128.79785	5821.17166	4588.34129	4224.69111	3329.4695	3389.36104	3999.27277	3704.28131	2866.11175	8689.49741	6318.86487	5306.00577	5241.31598	4602.17208	2816.51893	3499.60216	7094.0398	2902.70208	4662.2861	3412.54956	2856.38855	5981.86603	2391.36959	6225.68424	5458.81061	3526.82941	3682.84962	1737.41643	4607.53783	5043.3337	3048.30407	7585.76356	2836.917	2529.38577	4428.819	3525.66847	3246.25018	3533.61076	2653.60946	6075.14542	4245.40223	2220.05947
