feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
GH13_13	0.03874	NA	0.05836	0.01522	NA	0.01199	0.10453	NA	0.02509	NA	NA	NA	0.02375	NA	0.0343	0.01596	NA	0.24717	NA	0.14372	0.02076	0.01316	0.05425	0.02943	0.04949	0.02163	0.07176	0.03959	0.05413	0.10604	0.12196	0.02794	0.1015	0.09134	NA	NA	NA	0.02833	0.12069	0.35261	0.0313	0.02574	0.02313	0.2795	0.01855	0.02945	0.04646	0.04093	0.36782	0.18794	0.01283	0.02487	NA	NA	0.02238	0.03901	0.01988	NA	NA	NA	0.13917	0.13386	NA	NA	NA	0.02952	NA	NA	0.01799	0.81484	0.0938	0.01001	0.02973	0.08532	0.02625	NA	0.04453	0.01349	0.03105	NA	0.03082	0.03111	0.01186	NA	0.13844	0.06477	0.01301	0.0711	NA	0.08898	0.08602	0.07476	0.15223	0.15662	0.0608	0.07079	0.01226	0.03882	0.0474	0.05578	0.03953	0.12439	0.02744	0.0245	0.1685	0.12027	0.03679	0.01548	0.07636	0.01018	0.02968	0.0119	0.02235	0.02195	NA	NA	0.06282	0.0499	0.04049	0.04303	0.04168	0.0689	NA	NA	NA	0.14859	0.04874	NA	0.08451	0.05978	0.063	NA	0.09327	0.06502	NA	0.01784	0.02625	0.0956	NA	NA	0.03419	0.05914	0.10784	0.05631	0.01361	0.03413	0.03933	0.03866	0.02946	0.0896	NA	0.0154	0.01099	0.0324	0.00861	0.01325	0.01524	2.9597	NA	NA	0.09779	0.02205	NA	0.03632	0.06143	0.10224	0.04968	0.03581	0.01211	NA	0.21623	0.14053	0.02858	NA	NA	0.01765	0.04114	0.013	0.14207	0.09114	0.01708	0.06208	0.02639	NA
GH13_14	151.43683	107.13834	90.99991	171.99751	113.08017	178.12855	158.4952	92.13889	126.65135	110.00802	122.39825	73.66149	104.80356	121.25899	121.7572	106.56905	129.28143	198.50118	134.25584	128.54479	90.63338	155.88295	145.60295	69.17901	153.49319	86.86837	120.35601	128.05886	94.60475	78.16142	107.38371	112.79637	145.71371	159.37332	92.06895	96.12426	121.96724	103.1126	130.4593	129.32427	108.03508	102.40216	176.61302	148.41867	148.14669	81.42965	93.58111	150.81106	211.14922	159.65795	131.94267	149.62938	94.21566	106.57088	97.64614	98.67996	119.33905	142.0903	101.87922	112.30374	186.28116	147.28714	80.87093	82.61475	218.12678	194.39128	150.70156	213.95549	226.16298	107.71942	115.74578	137.63546	103.31311	117.97148	95.6967	114.65563	124.53012	240.59798	213.67778	164.15701	215.25797	182.39443	91.96594	160.91911	161.66669	145.92084	94.33674	91.16001	112.84056	75.67354	67.80183	54.16697	76.34096	67.56541	72.45014	81.95357	85.71567	90.08308	60.17181	101.34446	92.88728	59.87641	116.35524	144.58082	115.14118	109.17031	97.22833	199.81948	76.41203	119.55419	119.21879	134.91178	173.97472	85.20107	137.01303	139.82936	131.35827	117.26445	203.62176	134.23735	116.69696	92.72864	139.09913	109.97972	72.74626	50.05128	75.42347	101.00146	94.22994	116.46332	86.88487	113.69974	105.19091	77.71206	132.41713	186.08188	134.7088	135.50847	103.57805	107.4092	118.53475	85.30489	113.29401	114.34054	139.36214	121.7486	111.4349	106.13092	187.25887	127.46113	166.57796	132.38401	144.04568	96.86748	128.62891	93.30759	88.8773	101.8523	78.97229	77.27058	83.58917	145.98203	182.69471	84.85797	99.23528	103.91943	106.87749	133.89014	134.27188	136.1582	117.74135	158.9887	120.5125	131.35415	148.60676	163.30337	167.50047	145.47494	112.36134	134.14056	140.41449	204.10675	135.74247	221.148
GH13_16	NA	NA	NA	NA	NA	NA	0.05867	NA	1.13068	NA	0.50758	0.08237	0.02406	NA	0.17058	0.14917	NA	0.03964	0.02584	NA	0.04728	NA	NA	2.48063	0.03879	0.13145	NA	NA	NA	0.02685	NA	0.04281	NA	0.05126	5.45845	4.56173	NA	0.26499	0.24713	0.548	0.36706	0.06679	NA	NA	NA	NA	NA	0.01533	0.29433	0.02834	NA	NA	0.01671	NA	NA	0.0146	NA	NA	NA	NA	0.01562	0.01357	0.01743	NA	NA	NA	NA	NA	NA	0.59516	NA	NA	NA	NA	0.05918	NA	NA	NA	NA	NA	0.0351	0.23029	16.73639	0.7167	0.03135	0.00661	NA	0.0266	NA	NA	NA	NA	0.01553	0.04013	NA	NA	0.02751	0.01085	0.0192	0.31072	NA	0.73872	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06026	0.11316	0.46172	2.44839	NA	NA	0.38932	0.01515	0.67233	NA	1.12595	2.76664	1.47972	1.31569	0.08209	0.13648	NA	0.01581	NA	NA	0.03648	0.20468	0.0494	NA	NA	0.06307	0.1042	NA	0.01434	0.17314	1.18625	NA	NA	NA	0.02516	NA	NA	NA	0.13833	0.03211	1.48693	1.02054	0.07658	1.03337	NA	NA	1.64837	0.19615	NA	NA	NA	NA	0.03249	NA	0.18115	0.08954	0.0402	0.41827	0.05767	0.34502	0.21291	NA	NA	NA	NA	NA	0.02632	0.03544	NA	0.43256	NA	NA	NA
GH13_18	47.68183	31.69993	84.55295	60.30983	66.78829	49.62825	57.40382	35.90604	31.79313	26.1441	43.70599	37.09912	16.94406	65.83355	44.35989	62.87336	67.20989	73.80647	50.89262	82.79417	43.99142	49.37035	55.75398	42.09136	45.29091	63.9218	55.36109	30.0805	21.01647	22.64684	65.56753	40.11878	21.209	31.16418	50.1242	47.13756	63.57026	30.05236	67.86905	97.26376	29.83242	43.02232	91.4961	82.53146	82.43377	66.75211	76.91367	109.45735	39.01865	103.82437	56.78953	72.61222	17.62602	16.7356	32.2386	44.54772	72.47276	61.84418	86.24747	111.0993	67.86761	91.19538	53.9731	52.22783	53.30369	40.84372	75.37233	75.98222	17.34793	28.7773	115.51838	50.53527	75.86916	59.49216	27.3895	34.82484	48.89764	84.04091	72.89028	49.57233	60.64212	67.99391	41.73609	78.22199	53.23513	53.96183	29.46622	26.97993	83.04745	17.47247	27.34011	12.05881	20.80114	24.84558	20.73499	30.18327	39.66488	22.19971	22.58682	44.05332	30.82246	63.48342	12.16215	30.23898	32.27808	33.29799	38.28615	97.63785	71.58862	48.63933	43.556	18.41204	95.21362	44.87897	48.17628	129.86028	104.59429	74.71678	76.05829	83.66865	85.10976	18.62186	32.1895	36.13796	29.86978	18.70195	48.2972	40.21681	32.23002	37.62341	39.38163	20.15162	64.68854	32.41085	36.68187	29.30255	39.82283	41.25552	25.06734	25.65787	52.03579	54.88212	79.93105	38.73181	52.96798	72.45938	68.39055	56.78805	83.47483	72.54786	74.72843	27.80205	41.79743	32.3396	27.12857	19.04206	13.22111	25.07222	30.51742	18.35334	53.83065	30.04026	30.68237	38.57941	26.12194	50.50211	85.85269	51.25	63.13213	25.93632	69.93832	106.95585	43.71539	38.93969	38.4276	16.01898	86.40324	26.79323	41.47603	50.48119	35.76129	83.6723	63.52422	34.39415
GH13_19	36.92826	9.72021	4.92219	37.05815	4.93365	5.63786	22.58161	12.77362	12.91763	0.71646	14.76961	13.3111	5.34297	16.02591	19.06283	11.1543	7.9611	116.32317	10.69175	11.39535	16.65584	30.55111	36.93749	3.22586	46.79567	9.4867	39.20418	27.95882	1.69589	4.92596	5.17748	1.82026	39.69875	54.75729	53.7167	46.60094	1.67631	3.85492	0.92066	0.84268	23.19008	20.63724	13.50744	14.68192	24.70847	7.71911	7.50707	17.36512	36.6365	26.70759	5.33108	18.9052	3.71933	2.03494	2.71276	1.66881	14.29043	11.15553	5.03317	8.8009	71.37707	3.57548	10.9145	11.80437	7.85064	5.6129	16.40641	6.28727	54.18435	14.70782	9.23694	21.04133	10.7463	12.55903	11.91912	1.23248	19.63042	82.45598	39.16872	40.42087	21.08477	13.19878	10.44136	54.09055	37.98172	73.62257	6.42827	18.16848	4.56299	35.95066	39.71262	20.53506	50.52172	16.72466	10.71375	15.23878	9.55357	7.96894	4.89208	14.39165	9.50637	5.25796	0.71809	0.89295	2.47573	1.55798	14.12223	70.26845	8.71432	18.29515	8.2367	3.29819	16.49621	12.74054	24.12355	1.4497	3.87104	7.225	29.59895	10.32397	9.17129	5.2784	26.04236	19.19321	5.17263	7.99593	7.37456	17.79224	5.06979	15.59724	12.84847	1.38704	12.33717	15.51405	7.51502	15.95048	14.65548	12.99824	10.51822	37.98551	20.77541	12.41167	10.0462	4.75125	17.51812	14.6214	13.23569	24.32146	76.18332	2.67714	2.51034	5.70573	12.91128	1.62171	5.05068	11.9591	13.93358	26.76977	12.24879	6.24214	18.98269	9.17044	8.66217	12.322	10.79614	13.5799	10.79009	25.71831	2.50988	0.62579	0.74918	0.95367	10.7388	3.19523	9.60048	16.85589	17.71399	11.50661	18.4296	16.08633	7.2967	42.43642	19.94623	4.14631
GH13_2	0.24657	0.16862	0.02426	1.59764	2.05783	2.49635	4.49153	6.31976	5.08605	0.24288	NA	0.30588	0.46953	2.95923	3.18404	4.70648	2.73977	0.33801	1.47002	0.27103	NA	1.76472	0.24408	NA	0.46938	0.02697	0.62804	1.09856	0.77467	3.43497	5.0947	4.53667	NA	0.02623	NA	0.00408	0.01069	NA	NA	0.02834	0.01477	0.0092	0.1677	0.47961	4.41325	2.99153	1.93462	0.4282	0.77734	4.91771	3.72781	2.6148	1.22163	0.71527	0.98621	0.57306	0.74901	1.02136	0.02336	NA	0.28272	0.58454	NA	0.03419	0.44198	0.11868	NA	0.80922	0.67529	NA	0.59628	0.54659	NA	0.21601	0.07537	0.1286	0.24552	0.1885	3.71418	21.89709	0.66962	2.18047	0.7565	1.48321	0.61465	10.79414	0.52461	3.03034	5.78179	50.06364	18.85294	17.23113	6.56987	3.06563	11.66798	4.37484	21.5086	7.66882	5.20283	5.00687	3.81776	5.16185	0.49672	0.07115	0.31045	0.29215	3.62063	0.15262	5.82323	0.0581	NA	NA	5.3756	7.76602	0.45484	1.31645	2.08087	7.45502	2.48669	0.83277	0.64764	0.0787	0.17487	0.10484	0.08675	8.63679	4.36564	12.56375	9.88773	2.0	4.57011	NA	1.29225	4.62033	6.69182	7.03061	8.95345	8.08537	13.2554	5.26411	2.68092	3.19271	2.96504	NA	NA	NA	NA	NA	NA	6.0336	1.78244	0.09788	0.02408	0.07445	0.10414	7.05535	3.00804	2.69003	2.86981	15.97436	2.79783	1.60542	2.45742	3.78619	2.71012	4.89892	1.72106	4.16997	NA	0.01775	NA	NA	16.67413	17.42057	0.7088	0.43192	2.19179	0.58923	7.35262	2.69234	2.42315	0.43536	1.09495	0.97272
GH13_20	59.87192	41.86621	85.43468	95.12249	89.89724	67.03198	65.89621	57.66199	70.32632	42.73717	94.77046	79.73162	78.76496	85.49189	62.54467	59.17577	99.20821	122.42133	53.10225	86.74309	67.32305	99.48034	132.96625	64.33104	83.97195	81.23293	97.75479	62.49078	45.52354	68.41731	109.72251	71.87508	36.14336	43.98064	67.85653	60.74659	60.2129	33.5245	66.9354	135.46493	37.33994	60.80958	133.34526	87.64761	86.26946	86.32305	63.80575	103.47676	37.55084	120.44547	79.40506	108.62221	49.63377	40.35514	34.24417	40.25982	148.90218	139.65606	145.30536	150.48814	98.4294	125.38316	60.13224	61.24752	65.30199	37.28829	103.52174	79.81849	73.88004	61.36936	110.77277	84.45319	159.99151	69.02589	42.32199	43.21667	43.77418	76.61268	117.66681	70.30678	63.92843	74.65583	79.70814	98.0729	94.18869	97.12645	90.64677	43.16009	96.71495	63.40543	66.67619	44.57578	47.27523	45.19508	71.25036	70.276	71.11971	46.15666	64.23483	106.56425	101.48341	155.20844	19.54355	28.81485	51.21169	44.42952	91.31324	95.05962	87.64724	84.95502	78.66579	16.19272	100.9829	54.88019	71.31964	136.20398	104.50484	109.2926	62.26169	79.13524	94.52323	39.64613	70.71495	85.02961	63.45221	62.19253	61.67735	67.05221	106.99975	46.95995	54.91522	22.69245	127.87466	74.32795	37.77164	26.64741	73.7888	74.69606	57.089	67.84797	100.37637	108.71206	114.80908	80.80104	91.29596	69.91945	85.21858	64.19294	110.42542	99.6901	85.60973	43.87564	45.69334	74.25373	42.66733	62.99914	41.97086	51.52536	70.0838	70.89587	52.5465	61.49089	43.69695	62.74525	38.53885	77.8682	134.3068	87.67775	63.35388	22.88323	87.38874	122.947	79.58095	45.58353	67.97883	45.90279	99.97577	42.54532	49.45915	54.57276	52.38504	83.25498	58.13626	41.75499
GH13_21	0.05399	0.68051	1.09928	0.03072	NA	0.02183	NA	0.05447	0.15857	NA	0.29211	0.45506	0.0567	NA	0.01382	NA	NA	NA	NA	1.48611	6.72723	NA	NA	0.35154	0.02157	3.14984	NA	NA	NA	NA	NA	NA	0.12755	0.07288	13.5282	11.85253	NA	0.91694	0.01776	0.20627	1.01109	0.1791	6.87862	0.70461	NA	NA	NA	0.18502	0.43266	0.0427	NA	2.29614	NA	NA	0.17668	0.40316	NA	0.04556	0.26143	1.20848	0.35177	0.21777	1.56719	1.459	0.67008	0.0372	NA	0.15839	0.02235	3.1105	0.1315	NA	0.07378	1.49081	0.42459	0.11058	0.1122	1.11836	0.47948	0.20224	0.03492	0.38151	NA	NA	2.02714	1.09015	NA	0.02955	NA	0.21727	0.05449	0.31513	1.86357	0.40718	0.53779	0.24687	0.15946	0.02912	0.35468	NA	0.21575	0.10977	0.07727	0.01557	0.01321	0.0392	0.06639	0.09048	NA	NA	NA	0.28278	0.01704	0.7204	NA	0.09215	0.90143	0.56201	0.1368	3.19807	2.83068	NA	NA	NA	NA	1.64602	0.12712	0.01305	0.32988	NA	NA	0.40923	0.40068	0.90118	0.92253	0.55095	0.93709	1.10661	0.05116	NA	1.07792	1.51225	0.42418	NA	NA	0.05981	1.73187	1.71221	0.39319	0.28345	0.05303	NA	0.01999	NA	0.01342	0.34049	0.5485	5.07691	0.81577	1.15919	NA	0.08573	0.14383	0.06686	1.76587	0.38324	0.78013	NA	0.28708	0.27344	0.02926	0.09318	0.01514	0.06272	0.05248	0.05454	0.6792	0.01595	0.9717	1.04204	0.02714	0.64349	0.28754	0.48053
GH13_23	NA	0.02869	0.04563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02991	NA	NA	NA	0.02121	0.03359	NA	NA	NA	0.01161	NA	NA	NA	0.01595	NA	NA	NA	0.01783	0.02911	0.01107	0.04246	0.09328	NA	0.01509	0.01808	NA	NA	NA	NA	NA	NA	NA	NA	0.02915	NA	NA	NA	NA	0.02332	NA	NA	NA	0.01632	NA	NA	0.01608	NA	NA	NA	NA	NA	NA	0.07333	NA	NA	NA	NA	0.03664	0.02089	NA	NA	NA	NA	0.01824	NA	NA	NA	NA	0.03052	0.0139	NA	0.01739	0.02017	NA	NA	NA	NA	NA	NA	NA	0.01112	NA	NA	NA	NA	0.01437	NA	0.01763	NA	NA	NA	NA	NA	NA	NA	0.02574	NA	NA	0.01047	NA	NA	NA	NA	NA	0.02053	NA	NA	NA	NA	NA	NA	0.04673	NA	NA	NA	NA	NA	NA	NA	0.01719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00602	NA	NA	0.05048	NA	NA	NA	NA	NA	NA	0.01365	NA	NA	NA	NA	NA	NA	NA	NA	0.13474	0.03287	NA	NA	0.01758	0.04139	NA	NA	NA	NA	NA	0.01456	0.01547	NA
GH13_25	NA	NA	NA	NA	NA	NA	NA	NA	0.04345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06264	NA	0.03214	NA	0.12429	0.08571	0.16084	0.21808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18489	0.15319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08297	NA	NA	NA	NA	NA	NA	NA	0.03925	NA	NA	NA	NA	NA	0.15664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01408	0.14421	NA	0.18	0.17768	NA	NA	0.13892	0.14083	0.04311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02932	0.01008	NA	0.08549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH13_26	NA	NA	0.02747	NA	NA	NA	NA	NA	NA	NA	NA	0.02297	NA	NA	NA	NA	NA	NA	NA	NA	0.15838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01612	0.08223	0.16104	NA	0.05334	NA	NA	NA	NA	NA	NA	NA	NA	0.04374	0.01918	0.17566	NA	NA	NA	NA	NA	NA	0.01836	NA	NA	NA	NA	NA	0.08536	NA	NA	NA	NA	NA	NA	NA	1.06697	NA	NA	0.02099	NA	NA	NA	NA	NA	NA	NA	NA	0.11226	NA	NA	NA	0.01663	NA	NA	NA	0.08377	NA	NA	0.01954	0.02485	NA	NA	NA	0.05461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0155	NA	NA	NA	NA	NA	0.51724	0.04709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03914	0.11158	NA	NA	NA	NA	0.01692	NA	NA	NA	NA	NA	NA	0.09363	NA	NA	NA	NA	NA	NA	NA	0.04411	NA	NA	NA	NA	NA	NA	0.02149	0.1606	0.02806	NA	NA	0.0201	NA	NA	NA	NA	NA	NA	0.01879	NA	0.02229	NA	NA	NA	0.01863	0.01326
GH13_28	43.09607	11.76904	0.2733	117.35207	14.37668	66.37951	72.19879	25.39136	33.65563	0.05135	30.45303	13.29633	18.8132	33.91334	31.49682	35.73643	14.75468	140.35735	11.18498	15.264	0.22404	98.1123	39.13157	0.32465	53.08769	NA	44.11339	30.56534	23.17174	21.10398	52.47134	35.64227	56.41379	72.27132	19.09314	23.56924	30.19542	7.08809	44.52301	30.09057	32.60517	34.35332	57.71933	30.89993	61.01655	14.07688	33.83639	51.6469	65.33767	90.49721	21.29934	14.77899	21.75649	33.13665	8.40603	20.28342	22.10547	18.51008	17.12539	1.80666	93.43323	40.24433	8.60665	7.88952	140.89814	113.71386	110.81952	137.70167	277.1071	11.12245	13.70708	49.3208	9.81262	19.18241	14.95858	3.44164	31.09898	116.70411	160.72215	138.61751	50.29426	24.93728	16.04721	90.312	71.91588	108.6887	45.04533	59.28981	9.02595	46.71248	61.93838	23.83082	60.77372	29.08566	19.95854	28.88516	46.39272	38.45994	17.21165	27.01916	18.21682	1.02476	64.72641	59.6922	36.09053	45.638	22.45262	91.57899	19.35427	10.39439	3.47919	13.45183	157.29898	60.76196	36.6653	31.99421	34.1376	77.08495	170.86331	52.72842	20.91215	6.82348	87.86517	38.50784	6.48699	14.06707	18.62028	63.92616	13.03304	45.54756	32.66028	13.42756	41.04968	33.35656	19.83493	30.07353	46.12388	47.08334	35.55726	44.11851	70.12705	25.14899	29.5959	NA	10.98479	23.94845	16.21099	22.25113	49.46976	30.43302	71.61266	13.64046	36.08592	2.4459	11.60676	25.33959	34.37841	28.11021	32.44448	11.89391	54.18858	20.29145	27.09005	42.93706	14.4257	26.80156	12.22484	54.19018	8.91681	6.72073	25.86979	54.91638	19.19975	6.17982	15.6062	30.85088	29.69038	22.70772	53.51417	52.50765	7.68277	105.66519	59.34454	171.20756
GH13_29	20.71114	7.34281	3.57069	9.3424	5.02429	6.14844	5.9992	3.55542	2.74088	5.76886	5.61638	4.88399	3.76362	6.53294	9.35456	5.39344	5.70014	3.17037	25.90874	20.43901	13.34982	7.00298	4.47653	2.6035	4.15765	7.30405	7.39257	6.35214	5.19171	5.24621	10.84702	12.75589	18.33351	22.78383	13.35254	11.56648	16.9665	12.95474	11.75243	11.35119	3.14181	3.16506	5.27914	5.20923	9.24859	7.88335	17.05669	7.21121	12.00625	3.43508	2.14895	5.87031	4.12917	4.76972	5.65115	9.0973	4.03394	5.31655	13.26612	28.46691	6.04021	12.30393	13.01857	11.50187	4.78932	2.71483	4.93655	5.53542	13.80505	14.32309	9.10327	9.25463	4.54416	8.1363	8.1916	10.2079	17.57055	21.4185	2.35821	5.66063	17.87133	12.28175	4.66051	6.005	10.23871	8.74157	5.46237	3.22284	1.38722	5.70085	5.92452	3.64398	6.53176	11.58474	0.89861	1.10197	1.45522	7.21693	3.64047	4.57104	7.30192	7.54799	1.592	6.90527	9.04083	7.52929	1.50408	25.64602	4.22036	7.58911	21.35289	6.29618	3.13503	3.48236	3.35398	11.73725	11.47884	4.79943	6.11251	7.59925	8.29472	5.81827	10.08625	8.5753	11.55402	7.96223	9.28877	5.07402	8.4498	2.95536	3.76034	5.59806	5.70104	5.02642	7.19316	4.16472	7.24418	7.69097	8.13235	10.93275	4.15702	5.7576	4.54475	11.56454	10.68928	4.19181	6.07158	4.61884	6.54627	4.15719	3.82872	5.55879	5.0441	7.38056	6.69788	2.64733	6.20177	15.05819	6.34051	9.78618	9.20701	8.25373	12.07957	12.1985	3.45387	2.08095	7.52688	4.51717	15.95671	8.58406	12.72408	16.78418	6.38236	5.95477	8.34552	21.08007	14.05664	14.32517	4.10476	4.10306	7.82036	6.2662	4.13934	3.43381
GH13_3	8.46424	3.32656	50.16855	4.55623	4.60473	8.47496	10.57226	0.42344	4.23888	1.30294	1.52249	0.92006	0.23493	8.13818	3.55923	19.58773	4.12517	12.61172	5.49718	17.46148	4.36435	2.77093	3.58678	3.80099	3.75403	7.16129	4.08761	3.06275	1.57975	6.96139	9.35208	3.8882	4.31569	6.37996	1.11315	1.80887	32.50112	13.03088	20.81124	18.30415	1.95949	0.8677	0.056	0.19288	23.10286	4.12691	36.63587	22.40946	5.94755	2.96603	2.57983	0.79626	4.6931	5.3598	5.94591	16.83937	2.20469	11.37239	25.31899	20.14076	13.66605	29.23544	13.84455	13.82425	3.41923	1.58028	12.46893	2.87894	0.42485	3.61931	19.00671	0.17689	3.54535	13.45506	5.23855	6.60747	25.0416	55.58366	4.67605	4.85182	14.66466	15.13648	0.10216	1.57445	28.97777	17.91097	2.01349	15.16219	2.77492	4.96175	7.5961	1.53379	5.01255	7.39806	0.2494	0.63036	28.08827	11.19008	5.77939	3.17843	1.0476	0.79886	0.80093	1.36495	3.06794	3.22521	0.04467	23.72981	14.71716	0.02106	0.02694	4.23395	49.88114	21.79106	0.42304	21.24345	18.98938	34.71246	56.86397	25.47178	7.76495	0.21653	2.72345	3.85697	0.38858	3.25636	10.68791	13.59881	0.07672	10.46237	5.06128	0.44164	8.88188	2.38096	2.27944	3.79612	4.39503	4.60868	10.234	11.42241	11.34871	3.22211	7.90309	0.07971	NA	4.17595	2.51246	0.43314	2.93014	2.56973	8.66803	6.55206	7.99036	2.87449	6.81006	2.43241	0.60633	1.61846	1.41926	1.39257	10.38672	2.80981	2.34297	2.19487	8.0724	9.35289	8.9573	22.64081	2.83902	0.50096	16.90759	26.29589	2.33078	2.27534	0.66735	2.23213	28.67786	0.77573	20.47789	27.35818	0.78615	22.21088	17.75347	4.07157
GH13_30	6.3123	4.93573	32.44232	4.74253	7.03213	11.46713	15.17556	0.70121	4.48471	0.88031	2.99156	0.71231	0.71456	9.46527	3.39347	15.11734	4.26093	17.05842	3.8448	8.80972	3.0356	3.85144	2.6786	2.91444	2.85053	4.10833	0.90557	1.44099	2.84675	9.90374	11.46318	5.12588	3.53347	4.77503	1.71259	1.96154	27.34374	10.06908	28.93572	23.25968	2.60487	1.90199	0.86531	5.16891	13.14005	2.1259	18.23784	8.90615	2.62616	3.62982	2.21615	1.29063	7.39356	8.69143	7.42759	16.79693	0.80171	4.05281	19.55698	9.00756	21.72282	30.19342	11.44658	10.78356	4.5402	2.22839	19.44323	4.10602	0.44135	3.59919	23.34462	0.41057	3.76134	16.31035	5.40247	9.5719	35.96394	81.22883	6.21579	4.90669	8.8518	20.84142	0.34395	2.02611	33.07804	24.53972	3.3727	24.20833	2.67785	4.62005	10.25948	1.60951	5.76441	9.16387	0.04083	0.12255	19.44384	9.20777	0.95426	0.71215	0.35582	0.14229	1.68175	2.22985	4.89536	5.58597	NA	15.31094	4.33671	NA	NA	3.53935	83.22287	34.83627	1.60096	19.4703	19.82385	58.12663	94.07328	26.72851	11.0662	0.02559	5.36568	3.8739	0.57125	1.80018	7.93154	13.58802	0.53751	14.22749	7.33677	0.88004	11.44963	3.82145	2.37655	4.33441	6.15248	5.68536	8.77637	8.8534	16.08584	5.116	1.69574	NA	0.01477	2.60864	1.86071	0.87726	2.96839	4.0456	11.02663	7.53445	11.79479	3.05235	8.41878	0.16539	0.59579	0.05542	1.91742	2.79225	16.41027	5.82841	5.99635	4.76741	8.91228	10.39413	7.45821	22.58133	5.45612	0.75525	14.33163	31.95279	4.48546	3.37196	1.04527	3.81627	14.63296	2.69223	18.92555	29.31565	0.96667	26.05659	19.58783	5.36035
