feature	SRR5866258	SRR5866262	SRR5866263	SRR5866264	SRR5866265	SRR5866266	SRR5866267	SRR5866270	SRR5866271	SRR5866272	SRR5866273	SRR5866274	SRR5866275	SRR5866276	SRR5866277	SRR5866278	SRR5866279	SRR5866280	SRR5866281	SRR5866282	SRR5866283	SRR5866284	SRR5866285	SRR5866286	SRR5866287	SRR5866288	SRR5866289	SRR5866290	SRR5866291	SRR5866292	SRR5866293	SRR5866294	SRR5866295	SRR5866296	SRR5866297	SRR5866298	SRR5866299	SRR5866300	SRR5866301	SRR5866302	SRR5866303	SRR5866304	SRR5866305	SRR5866306	SRR5866307	SRR5866308	SRR5866309	SRR5866310	SRR5866311	SRR5866312	SRR5866313	SRR5866314	SRR5866317	SRR5866318	SRR5866343	SRR5866344	SRR5866345	SRR5866346	SRR5866347	SRR5866348	SRR5866349	SRR5866350	SRR5866351	SRR5866352	SRR5866353	SRR5866354	SRR5866355	SRR5866356	SRR5866357	SRR5866358	SRR5866359	SRR5866360	SRR5866361	SRR5866362	SRR5866363	SRR5866364	SRR5866365	SRR5866366	SRR5866367	SRR5866368	SRR5866369	SRR5866370	SRR5866371	SRR5866372	SRR5866409	SRR5866410	SRR5866411	SRR5866412	SRR5866413	SRR5866414	SRR5866415	SRR5866416	SRR5866417	SRR5866418	SRR5866419	SRR5866420	SRR5866421	SRR5866422	SRR5866423	SRR5866424	SRR5866425	SRR5866426	SRR5866427	SRR5866428	SRR5866429	SRR5866430	SRR5866432	SRR5866433	SRR5866439	SRR5866440	SRR5866443	SRR5866448	SRR5866459	SRR5866460	SRR5866462	SRR5866463	SRR5866464	SRR5866465	SRR5866466	SRR5866467	SRR5866468	SRR5866489	SRR5866490	SRR5866491	SRR5866492	SRR5866493	SRR5866494	SRR5866495	SRR5866496	SRR5866497	SRR5866498	SRR5866499	SRR5866500	SRR5866501	SRR5866502	SRR5866503	SRR5866504	SRR5866505	SRR5866506	SRR5866507	SRR5866508	SRR5866509	SRR5866512	SRR5866514	SRR5866515	SRR5866517	SRR5866518	SRR5866519	SRR5866520	SRR5866531	SRR5866532	SRR5866533	SRR5866534	SRR5866535	SRR5866536	SRR5866537	SRR5866541	SRR5866542	SRR5866543	SRR5866544	SRR5866545	SRR5866546	SRR5866547	SRR5866548	SRR5866558	SRR5866559	SRR5866560	SRR5866561	SRR5866562	SRR5866563	SRR5866566	SRR5866567	SRR5866570	SRR5866571	SRR5866591	SRR5866592	SRR5866593	SRR5866594	SRR5866595	SRR5866596	SRR5866597	SRR5866598	SRR5866599	SRR5866600
GH54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.80001	2.73649	NA	NA	NA	1.6799	0.43752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH55	76.71145	30.73484	54.60006	24.34562	50.24883	1.99041	3.23786	25.67545	5.1885	30.57309	18.17522	15.01823	25.06151	39.56761	26.151	29.20911	37.18284	2.15273	89.18362	34.38485	125.1614	23.43755	15.6635	107.38826	28.83074	62.34413	4.49745	25.3677	9.81061	5.45279	10.33253	5.55738	130.10631	112.48134	19.9975	22.0088	35.26763	85.01009	19.54248	15.39974	58.51419	54.03876	16.8719	16.88476	19.7284	16.60762	9.72443	18.33588	95.87339	57.44489	100.79573	172.33842	11.18509	10.35214	45.2865	54.69921	73.02146	19.31184	8.99382	7.82855	42.59339	15.6712	7.78461	7.6315	5.64113	4.42583	12.58991	3.68096	1.77644	4.74463	12.42932	1.10892	24.03631	34.75093	15.47098	8.39136	13.21665	8.6147	24.21428	26.36564	12.58031	13.4305	15.70546	50.43961	26.10565	27.40935	24.9482	17.10625	14.77873	18.96002	5.46784	16.35993	11.33546	14.94067	12.10261	11.56782	4.83153	12.53532	1.20974	5.26736	1.6016	3.35096	2.82882	6.15304	2.89723	4.41469	22.63211	24.68335	11.22627	24.32668	29.04808	11.25487	5.63793	9.70306	127.83095	42.79074	35.98316	5.71964	4.20841	59.48851	43.85667	25.8475	9.54884	16.37689	6.09283	8.34499	6.74844	4.24313	17.69795	12.79625	27.7316	10.9975	4.89467	6.78857	8.70482	10.61239	18.99693	19.52931	36.70308	30.54989	13.34883	7.53703	27.86581	22.95832	14.39338	14.05364	13.34627	14.3658	13.93293	8.53806	3.10781	77.83367	27.83181	23.11499	69.81411	7.46355	3.69729	4.16557	3.32969	3.15772	7.63527	8.52484	13.96174	13.58789	94.07572	12.28691	48.46723	13.50346	17.68479	13.40153	30.16892	16.18371	118.18702	115.29214	10.89837	8.03982	11.23249	15.44036	11.01627	13.13113	6.16702	14.30987	13.9931	2.84713
GH56	0.12773	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9329	2.84202	0.99053	NA	NA	NA	NA	0.56785	NA	NA	NA	NA	NA	NA	NA	NA	0.06368	NA	NA	NA	3.10026	3.31553	NA	NA	0.03458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99937	1.30025	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.15988	NA	NA	NA	NA	NA	NA	NA	0.26538	1.72491	NA	1.66019	NA	NA	2.31863	0.08045	2.01178	0.28136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37876	NA	NA	NA	NA	NA	NA	NA	0.22668	NA	0.22769	NA	NA	0.31654	1.25711	0.044	2.22801	NA	NA	NA	NA	NA	NA	0.47731	0.57798	5.99561	NA	NA	NA	NA	NA	NA	NA	0.19162	NA	NA	NA	NA	NA	0.05361	NA	1.47788	0.96443	0.22652	NA	0.3911	NA	NA	0.11043	NA	NA	NA	0.12536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79775	0.19101	NA	NA	0.09239	0.14728	NA	NA	NA	0.15215	NA	0.10884	0.54416	NA	NA	0.12237	NA	NA	NA	NA	NA	NA	NA	1.38371	NA	NA	0.06264	NA	NA	NA	NA	NA	NA	NA	0.11795
GH57	81.00013	108.72608	95.13827	49.04142	69.95192	170.95524	87.35966	81.62932	100.01072	135.18651	76.52042	66.64072	106.69395	60.55713	43.87693	60.71087	56.8977	10.13944	99.1224	71.13859	122.25967	52.21268	46.48537	127.41245	90.22443	76.04828	53.6469	83.93395	115.33116	95.15913	84.70556	94.82173	149.19911	124.18569	91.70222	98.00721	106.12634	131.24744	83.18784	52.65042	100.43077	99.45524	59.41964	40.07615	43.92375	30.06566	52.61486	31.74313	150.02368	64.92412	122.62116	125.76657	113.95892	114.27403	115.61766	106.07598	103.41159	52.09081	12.21433	32.0536	59.51744	35.43162	64.81653	67.92614	188.16576	179.05373	51.83985	150.52704	51.85053	100.73124	34.61579	41.11293	88.17387	124.33591	102.21192	124.10325	46.21053	48.25181	46.78162	50.60312	57.34046	81.57434	110.28046	81.10056	48.74895	24.75104	57.13016	55.29293	61.35378	64.00181	23.88746	96.23402	81.2248	57.75018	75.76885	68.00028	90.84153	81.907	81.635	81.53757	82.16871	59.63097	185.48364	160.72461	103.05295	99.98065	81.38339	41.83113	32.11449	54.71117	76.49401	196.69774	33.03182	64.47532	137.98431	68.63193	73.44502	49.6455	66.63599	121.81708	91.87085	113.74236	103.94909	53.65292	50.42998	87.31111	51.33441	59.26238	39.91493	91.50811	80.07619	188.62017	42.06975	58.51118	156.93636	220.43616	126.38415	126.68547	107.84231	116.18289	70.26567	46.71755	59.67127	59.07996	62.97932	77.5257	48.08333	57.05403	67.37493	113.1545	141.85195	124.37759	107.31427	66.60302	119.83528	59.13673	71.11273	61.18861	54.7801	66.67482	75.12502	182.69955	213.88839	92.62684	117.55162	73.40177	69.86414	34.285	118.32172	218.94442	70.9186	52.77354	103.54218	115.14857	142.19692	128.5067	65.68	141.64516	71.07992	67.54364	164.37153	48.86433	85.15599	202.78542
GH58	NA	NA	NA	NA	NA	NA	NA	0.47006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01668	0.18305	0.85793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.799	0.18271	0.32542	2.83233	NA	0.03019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.37309	0.03982	0.9199	3.37926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07042	NA	NA	0.05352	NA	NA	NA	NA	NA	NA	0.4259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11789	0.02957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.03806	0.22197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH59	19.96094	3.01271	1.12827	12.12668	15.44548	9.35777	17.55304	10.68687	4.88738	4.45003	21.46056	19.58621	12.81506	6.79825	10.90205	13.33589	7.57163	15.65301	19.42216	1.68781	0.74757	11.06334	37.59924	3.27566	31.13953	2.30607	22.37085	37.92017	6.35307	4.61171	19.09007	33.72838	13.05983	18.91681	8.75389	8.46997	13.90273	31.2165	1.464	2.64615	16.29951	11.53373	10.60765	9.24176	8.60877	9.19948	5.09672	3.69527	0.41143	14.84714	17.13819	12.1589	8.59879	2.27614	7.08639	13.99182	11.56427	15.2919	5.77617	4.00342	5.40619	15.19422	28.84401	28.14595	9.43604	12.66498	22.54539	14.01195	2.89888	0.23929	3.16067	16.3494	12.08267	1.45191	24.5532	8.01186	8.69508	6.53025	21.14562	14.60511	11.5759	15.73881	49.44253	19.57227	14.82044	25.86096	12.83389	4.25695	15.4795	8.51779	5.77551	5.1116	11.69145	22.4882	3.42915	7.30454	2.12412	9.28956	13.53748	24.54184	16.41954	13.61945	3.75769	4.57656	12.77509	7.58082	12.70167	6.57894	10.98648	30.56208	26.50921	10.50875	13.29005	18.53773	13.04561	8.07161	5.69382	9.20306	10.71737	2.18944	2.65561	6.76395	15.30577	9.67654	12.22733	2.08834	11.39995	14.00839	5.90766	9.66196	9.81424	14.90767	4.94516	3.92865	17.23215	10.17382	16.17668	17.55138	6.72789	5.50958	6.59012	9.02882	9.24134	5.53228	26.63497	11.10911	7.28527	6.03693	9.94341	16.70246	5.84627	19.89709	20.93493	19.25989	19.04206	31.7498	16.87167	45.21694	26.34296	7.30682	2.38534	3.56532	3.96463	4.98433	8.98127	19.2286	16.17484	19.39557	5.82303	4.48864	3.69188	2.28324	46.52672	48.69213	8.37734	4.2601	15.33954	7.0439	5.81428	3.08312	27.56305	8.87391	19.03016	4.43729
GH5_1	18.34945	2.49646	NA	12.01631	12.06292	7.55022	7.94262	18.84122	3.66116	1.34975	24.23679	35.48034	23.10561	14.65416	28.66424	14.32217	14.41782	7.73732	22.52863	0.22829	0.0279	15.31807	34.24297	0.03831	20.09962	0.03121	15.10713	22.82347	2.61023	0.67633	16.16643	45.35673	6.9913	11.92656	5.60189	6.03549	9.574	17.07238	0.28962	0.55378	11.33957	8.40123	7.29903	6.54116	4.50301	10.84048	2.94085	3.2676	0.28443	2.68421	0.99074	0.51306	7.31163	5.33244	2.62356	0.1353	8.35043	9.46684	3.54572	1.70584	1.3052	1.81913	22.84532	23.49711	10.04684	14.71721	17.10141	10.48909	1.72637	0.02261	1.14877	15.82923	9.13919	0.43636	23.57811	6.72263	9.74721	10.21907	11.45624	11.02	1.45515	8.22482	23.66795	10.51867	9.22879	17.52893	8.97901	3.17527	19.59008	8.53414	2.89885	2.9193	6.84542	13.16841	5.62165	7.92907	8.0481	19.43778	7.98931	3.62949	1.1261	5.8204	1.95852	3.38865	16.37452	2.56914	14.25903	1.01039	7.81569	30.92467	21.57574	5.30076	2.66693	4.63561	6.09948	NA	NA	5.06634	2.28422	NA	NA	5.1897	19.69427	6.02418	10.16956	1.6305	17.23451	4.2762	0.93084	9.07117	9.65789	16.17312	3.90053	4.87276	7.04887	11.0473	11.93696	13.22264	12.6857	9.79374	4.7207	5.49155	5.36882	1.13973	23.06399	3.5844	3.36472	1.76893	2.69262	26.79294	3.2091	5.15111	10.20219	3.30346	3.63798	53.05967	7.60934	26.82916	14.74906	2.99826	1.50808	2.94707	3.40343	3.7965	7.71377	12.37078	12.97286	7.75677	1.43989	1.04484	1.86388	1.23383	19.13906	32.26237	6.18597	0.08532	16.64202	2.57277	1.62854	1.64061	11.17719	1.47626	10.57463	2.33132
GH5_12	NA	NA	NA	NA	NA	NA	0.11972	NA	NA	NA	NA	0.10915	0.02	NA	0.0319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02964	NA	NA	NA	NA	NA	NA	0.06263	NA	NA	0.02485	NA	NA	0.68192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02919	NA	NA	NA	NA	NA	NA	NA	0.0398	NA	NA	NA	NA	0.03933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02499	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.20855	0.09248	NA	0.07224	0.04093	NA	0.05456	0.03262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08306	NA	NA	NA	NA	NA	NA	NA	0.03361	NA	NA	NA	NA	NA	NA	NA
GH5_13	9.29565	18.06147	13.08464	4.01711	3.74213	0.57427	0.96916	6.9267	4.09281	14.60509	4.56925	2.12184	3.77253	3.91177	3.49004	3.44943	3.90759	0.8407	11.37776	13.47571	10.39617	4.02856	5.54678	13.47076	13.24671	8.27044	4.16184	7.16254	5.57954	4.15952	2.42851	1.40497	10.04211	6.33825	14.75976	14.26149	32.64195	18.988	5.49153	3.39969	11.09646	10.88185	22.64174	27.58607	6.25331	3.84774	5.78761	6.58613	40.19352	12.87929	19.376	25.57775	4.21051	4.16278	44.92381	16.53203	21.01581	9.55225	0.5141	1.03784	5.97245	9.70323	7.39016	6.00455	8.61726	13.15564	9.34308	9.48573	0.0499	0.09844	2.94821	1.04075	9.71196	10.14084	5.52789	19.54894	3.93753	2.02593	6.57149	4.67687	5.57748	8.61565	6.9092	3.67442	1.22844	1.94308	5.9452	6.34321	7.01755	3.34	2.64381	5.40748	5.84808	4.40867	6.19212	6.20418	2.54049	6.52459	12.46862	9.63372	8.55244	8.29302	3.60981	1.77848	3.78647	5.31307	6.3364	6.28376	8.18637	69.25691	74.50852	5.72936	1.36999	2.98984	6.0543	36.70781	39.74567	1.49419	1.77807	55.70022	38.80747	7.35777	5.50573	4.97566	2.59424	3.83868	7.30772	3.33015	15.29632	9.47877	4.00177	5.52542	2.51196	2.11842	13.59887	5.71636	10.66863	8.28405	10.38954	3.82437	5.729	5.42131	14.30844	60.56735	63.13184	4.02006	5.59456	3.36874	2.70757	2.86779	0.28522	1.70773	0.87572	1.51774	1.56221	9.78623	1.89005	4.11617	1.97865	6.70452	1.52905	2.65642	4.85652	4.9135	2.41001	4.14865	1.21652	1.11139	1.3517	5.69477	4.55344	5.44227	4.79224	4.18693	4.8443	4.15804	1.5561	3.98221	14.15031	15.18541	6.16746	11.78724	27.10087	2.50355
GH5_18	1.21212	0.174	3.29298	0.49808	0.43195	0.13645	NA	NA	0.10552	NA	NA	NA	NA	0.04602	0.11977	0.81713	0.0792	0.07534	0.43542	2.69849	0.41343	0.24341	0.18006	0.24332	0.0694	0.38458	0.30623	1.2248	NA	NA	0.19825	0.19342	1.56998	2.24112	NA	NA	13.06416	3.33095	NA	NA	NA	NA	0.01066	NA	0.15934	0.42321	0.02227	NA	NA	NA	0.00577	0.01718	NA	NA	0.82775	2.53289	NA	NA	NA	NA	1.34603	4.78023	NA	NA	NA	0.08398	0.02031	0.10762	0.2054	2.54854	0.17665	0.15711	0.06344	0.15604	NA	0.02222	0.17734	0.09592	0.08832	0.19445	4.51115	1.99147	NA	NA	0.60689	0.09213	0.11002	0.33616	NA	0.10547	0.14683	0.07975	NA	0.13366	NA	NA	10.70313	3.07997	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.08615	0.03016	0.02815	NA	0.72729	NA	NA	NA	0.9423	0.49524	NA	NA	0.3016	0.11857	0.07108	0.07472	0.70574	0.06445	NA	1.05416	0.23232	1.6406	0.31097	0.17762	0.23051	NA	NA	0.23688	0.56316	0.72779	0.85357	3.61413	3.65296	NA	NA	0.03313	NA	NA	1.99815	0.8018	0.45829	2.1571	0.07689	0.04068	0.02129	NA	NA	0.0119	NA	0.04384	0.04443	0.03241	NA	0.02318	NA	0.01429	0.03444	1.27718	0.1348	0.96098	1.961	0.78125	0.16084	NA	NA	NA	NA	0.02072	NA	10.72488	NA	0.06547	0.0504	NA	NA	0.03648	NA
GH5_2	113.48304	78.10457	103.89682	172.71165	159.56823	204.31482	157.93244	138.30544	51.89896	64.87428	151.54849	182.40078	139.29934	119.74836	94.89575	103.70037	145.57017	139.11173	139.70352	90.98441	101.29058	179.36657	156.90233	103.05478	122.53099	105.00643	161.44711	137.93834	46.72832	72.4887	159.47728	239.35366	141.72707	131.692	83.78979	78.93854	87.71425	117.9079	85.05565	120.56951	95.09617	108.35407	180.43245	131.90614	103.2631	94.99403	58.77317	132.06119	106.56244	153.50644	139.16615	178.11886	78.18702	48.65778	91.22901	74.36565	166.10886	93.19671	120.10987	129.24315	105.40997	95.18118	101.30117	101.82943	74.50282	56.53164	124.83699	97.71779	22.99057	55.63363	124.91279	89.22369	150.36713	59.02066	113.40948	108.5066	101.29915	89.35021	170.65934	77.22559	68.11283	104.41388	165.46165	173.87862	71.39488	87.35284	150.54369	67.40477	116.29048	43.54943	44.01038	36.40631	39.90671	63.36129	71.54605	77.90422	42.99766	74.56643	61.94114	132.5105	65.81924	127.96438	58.0642	58.52345	96.50778	75.72491	105.67648	110.71035	76.4095	199.33051	203.0327	171.70288	93.11207	61.2652	161.39527	182.02164	135.54721	81.39517	63.18586	134.79127	144.68878	69.14039	106.54888	59.81521	109.89201	32.49153	126.44993	119.11534	59.20051	51.32012	73.98064	159.65599	110.82633	66.33791	174.12241	179.82881	133.15392	128.1028	79.86823	65.757	91.99825	102.17491	89.66599	153.46226	184.21059	96.50744	89.95778	72.90466	99.30172	195.40105	195.43019	106.43954	83.82818	92.173	103.19102	115.86081	83.07801	52.03264	151.76421	66.19783	61.4489	98.03371	72.20041	113.90431	69.66425	71.02553	115.39804	81.4559	139.79551	181.32294	103.75753	120.6717	157.00248	142.37135	160.89089	112.88377	104.0414	151.6121	48.29351	51.98343	197.41318	88.43979	107.11004	43.36827
GH5_21	14.92669	2.66986	4.08505	0.04316	0.20095	140.75143	50.19005	0.05798	8.22844	6.40879	5.95576	2.0885	8.11072	8.60309	16.30915	13.27707	22.43677	1.42402	22.70171	2.90511	1.82755	0.03747	6.94518	3.128	23.50934	3.66446	2.51109	8.08599	30.13122	22.77262	61.84195	72.95092	5.5738	3.61586	22.64928	19.9374	13.81389	10.68509	13.92601	10.06473	11.55902	10.54525	15.42729	14.78726	5.93405	1.28098	1.45204	2.59444	19.43835	7.55322	11.70745	39.99603	28.3582	18.06063	19.79938	13.61535	0.47906	0.66615	0.04432	0.03571	8.5885	3.75037	0.02292	0.05025	3.57127	2.84662	0.19113	1.91642	0.4521	14.79668	0.91762	0.34221	1.88829	1.47527	23.05881	36.9853	21.40044	8.71028	3.45007	3.41887	1.52373	1.88282	7.61954	8.1527	11.00925	1.51901	0.80357	0.6857	1.59104	0.7971	0.97111	3.65282	0.76249	6.22955	0.04479	NA	0.47317	1.0874	5.0946	28.83848	15.82888	15.00912	120.05621	106.77469	68.30327	79.0712	0.03566	1.81855	0.44896	19.60578	22.1482	125.27586	0.4024	1.93361	17.3342	11.28431	11.78144	0.79596	0.53739	17.73166	11.29493	4.14952	1.52372	1.80631	0.25697	0.3009	0.69605	0.20817	4.97078	1.32439	0.29473	98.79657	1.37071	3.7124	149.78842	230.06292	58.58804	58.9327	2.42815	1.09407	3.69521	4.3591	1.10444	17.31212	19.53401	1.61334	1.76105	0.555	1.64102	53.09687	107.80008	44.08541	8.26481	15.05732	44.78451	NA	7.51828	5.95144	2.50598	19.09866	3.4331	104.88491	131.04344	24.05748	12.55277	0.74517	7.86154	0.27955	68.5655	124.37649	11.25848	16.39428	13.54716	22.70059	120.84404	114.58445	10.2756	124.25999	0.40878	2.34408	174.24488	1.50832	0.84493	1.56587
GH5_22	0.19146	0.39029	NA	0.12854	0.29008	0.12522	0.27315	0.58569	1.2339	1.07	0.48105	0.70972	0.30803	0.56858	0.41759	1.02215	0.77208	0.41119	0.10743	0.42951	0.18975	0.14933	0.02367	0.52044	0.14349	0.19409	0.0772	0.095	0.68552	0.5409	0.04429	0.03635	0.30336	0.37687	0.08629	0.11334	1.39134	0.53755	0.05561	0.38247	0.47977	1.01708	0.21027	0.66597	0.34232	0.21126	1.04736	0.03822	0.06412	0.02483	0.24596	0.13438	0.64344	0.42811	0.11023	0.18298	0.21841	0.01494	1.46758	0.50059	0.27416	0.16014	1.04524	1.18935	0.30744	0.16689	0.37683	0.31418	0.13869	0.49243	0.82695	0.28908	0.15321	0.30934	1.21149	0.53956	0.17616	0.35547	0.25385	1.27987	0.33677	1.77172	0.0968	0.02067	0.63226	0.61638	0.58605	0.6483	0.08817	1.46562	1.78748	1.5553	2.66543	0.97332	0.25454	0.35094	0.87108	0.99786	3.33486	1.1652	3.25262	1.37125	0.03592	0.18475	0.10912	0.02992	0.08252	0.02178	0.39059	0.58214	0.59107	0.20651	0.48672	0.44719	0.11551	0.36325	0.35	0.316	0.33663	0.1021	0.18605	0.25635	0.49914	0.72636	0.60605	1.37544	1.12127	1.57508	1.7173	0.48928	0.74234	0.1954	0.74215	0.92543	0.05221	0.09939	0.19599	0.05973	0.67904	0.57378	0.63031	0.80453	0.13441	0.25846	0.53144	0.70076	1.21789	1.28153	1.01512	0.33986	NA	0.16225	0.26173	0.41347	0.23312	1.05745	0.49408	1.47377	0.289	0.32422	0.87693	0.18358	0.17752	0.51222	0.17523	0.78227	0.36012	1.42356	0.26872	0.18175	0.39557	0.25352	0.36841	0.45286	0.05262	0.17384	0.10261	0.05486	1.63999	1.93097	0.0479	0.49082	1.325	0.10628
GH5_25	NA	NA	NA	9.02558	16.47933	0.03691	NA	8.29633	0.18836	0.11184	0.29904	1.38229	1.67433	0.24596	0.05245	0.04675	0.53167	NA	NA	NA	NA	7.59889	NA	NA	0.03853	NA	NA	NA	17.39102	21.79223	0.05441	0.04247	60.78447	50.40236	0.015	0.23225	0.76471	26.05728	NA	NA	0.63569	0.05941	NA	NA	1.32814	4.01242	0.91191	0.11934	NA	NA	NA	NA	9.48518	12.18272	NA	NA	0.27541	0.18043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10839	NA	NA	NA	NA	4.70879	0.06942	0.61108	0.22193	0.24175	1.84354	2.27691	5.0633	NA	NA	5.28972	5.15862	3.85814	3.9533	NA	0.79884	0.55607	0.08629	0.0426	1.16729	NA	NA	0.60887	1.61262	1.62184	8.74446	2.98456	3.18137	0.22279	0.07456	0.28554	0.31503	NA	0.04765	0.09234	0.03005	NA	0.21436	0.06018	0.08445	NA	NA	NA	NA	NA	NA	NA	0.84579	0.55842	1.09033	1.51051	0.99232	1.55658	1.4713	0.129	1.42234	1.80924	1.00561	0.25477	0.31706	0.52054	0.0255	0.37502	0.33035	12.80264	3.53457	0.20769	2.33291	0.03688	NA	NA	0.06919	0.19167	NA	NA	NA	0.02201	NA	NA	NA	NA	NA	0.48666	0.48767	0.20277	1.35839	0.0481	NA	0.07676	0.16419	NA	NA	NA	NA	0.23065	0.23307	NA	NA	NA	NA	0.31024	0.23488	NA	0.86439	0.23346	0.26969	0.9346	0.07328	0.33163	NA
GH5_26	1.1527	0.59163	1.66922	0.02205	NA	0.14357	NA	NA	0.57527	NA	0.03583	0.67456	0.04087	13.08139	7.68232	6.27373	12.23521	NA	1.3615	0.64377	4.44734	0.03814	0.93143	2.82626	0.20923	2.35857	0.2467	1.51633	1.45136	0.75309	NA	NA	4.74974	4.80607	0.2481	0.42696	0.19852	1.49596	NA	NA	0.61733	1.51802	0.01324	NA	0.22094	0.47519	0.33665	0.08628	0.4445	0.19407	0.58524	1.39801	2.24372	1.98606	10.6981	16.56447	NA	0.03683	NA	NA	12.87886	4.18085	NA	NA	2.49416	3.10052	NA	3.14638	NA	NA	0.08105	NA	0.38535	0.31595	1.17188	0.44225	0.13896	0.13231	0.2146	0.17718	NA	0.14484	3.54979	16.93935	0.17488	0.19168	NA	NA	0.81879	0.02563	NA	0.13536	NA	0.22961	0.15759	0.04893	0.20898	0.30751	NA	NA	0.04525	NA	0.42381	0.18972	0.5289	0.41349	0.10597	0.48517	NA	0.19356	0.20516	0.04112	1.05411	2.50412	47.21247	0.21325	0.46555	0.65236	0.97228	1.799	0.38641	1.8965	0.96381	0.71871	0.06564	0.534	NA	NA	NA	NA	NA	0.09335	0.15179	0.11164	0.02199	NA	0.02364	NA	0.6777	0.58674	0.54222	0.04283	NA	0.09713	0.02352	0.07768	0.11327	0.20044	NA	0.27813	0.04895	0.08994	0.77113	0.03709	0.13858	NA	NA	NA	0.01969	NA	NA	0.01686	0.04491	NA	NA	NA	0.03434	NA	NA	0.0246	NA	NA	43.60142	45.69282	2.13609	1.75717	NA	1.8072	0.05438	NA	0.93871	0.02131	NA	5.78171
