Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25368323,AMPLICON,502,29606454,PRJNA944997,SAMN36658621,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17644315,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107374,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP12,42.4440 N 76.5019 W,342TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,342TP12,SRP450576
SRR25368324,AMPLICON,502,30379032,PRJNA944997,SAMN36658620,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17799735,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107373,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP11,42.4440 N 76.5019 W,342TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,342TP11,SRP450576
SRR25368325,AMPLICON,502,27582390,PRJNA944997,SAMN36658756,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16584962,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107372,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP10.2,42.4440 N 76.5019 W,342TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,342TP10.2,SRP450576
SRR25368330,AMPLICON,502,33084310,PRJNA944997,SAMN36658319,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20099680,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107367,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP07,42.4440 N 76.5019 W,342TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,342TP07,SRP450576
SRR25368331,AMPLICON,502,28633076,PRJNA944997,SAMN36658589,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17118587,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107366,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP11,42.4440 N 76.5019 W,321TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,321TP11,SRP450576
SRR25368332,AMPLICON,502,36832744,PRJNA944997,SAMN36658318,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22638435,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107365,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP06,42.4440 N 76.5019 W,342TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:36:00Z,1,342TP06,SRP450576
SRR25367474,AMPLICON,502,39321158,PRJNA944997,SAMN36658472,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25480082,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107190,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP08,42.4440 N 76.5019 W,335TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP08,SRP450576
SRR25367475,AMPLICON,502,51231108,PRJNA944997,SAMN36658741,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34849414,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107189,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP07.2,42.4440 N 76.5019 W,335TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP07.2,SRP450576
SRR25367476,AMPLICON,502,29472922,PRJNA944997,SAMN36658305,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17719689,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107188,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP07,42.4440 N 76.5019 W,335TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP07,SRP450576
SRR25367477,AMPLICON,502,45607704,PRJNA944997,SAMN36658304,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28078214,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107187,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP06,42.4440 N 76.5019 W,335TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP06,SRP450576
SRR25367478,AMPLICON,502,39407000,PRJNA944997,SAMN36658537,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25632179,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107186,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP05,42.4440 N 76.5019 W,335TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP05,SRP450576
SRR25367479,AMPLICON,502,33753476,PRJNA944997,SAMN36658073,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21959181,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107185,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP04,42.4440 N 76.5019 W,335TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP04,SRP450576
SRR25367480,AMPLICON,502,36261468,PRJNA944997,SAMN36658051,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23555154,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107184,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP04,42.4440 N 76.5019 W,321TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,321TP04,SRP450576
SRR25367481,AMPLICON,502,26153698,PRJNA944997,SAMN36658072,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15877865,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107183,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP03,42.4440 N 76.5019 W,335TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP03,SRP450576
SRR25367482,AMPLICON,502,35816194,PRJNA944997,SAMN36658407,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22802544,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107182,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP02,42.4440 N 76.5019 W,335TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP02,SRP450576
SRR25367483,AMPLICON,502,23961464,PRJNA944997,SAMN36657992,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13948570,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107181,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP01,42.4440 N 76.5019 W,335TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,335TP01,SRP450576
SRR25367484,AMPLICON,502,23867088,PRJNA944997,SAMN36658608,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13216666,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107180,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP12,42.4440 N 76.5019 W,334TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP12,SRP450576
SRR25367485,AMPLICON,502,30137570,PRJNA944997,SAMN36658607,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17228291,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107179,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP11,42.4440 N 76.5019 W,334TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP11,SRP450576
SRR25367486,AMPLICON,502,30619490,PRJNA944997,SAMN36658071,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17869566,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107178,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP10,42.4440 N 76.5019 W,334TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP10,SRP450576
SRR25367487,AMPLICON,502,25336944,PRJNA944997,SAMN36658070,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14260405,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107177,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP09,42.4440 N 76.5019 W,334TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP09,SRP450576
SRR25367488,AMPLICON,502,32214846,PRJNA944997,SAMN36658406,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20183971,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107176,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP08,42.4440 N 76.5019 W,334TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP08,SRP450576
SRR25367489,AMPLICON,502,27760600,PRJNA944997,SAMN36658721,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15886469,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107175,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP07.2,42.4440 N 76.5019 W,334TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP07.2,SRP450576
SRR25367490,AMPLICON,502,48032866,PRJNA944997,SAMN36658303,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31584872,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107174,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP07,42.4440 N 76.5019 W,334TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP07,SRP450576
SRR25367491,AMPLICON,502,38172080,PRJNA944997,SAMN36658050,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23271240,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107173,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP03,42.4440 N 76.5019 W,321TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,321TP03,SRP450576
SRR25367492,AMPLICON,502,34634988,PRJNA944997,SAMN36658302,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20676993,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107172,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP06,42.4440 N 76.5019 W,334TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP06,SRP450576
SRR25367493,AMPLICON,502,33958292,PRJNA944997,SAMN36658536,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21135933,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107171,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP05,42.4440 N 76.5019 W,334TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP05,SRP450576
SRR25367494,AMPLICON,502,36387470,PRJNA944997,SAMN36658186,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23038224,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107170,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP04,42.4440 N 76.5019 W,334TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP04,SRP450576
SRR25367495,AMPLICON,502,21315924,PRJNA944997,SAMN36658185,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12805431,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107169,USA,North America,USA,Homo sapiens,Illumina MiSeq,334TP03,42.4440 N 76.5019 W,334TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,334TP03,SRP450576
SRR25367498,AMPLICON,502,22529760,PRJNA944997,SAMN36658606,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12917524,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107166,USA,North America,USA,Homo sapiens,Illumina MiSeq,333TP12,42.4440 N 76.5019 W,333TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,333TP12,SRP450576
SRR25367499,AMPLICON,502,31905614,PRJNA944997,SAMN36658605,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19069708,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107165,USA,North America,USA,Homo sapiens,Illumina MiSeq,333TP11.rerun,42.4440 N 76.5019 W,333TP11.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,333TP11.rerun,SRP450576
SRR25367500,AMPLICON,502,31485942,PRJNA944997,SAMN36658184,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18641432,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107164,USA,North America,USA,Homo sapiens,Illumina MiSeq,333TP10,42.4440 N 76.5019 W,333TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,333TP10,SRP450576
SRR25367501,AMPLICON,502,20716536,PRJNA944997,SAMN36658183,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11766789,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107163,USA,North America,USA,Homo sapiens,Illumina MiSeq,333TP09,42.4440 N 76.5019 W,333TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,333TP09,SRP450576
SRR25367504,AMPLICON,502,45225682,PRJNA944997,SAMN36658451,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29066320,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107160,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP08,42.4440 N 76.5019 W,388TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP08,SRP450576
SRR25367506,AMPLICON,502,12833630,PRJNA944997,SAMN36658384,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7212657,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107158,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP07,42.4440 N 76.5019 W,388TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP07,SRP450576
SRR25367507,AMPLICON,502,41736280,PRJNA944997,SAMN36658288,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",25254490,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107157,USA,North America,USA,Homo sapiens,Illumina MiSeq,326TP06,42.4440 N 76.5019 W,326TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,326TP06,SRP450576
SRR25367508,AMPLICON,502,47528858,PRJNA944997,SAMN36658383,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28605943,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107156,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP06,42.4440 N 76.5019 W,388TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP06,SRP450576
SRR25367509,AMPLICON,502,23515186,PRJNA944997,SAMN36658580,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13495994,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107155,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP05,42.4440 N 76.5019 W,388TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP05,SRP450576
SRR25367510,AMPLICON,502,17762266,PRJNA944997,SAMN36658835,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10174351,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107154,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP04.2,42.4440 N 76.5019 W,388TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP04.2,SRP450576
SRR25367511,AMPLICON,502,30405638,PRJNA944997,SAMN36658270,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20067397,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107153,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP04,42.4440 N 76.5019 W,388TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP04,SRP450576
SRR25367512,AMPLICON,502,36695698,PRJNA944997,SAMN36658269,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23418144,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107152,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP03,42.4440 N 76.5019 W,388TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP03,SRP450576
SRR25367513,AMPLICON,502,34452260,PRJNA944997,SAMN36658516,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22485692,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107151,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP02,42.4440 N 76.5019 W,388TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP02,SRP450576
SRR25367514,AMPLICON,502,29843398,PRJNA944997,SAMN36658040,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17884537,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107150,USA,North America,USA,Homo sapiens,Illumina MiSeq,388TP01,42.4440 N 76.5019 W,388TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,388TP01,SRP450576
SRR25367515,AMPLICON,502,26004102,PRJNA944997,SAMN36658682,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14964166,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107149,USA,North America,USA,Homo sapiens,Illumina MiSeq,387TP12.rerun,42.4440 N 76.5019 W,387TP12.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,387TP12.rerun,SRP450576
SRR25367516,AMPLICON,502,37022500,PRJNA944997,SAMN36658681,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22523638,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107148,USA,North America,USA,Homo sapiens,Illumina MiSeq,387TP11,42.4440 N 76.5019 W,387TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,387TP11,SRP450576
SRR25367517,AMPLICON,502,50269778,PRJNA944997,SAMN36658808,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34161933,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107147,USA,North America,USA,Homo sapiens,Illumina MiSeq,387TP10.2,42.4440 N 76.5019 W,387TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,387TP10.2,SRP450576
SRR25367518,AMPLICON,502,43691068,PRJNA944997,SAMN36658773,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",29305316,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107146,USA,North America,USA,Homo sapiens,Illumina MiSeq,326TP05.2,42.4440 N 76.5019 W,326TP05.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:26:00Z,1,326TP05.2,SRP450576
