Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR25367947,AMPLICON,502,23570406,PRJNA944997,SAMN36658208,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13797858,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107248,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP09,42.4440 N 76.5019 W,347TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP09,SRP450576
SRR25367948,AMPLICON,502,35747922,PRJNA944997,SAMN36658484,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23243194,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107247,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP08,42.4440 N 76.5019 W,347TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP08,SRP450576
SRR25367949,AMPLICON,502,48959056,PRJNA944997,SAMN36658739,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",33145654,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107246,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP07.2,42.4440 N 76.5019 W,347TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP07.2,SRP450576
SRR25367950,AMPLICON,502,20593044,PRJNA944997,SAMN36658807,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11742281,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107245,USA,North America,USA,Homo sapiens,Illumina MiSeq,322TP05.2,42.4440 N 76.5019 W,322TP05.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,322TP05.2,SRP450576
SRR25367951,AMPLICON,502,28207882,PRJNA944997,SAMN36658329,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16859266,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107244,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP07,42.4440 N 76.5019 W,347TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP07,SRP450576
SRR25367953,AMPLICON,502,23748114,PRJNA944997,SAMN36658549,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14180110,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107242,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP05,42.4440 N 76.5019 W,347TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP05,SRP450576
SRR25367955,AMPLICON,502,42009368,PRJNA944997,SAMN36658097,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28472452,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107240,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP04,42.4440 N 76.5019 W,347TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP04,SRP450576
SRR25367956,AMPLICON,502,40285500,PRJNA944997,SAMN36658096,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",24949854,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107239,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP03,42.4440 N 76.5019 W,347TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP03,SRP450576
SRR25367957,AMPLICON,502,34629466,PRJNA944997,SAMN36658419,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22599237,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107238,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP02,42.4440 N 76.5019 W,347TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP02,SRP450576
SRR25367958,AMPLICON,502,22153260,PRJNA944997,SAMN36658004,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12903965,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107237,USA,North America,USA,Homo sapiens,Illumina MiSeq,347TP01,42.4440 N 76.5019 W,347TP01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,347TP01,SRP450576
SRR25367970,AMPLICON,502,36681642,PRJNA944997,SAMN36658479,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",23887735,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107225,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP02,42.4440 N 76.5019 W,342TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,342TP02,SRP450576
SRR25367971,AMPLICON,502,22142718,PRJNA944997,SAMN36657999,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13019560,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107224,USA,North America,USA,Homo sapiens,Illumina MiSeq,342TP01.rerun,42.4440 N 76.5019 W,342TP01.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,342TP01.rerun,SRP450576
SRR25367972,AMPLICON,502,20913822,PRJNA944997,SAMN36658619,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11930874,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107223,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP12,42.4440 N 76.5019 W,341TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP12,SRP450576
SRR25367973,AMPLICON,502,21592024,PRJNA944997,SAMN36658618,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12608678,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107222,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP11,42.4440 N 76.5019 W,341TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP11,SRP450576
SRR25367974,AMPLICON,502,20187930,PRJNA944997,SAMN36658833,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12025827,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107221,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP10.2,42.4440 N 76.5019 W,341TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP10.2,SRP450576
SRR25367977,AMPLICON,502,21720034,PRJNA944997,SAMN36658198,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12676431,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107218,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP09.rerun,42.4440 N 76.5019 W,341TP09.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP09.rerun,SRP450576
SRR25367978,AMPLICON,502,34085298,PRJNA944997,SAMN36658478,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21998138,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107217,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP08,42.4440 N 76.5019 W,341TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP08,SRP450576
SRR25367979,AMPLICON,502,57253100,PRJNA944997,SAMN36658714,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",39036503,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107216,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP07.2,42.4440 N 76.5019 W,341TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP07.2,SRP450576
SRR25367980,AMPLICON,502,31708328,PRJNA944997,SAMN36658317,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",19131603,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107215,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP07,42.4440 N 76.5019 W,341TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP07,SRP450576
SRR25367981,AMPLICON,502,32613434,PRJNA944997,SAMN36658316,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",20094434,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107214,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP06,42.4440 N 76.5019 W,341TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP06,SRP450576
SRR25367982,AMPLICON,502,50872680,PRJNA944997,SAMN36658733,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",34521446,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107213,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP05.2,42.4440 N 76.5019 W,341TP05.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP05.2,SRP450576
SRR25367983,AMPLICON,502,28582876,PRJNA944997,SAMN36658543,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16971631,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107212,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP05,42.4440 N 76.5019 W,341TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP05,SRP450576
SRR25367984,AMPLICON,502,34149052,PRJNA944997,SAMN36658085,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21985610,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107211,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP04,42.4440 N 76.5019 W,341TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP04,SRP450576
SRR25367985,AMPLICON,502,31107936,PRJNA944997,SAMN36658084,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18528737,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107210,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP03.rerun,42.4440 N 76.5019 W,341TP03.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP03.rerun,SRP450576
SRR25367986,AMPLICON,502,24736552,PRJNA944997,SAMN36658167,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15129572,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107209,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP10,42.4440 N 76.5019 W,321TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,321TP10,SRP450576
SRR25367987,AMPLICON,502,25213954,PRJNA944997,SAMN36658413,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16415224,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107208,USA,North America,USA,Homo sapiens,Illumina MiSeq,341TP02,42.4440 N 76.5019 W,341TP02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,341TP02,SRP450576
SRR25367989,AMPLICON,502,21639714,PRJNA944997,SAMN36658617,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12564160,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107206,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP12,42.4440 N 76.5019 W,340TP12,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP12,SRP450576
SRR25367990,AMPLICON,502,24222002,PRJNA944997,SAMN36658616,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13911569,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107205,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP11,42.4440 N 76.5019 W,340TP11,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP11,SRP450576
SRR25367991,AMPLICON,502,48983654,PRJNA944997,SAMN36658725,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",32531927,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107204,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP10.2,42.4440 N 76.5019 W,340TP10.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP10.2,SRP450576
SRR25367992,AMPLICON,502,28312800,PRJNA944997,SAMN36658083,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",16407315,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107203,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP10,42.4440 N 76.5019 W,340TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP10,SRP450576
SRR25367993,AMPLICON,502,22438898,PRJNA944997,SAMN36658082,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12934545,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107202,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP09,42.4440 N 76.5019 W,340TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP09,SRP450576
SRR25367994,AMPLICON,502,28810282,PRJNA944997,SAMN36658412,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",18258436,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107201,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP08,42.4440 N 76.5019 W,340TP08,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP08,SRP450576
SRR25367995,AMPLICON,502,47467614,PRJNA944997,SAMN36658723,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",31416562,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107200,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP07.2,42.4440 N 76.5019 W,340TP07.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP07.2,SRP450576
SRR25367996,AMPLICON,502,27554780,PRJNA944997,SAMN36658315,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15930026,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107199,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP07,42.4440 N 76.5019 W,340TP07,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP07,SRP450576
SRR25367997,AMPLICON,502,26243054,PRJNA944997,SAMN36658166,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15193779,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107198,USA,North America,USA,Homo sapiens,Illumina MiSeq,321TP09,42.4440 N 76.5019 W,321TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,321TP09,SRP450576
SRR25368000,AMPLICON,502,29977432,PRJNA944997,SAMN36658542,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",17978157,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107195,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP05,42.4440 N 76.5019 W,340TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP05,SRP450576
SRR25368001,AMPLICON,502,34781070,PRJNA944997,SAMN36658197,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",22120822,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107194,USA,North America,USA,Homo sapiens,Illumina MiSeq,340TP04,42.4440 N 76.5019 W,340TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,340TP04,SRP450576
SRR25368002,AMPLICON,502,24506636,PRJNA944997,SAMN36658609,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14594120,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107193,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP11.rerun,42.4440 N 76.5019 W,335TP11.rerun,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,335TP11.rerun,SRP450576
SRR25368003,AMPLICON,502,35216806,PRJNA944997,SAMN36658188,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",21022194,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107192,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP10,42.4440 N 76.5019 W,335TP10,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,335TP10,SRP450576
SRR25368004,AMPLICON,502,21450962,PRJNA944997,SAMN36658187,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12740362,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107191,USA,North America,USA,Homo sapiens,Illumina MiSeq,335TP09,42.4440 N 76.5019 W,335TP09,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,335TP09,SRP450576
SRR25368005,AMPLICON,502,51098078,PRJNA944997,SAMN36658350,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30682744,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107676,USA,North America,USA,Homo sapiens,Illumina MiSeq,361TP06,42.4440 N 76.5019 W,361TP06,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,361TP06,SRP450576
SRR25368007,AMPLICON,502,45804990,PRJNA944997,SAMN36658750,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",30727383,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107674,USA,North America,USA,Homo sapiens,Illumina MiSeq,361TP04.2,42.4440 N 76.5019 W,361TP04.2,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,361TP04.2,SRP450576
SRR25368008,AMPLICON,502,26059322,PRJNA944997,SAMN36658119,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15280196,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107673,USA,North America,USA,Homo sapiens,Illumina MiSeq,361TP04,42.4440 N 76.5019 W,361TP04,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,361TP04,SRP450576
SRR25368009,AMPLICON,502,46602668,PRJNA944997,SAMN36658118,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",28427903,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107672,USA,North America,USA,Homo sapiens,Illumina MiSeq,361TP03,42.4440 N 76.5019 W,361TP03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:29:00Z,1,361TP03,SRP450576
SRR25368014,AMPLICON,502,25580916,PRJNA944997,SAMN36658560,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",15052658,CORNELL UNIVERSITY,2020-10-06/2021-12-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",human body,distal gut,stool,SRX21107667,USA,North America,USA,Homo sapiens,Illumina MiSeq,360TP05,42.4440 N 76.5019 W,360TP05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2025-01-01T00:00:00Z,2023-07-20T15:28:00Z,1,360TP05,SRP450576
