Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environmental_package,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR7959374,AMPLICON,551,12368756,PRJEB49980,SAMEA12221368,7411570,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526595,SAMEA12221368,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221368,6201713401,Illumina MiSeq,ERP134527,6201713401
ERR7959375,AMPLICON,551,33425440,PRJEB49980,SAMEA12221369,19995481,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526596,SAMEA12221369,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T22:27:00Z,1,SAMEA12221369,6201713402,Illumina MiSeq,ERP134527,6201713402
ERR7959376,AMPLICON,551,9413084,PRJEB49980,SAMEA12221370,5715890,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526597,SAMEA12221370,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221370,6201713403,Illumina MiSeq,ERP134527,6201713403
ERR7959377,AMPLICON,551,37941034,PRJEB49980,SAMEA12221371,22020921,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526598,SAMEA12221371,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221371,6201713404,Illumina MiSeq,ERP134527,6201713404
ERR7959378,AMPLICON,551,78710240,PRJEB49980,SAMEA12221372,46306597,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526599,SAMEA12221372,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T20:18:00Z,1,SAMEA12221372,6201713405,Illumina MiSeq,ERP134527,6201713405
ERR7959379,AMPLICON,551,24253930,PRJEB49980,SAMEA12221373,14783690,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526600,SAMEA12221373,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T22:42:00Z,1,SAMEA12221373,6201713406,Illumina MiSeq,ERP134527,6201713406
ERR7959380,AMPLICON,551,49375531,PRJEB49980,SAMEA12221374,29305393,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526601,SAMEA12221374,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221374,6201713407,Illumina MiSeq,ERP134527,6201713407
ERR7959381,AMPLICON,552,20981771,PRJEB49980,SAMEA12221375,12868265,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526602,SAMEA12221375,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-17T08:31:00Z,1,SAMEA12221375,6201713408,Illumina MiSeq,ERP134527,6201713408
ERR7959382,AMPLICON,551,50191961,PRJEB49980,SAMEA12221376,29201669,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526603,SAMEA12221376,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T00:23:00Z,1,SAMEA12221376,6201713409,Illumina MiSeq,ERP134527,6201713409
ERR7959383,AMPLICON,551,49290311,PRJEB49980,SAMEA12221377,28921561,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526604,SAMEA12221377,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-22T06:19:00Z,1,SAMEA12221377,6201713410,Illumina MiSeq,ERP134527,6201713410
ERR7959384,AMPLICON,452,40771201,PRJEB49980,SAMEA12221378,21470972,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526605,SAMEA12221378,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221378,6201713411,Illumina MiSeq,ERP134527,6201713411
ERR7959385,AMPLICON,452,46490913,PRJEB49980,SAMEA12221379,25416569,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526606,SAMEA12221379,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T05:48:00Z,1,SAMEA12221379,6201713412,Illumina MiSeq,ERP134527,6201713412
ERR7959386,AMPLICON,551,23437680,PRJEB49980,SAMEA12221380,14165293,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526607,SAMEA12221380,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221380,6201713413,Illumina MiSeq,ERP134527,6201713413
ERR7959387,AMPLICON,551,66169532,PRJEB49980,SAMEA12221381,38986561,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526608,SAMEA12221381,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T08:05:00Z,1,SAMEA12221381,6201713414,Illumina MiSeq,ERP134527,6201713414
ERR7959388,AMPLICON,551,37221977,PRJEB49980,SAMEA12221382,22010242,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526609,SAMEA12221382,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221382,6201713415,Illumina MiSeq,ERP134527,6201713415
ERR7959389,AMPLICON,452,44098551,PRJEB49980,SAMEA12221383,23662442,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526610,SAMEA12221383,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221383,6201713416,Illumina MiSeq,ERP134527,6201713416
ERR7959390,AMPLICON,551,29426394,PRJEB49980,SAMEA12221384,17726216,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526611,SAMEA12221384,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T19:00:00Z,1,SAMEA12221384,6201713417,Illumina MiSeq,ERP134527,6201713417
ERR7959391,AMPLICON,551,16240755,PRJEB49980,SAMEA12221385,9733474,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526612,SAMEA12221385,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221385,6201713418,Illumina MiSeq,ERP134527,6201713418
ERR7959392,AMPLICON,551,23686567,PRJEB49980,SAMEA12221386,14191051,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526613,SAMEA12221386,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T20:48:00Z,1,SAMEA12221386,6201713419,Illumina MiSeq,ERP134527,6201713419
ERR7959393,AMPLICON,551,26638547,PRJEB49980,SAMEA12221387,15922218,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526614,SAMEA12221387,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T21:50:00Z,1,SAMEA12221387,6201713420,Illumina MiSeq,ERP134527,6201713420
ERR7959394,AMPLICON,551,53606135,PRJEB49980,SAMEA12221388,32009834,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526615,SAMEA12221388,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221388,6201713421,Illumina MiSeq,ERP134527,6201713421
ERR7959395,AMPLICON,551,16567898,PRJEB49980,SAMEA12221389,10101950,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526616,SAMEA12221389,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T21:30:00Z,1,SAMEA12221389,6201713423,Illumina MiSeq,ERP134527,6201713423
ERR7959396,AMPLICON,551,51780515,PRJEB49980,SAMEA12221390,30319964,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526617,SAMEA12221390,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T23:20:00Z,1,SAMEA12221390,6201713424,Illumina MiSeq,ERP134527,6201713424
ERR7959397,AMPLICON,551,22399852,PRJEB49980,SAMEA12221391,13516220,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526618,SAMEA12221391,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221391,6201713425,Illumina MiSeq,ERP134527,6201713425
ERR7959398,AMPLICON,499,28051990,PRJEB49980,SAMEA12221392,17970537,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526619,SAMEA12221392,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T15:20:00Z,1,SAMEA12221392,6201713426,Illumina MiSeq,ERP134527,6201713426
ERR7959399,AMPLICON,551,30800617,PRJEB49980,SAMEA12221393,18746113,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526620,SAMEA12221393,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T18:32:00Z,1,SAMEA12221393,6201713427,Illumina MiSeq,ERP134527,6201713427
ERR7959400,AMPLICON,551,24639106,PRJEB49980,SAMEA12221394,15276781,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526621,SAMEA12221394,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221394,6201713428,Illumina MiSeq,ERP134527,6201713428
ERR7959401,AMPLICON,551,44417615,PRJEB49980,SAMEA12221395,26466644,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526622,SAMEA12221395,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-19T18:32:00Z,1,SAMEA12221395,6201713429,Illumina MiSeq,ERP134527,6201713429
ERR7959402,AMPLICON,551,51983922,PRJEB49980,SAMEA12221396,31065188,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526623,SAMEA12221396,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-20T19:09:00Z,1,SAMEA12221396,6201713430,Illumina MiSeq,ERP134527,6201713430
ERR7959403,AMPLICON,551,25448035,PRJEB49980,SAMEA12221397,15058984,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526624,SAMEA12221397,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221397,6201713431,Illumina MiSeq,ERP134527,6201713431
ERR7959404,AMPLICON,499,36181861,PRJEB49980,SAMEA12221398,22312550,UNIVERSITY OF LUBECK,human,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526625,SAMEA12221398,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T16:17:00Z,1,SAMEA12221398,6201713432,Illumina MiSeq,ERP134527,6201713432
ERR7959405,AMPLICON,551,46071315,PRJEB49980,SAMEA12221399,27249716,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526626,SAMEA12221399,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221399,6201713433,Illumina MiSeq,ERP134527,6201713433
ERR7959406,AMPLICON,551,56021933,PRJEB49980,SAMEA12221400,32095215,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526627,SAMEA12221400,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221400,6201713434,Illumina MiSeq,ERP134527,6201713434
ERR7959407,AMPLICON,551,31642413,PRJEB49980,SAMEA12221401,18758311,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526628,SAMEA12221401,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-21T10:56:00Z,1,SAMEA12221401,6201713435,Illumina MiSeq,ERP134527,6201713435
ERR7959408,AMPLICON,551,58164136,PRJEB49980,SAMEA12221402,35633536,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526629,SAMEA12221402,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:00:00Z,1,SAMEA12221402,6201713436,Illumina MiSeq,ERP134527,6201713436
ERR7959409,AMPLICON,551,37832114,PRJEB49980,SAMEA12221403,22538619,UNIVERSITY OF LUBECK,human,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526630,SAMEA12221403,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221403,6201713437,Illumina MiSeq,ERP134527,6201713437
ERR7959410,AMPLICON,551,35224617,PRJEB49980,SAMEA12221404,21418084,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526631,SAMEA12221404,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:01:00Z,1,SAMEA12221404,6201713438,Illumina MiSeq,ERP134527,6201713438
ERR7959411,AMPLICON,551,14177871,PRJEB49980,SAMEA12221405,8618497,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526632,SAMEA12221405,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T11:59:00Z,1,SAMEA12221405,6201713440,Illumina MiSeq,ERP134527,6201713440
ERR7959412,AMPLICON,551,26937804,PRJEB49980,SAMEA12221406,16019234,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526633,SAMEA12221406,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-16T20:59:00Z,1,SAMEA12221406,6201713441,Illumina MiSeq,ERP134527,6201713441
ERR7959413,AMPLICON,551,51701438,PRJEB49980,SAMEA12221407,30607788,UNIVERSITY OF LUBECK,human,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526634,SAMEA12221407,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-13T19:00:00Z,1,SAMEA12221407,6201713442,Illumina MiSeq,ERP134527,6201713442
ERR7959414,AMPLICON,551,63871134,PRJEB49980,SAMEA12221408,38114939,UNIVERSITY OF LUBECK,human,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526635,SAMEA12221408,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-27T12:02:00Z,1,SAMEA12221408,6201713443,Illumina MiSeq,ERP134527,6201713443
ERR7959415,AMPLICON,551,21055296,PRJEB49980,SAMEA12221409,12749847,UNIVERSITY OF LUBECK,human,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526636,SAMEA12221409,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-14T21:59:00Z,1,SAMEA12221409,6201713444,Illumina MiSeq,ERP134527,6201713444
ERR7959416,AMPLICON,551,27802776,PRJEB49980,SAMEA12221410,16656964,UNIVERSITY OF LUBECK,human,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",2022-01-28,2022-01-28,2022-01-28,2022-01-28,microbiome,ERX7526637,SAMEA12221410,University of Lubeck,University of Lubeck,2022-01-28T00:21:27Z,2022-01-28T00:21:27Z,public,Illumina MiSeq,microbiome,PAIRED,PCR,OTHER,Homo sapiens,ILLUMINA,2022-01-29T00:00:00Z,2022-07-12T21:23:00Z,1,SAMEA12221410,6201713445,Illumina MiSeq,ERP134527,6201713445
