feature	ERR1995525	ERR1999767	ERR1999768	ERR1999769	ERR1999770	ERR1999771	ERR1999772	ERR1999773	ERR1999774	ERR1999775	ERR1999776	ERR1999777	ERR1999778	ERR1999779	ERR1999780	ERR1999781	ERR1999782	ERR1999783	ERR1999784	ERR1999785	ERR1999786	ERR1999787	ERR1999788	ERR1999789	ERR1999790	ERR1999791	ERR1999792	ERR1999793	ERR1999794	ERR1999795	ERR1999796	ERR1999797	ERR1999798	ERR1999799	ERR1999800	ERR1999801	ERR1999802	ERR1999803	ERR1999804	ERR1999805	ERR1999806	ERR1999807	ERR1999808	ERR1999809	ERR1999810	ERR1999811	ERR1999812	ERR1999813	ERR1999814	ERR1999815	ERR1999816	ERR1999817	ERR1999818	ERR1999819	ERR1999820	ERR1999821	ERR1999822	ERR1999823	ERR1999824	ERR1999825	ERR1999826	ERR1999827	ERR1999828	ERR1999829	ERR1999830	ERR1999831	ERR1999832	ERR1999833	ERR1999834	ERR1999835	ERR1999836	ERR1999837	ERR1999838	ERR1999839	ERR1999840	ERR1999841	ERR1999842	ERR1999843	ERR1999844
ko:K11910	0.80193	13.58743	10.64261	6.35262	NA	3.59626	7.737	1.47344	4.97417	14.16912	0.25738	9.57869	9.40059	1.23008	NA	4.57782	3.80398	4.54938	1.00295	1.28794	1.6211	1.59747	8.474	2.94764	2.91088	3.73284	4.06525	7.74277	1.49967	4.44197	5.91929	11.11475	9.86858	11.0804	12.45128	1.53402	3.18698	1.1838	0.41513	1.55296	5.29548	2.82601	2.55284	2.34925	0.81273	13.27147	1.50849	0.59011	0.98127	0.49927	1.53588	5.54094	2.27478	10.95016	3.44808	0.25721	0.74942	5.96746	0.30016	0.75363	3.29064	0.26578	4.83853	0.58762	0.72334	1.8908	8.24622	0.40014	0.41145	10.471	2.32791	0.04949	9.58044	14.71068	3.63431	NA	NA	1.42243	3.06333
ko:K11911	NA	3.78647	0.88625	0.54076	0.39865	NA	0.43793	0.10353	0.22255	0.21666	NA	4.51713	0.94621	NA	NA	2.70856	NA	1.06299	0.44693	0.1104	NA	0.90119	2.23839	0.10355	0.57948	0.45215	0.12383	0.12392	0.65118	0.12484	0.3256	0.48507	6.67504	0.88191	0.52221	0.08164	NA	0.12958	0.9254	NA	NA	0.22082	NA	1.21804	NA	4.49928	NA	NA	0.05769	NA	NA	0.02158	1.09214	2.39359	0.10516	NA	NA	NA	NA	NA	1.13041	0.15047	2.32429	0.09694	1.11034	1.14052	2.65805	NA	0.31004	2.90906	0.32342	0.422	1.02745	1.27926	3.06288	0.30303	0.31688	1.02345	0.77302
ko:K11912	NA	15.02222	9.62739	1.60668	1.17787	0.18744	1.90907	9.58376	4.57968	2.14355	0.12713	1.70883	3.7188	1.56482	0.10786	1.33692	0.76853	1.89794	0.24316	1.89773	2.69971	6.26356	8.74224	1.8186	0.18965	1.77348	1.13269	0.82572	0.04053	2.06823	2.2901	18.18932	3.16105	2.8909	3.6021	NA	4.21585	2.27886	3.73963	0.3324	3.86742	3.04374	2.09084	0.85582	0.32485	5.6939	0.574	NA	3.35749	1.76901	0.24649	3.0551	4.18232	6.52911	6.20088	0.28276	1.12532	21.43458	2.31748	0.43327	1.81265	0.72293	5.65993	7.73389	4.09851	0.03917	0.41654	2.25331	0.80126	2.18047	1.6969	0.14395	0.48573	0.69959	0.46171	0.26112	3.65162	5.72088	3.47914
ko:K11913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11851	NA	NA	NA	0.10438	0.18609	0.09201	0.55576	0.88106	1.1222	NA	0.8687	NA	0.82174	NA	NA	NA	NA	NA	NA	NA	0.8102	NA	NA	0.70395	4.09234	3.26343	0.50033	NA	0.08204	0.83917	NA	NA	NA	3.18339	3.54392	0.80512	NA	0.47202	1.29551	0.21228	0.5359	NA	0.67325	NA	NA	0.36749	NA	NA	NA	0.29305	NA	NA	NA	NA	NA
ko:K11914	NA	12.03602	7.35018	0.74134	0.9748	0.3247	1.57007	3.10252	1.47878	8.04308	1.64016	24.18013	11.59349	4.56949	0.54903	1.33673	1.93456	1.60426	0.68133	1.24935	1.75993	2.42327	10.966	1.19704	0.67625	1.71664	0.27662	1.66013	6.89313	2.21853	2.48299	13.03677	30.76625	1.63881	8.95619	0.9559	4.87203	1.12873	1.47146	1.75148	4.60445	8.98204	2.14995	3.50519	2.31125	40.92266	0.64542	0.91961	1.70399	14.83386	NA	4.9691	3.12742	7.33652	3.70303	1.37068	0.08745	1.47151	0.21305	1.07983	5.11985	1.01135	2.09488	4.21893	9.33305	2.27166	15.99779	1.44376	2.11758	10.08214	8.0538	1.87245	10.26127	9.55605	7.32194	1.18226	0.92374	4.56905	2.83288
ko:K11915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26752	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8207	1.1025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.63557	8.43698	14.51279	2.20143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36107	NA	NA	0.48229	NA	0.80278	1.10064	1.62553	0.54195	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11920	NA	NA	NA	NA	NA	NA	1.16296	1.63802	NA	NA	NA	16.4894	NA	0.53287	NA	NA	NA	0.17576	NA	NA	NA	0.03669	1.02211	NA	NA	NA	NA	NA	1.49038	0.63835	NA	NA	0.04774	NA	0.06304	NA	1.17301	NA	0.08575	NA	NA	NA	NA	NA	NA	10.73392	NA	NA	0.76592	2.93558	NA	NA	0.24102	5.42886	NA	0.07063	NA	NA	NA	NA	NA	NA	NA	1.27873	0.93058	0.99123	2.0952	NA	0.83278	2.59197	3.12013	0.14395	NA	0.7737	3.82153	NA	NA	NA	NA
ko:K11921	NA	46.98391	38.98505	13.57931	7.76036	6.2873	39.19051	73.7041	27.44308	167.10388	41.35035	37.94439	101.93645	22.55642	12.23013	115.47184	44.86823	73.35036	31.43586	67.80419	46.68902	176.33825	102.84082	12.7017	7.16801	6.67285	6.43657	2.603	8.26112	7.38181	3.96079	74.21028	53.3315	32.08958	34.60626	82.82634	69.15588	22.19019	22.82973	3.04457	26.33512	22.35456	19.5115	13.45941	22.02591	35.76965	7.09654	7.03076	9.24454	16.01081	5.90086	11.57521	11.30368	21.12002	4.86351	25.75514	25.91329	621.14941	71.16077	5.38536	4.22577	31.62475	10.22912	25.4201	35.77327	26.44308	84.17758	21.1934	10.26229	105.32521	17.00763	18.19457	84.9436	82.80697	16.24834	6.04611	67.92851	68.79891	37.20575
ko:K11922	NA	2.50926	3.90866	0.38778	NA	0.0968	0.85463	2.44791	0.09564	2.19144	0.37485	5.5034	5.91424	1.25341	0.13334	3.47136	4.13332	4.98498	0.85736	0.17811	0.89771	0.85454	2.5265	1.70138	0.60292	0.41005	4.39253	4.35187	7.23795	5.88323	8.71043	4.56546	4.82551	2.61376	4.04794	0.44984	2.97874	0.53189	0.52538	0.75461	0.4895	1.59661	0.5948	0.3565	0.16224	26.2254	NA	1.83067	4.16379	13.05503	0.13288	1.02111	NA	4.90444	0.25899	NA	0.47905	0.42297	0.29773	0.79789	1.69975	0.84019	2.22028	9.90163	10.30904	11.57234	16.18374	5.26735	3.80034	13.67014	5.18286	3.13919	8.34586	3.57472	5.33937	0.29995	0.66726	1.70617	NA
ko:K11923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28348	NA	1.73795	NA	NA	NA	NA	NA	NA	0.33291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34392	NA	0.33858	0.33917	NA	1.11552	3.6901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.79046	NA	NA	NA	NA	0.50305	0.3453	0.33999	2.0403	NA	NA	NA	NA	NA	0.3543	NA	0.34438
ko:K11924	1.21444	41.6849	49.41583	6.66509	8.67066	NA	25.87271	33.03264	15.65536	7.59564	5.23412	14.47451	14.77947	4.72029	0.72127	4.40848	3.04158	1.97926	0.27297	12.98615	15.81269	10.16435	64.8757	16.41924	8.168	12.18393	14.68608	2.71819	7.16462	2.98325	2.26533	24.21948	56.13275	15.94874	23.63013	3.55029	13.53694	18.78343	12.6936	7.84722	26.93473	33.86525	18.05814	22.2202	15.27718	19.10326	11.0961	2.06779	19.64024	15.82227	5.19614	10.68112	11.88877	14.69419	3.06474	13.07764	6.57822	8.79958	15.85296	10.56834	14.13211	1.14815	10.87722	29.10767	15.17893	7.3664	84.85486	10.46934	7.64887	11.89764	15.48481	7.78099	76.9686	42.29956	13.1223	6.05806	12.66579	8.8111	18.06585
ko:K11925	NA	0.64516	0.87178	0.69739	NA	NA	0.32175	0.32325	0.31179	38.82469	11.10612	16.63381	29.69116	10.13273	4.58469	NA	0.93964	0.09589	NA	NA	0.2277	NA	1.65137	0.21556	0.38632	0.43677	0.22882	NA	0.57745	NA	NA	1.00378	8.48291	0.21497	1.28488	0.22332	NA	NA	NA	1.59368	20.44217	4.53003	7.16219	NA	0.33276	13.10149	0.81591	NA	NA	3.23242	NA	0.26021	0.89075	2.27088	NA	NA	NA	1.70601	0.59475	0.45527	0.76271	21.28453	3.95679	1.89457	5.56397	8.83679	5.63122	6.66459	1.63484	23.81545	5.80167	NA	9.82087	3.05934	4.28091	0.23906	NA	1.56049	NA
ko:K11926	NA	2.35868	0.28864	0.57181	NA	NA	NA	NA	NA	NA	NA	5.28292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15966	2.20587	NA	NA	NA	1.97546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08651	0.39891	9.56182	NA	NA	NA	2.33854	NA	2.82843	NA	4.53964	1.57454	NA	NA	NA	NA	NA	0.38996	NA	NA	NA	2.14511	2.85438	4.12273	NA	NA	NA	2.16193	NA	3.1572	NA	NA	NA	NA	1.72716	NA
ko:K11927	2.96406	678.92373	835.38431	137.63101	93.11014	172.74289	897.73616	318.96291	266.16457	285.26992	73.7632	119.67396	295.89571	114.10602	44.02114	233.72935	213.2007	245.7554	98.79551	167.39834	125.92334	316.41272	433.68467	259.70546	163.26845	172.26529	225.09666	194.36712	148.8532	182.7171	224.97823	905.52708	604.66632	376.29503	375.72151	83.70931	254.19235	103.87798	76.35459	53.66485	268.01045	255.64171	129.54938	83.33978	133.9731	326.09106	121.90978	62.47562	180.69441	189.57413	30.00749	238.15793	379.80964	505.56581	354.37729	66.48521	44.29482	347.81208	72.5067	48.27823	143.85353	79.77235	228.69248	173.91429	195.2949	45.16822	527.99294	101.75239	70.32456	418.62268	146.8487	89.36344	829.16513	544.80791	132.11237	32.62641	145.00572	148.3762	85.41413
ko:K11928	2.61055	1800.01192	1983.57486	448.42431	307.58855	249.07496	2144.82047	1462.27078	1210.66869	1480.66537	339.133	558.10661	1469.4711	388.56395	162.29208	889.93939	868.30727	993.55254	308.31637	546.77369	643.4514	769.78215	1504.51095	810.30926	354.19936	631.27894	560.30588	365.36881	408.74146	266.26473	384.25538	2544.14607	1948.95239	1221.01967	1087.71409	472.88532	1247.94906	588.95323	364.77036	200.18377	443.2138	927.75188	468.30558	947.40105	628.87079	746.32968	532.03559	330.91595	596.38591	521.83652	166.37673	656.50602	988.94872	1574.53923	672.73193	814.24546	249.11882	1275.86093	774.43453	390.08378	415.63526	353.19217	469.29174	1083.88062	663.15442	287.64558	2047.33997	400.78543	363.69582	1132.64857	353.89453	253.11852	2826.27082	2087.07732	424.36514	334.31434	718.27278	659.1294	607.61066
ko:K11929	NA	32.18549	18.72776	2.97065	2.1041	2.53831	14.24886	6.40483	4.63378	9.68391	1.51682	48.71911	7.74746	1.93211	0.87349	2.93729	3.55731	3.95396	1.66467	1.7277	1.14376	6.75051	17.94976	4.63433	3.40665	7.22529	6.9875	4.2799	11.89857	4.98903	3.10039	16.09138	36.43255	8.34761	19.50321	9.4031	5.7966	2.53717	1.66699	0.43539	6.85081	4.78124	3.46354	2.83493	5.48723	51.51367	1.50892	0.05134	3.27569	21.2207	0.07352	5.57623	3.41296	29.18924	6.28049	2.01896	0.43422	9.73075	5.33575	1.69305	9.45554	6.0563	12.71682	2.43249	12.34484	13.16395	19.13513	0.57858	7.01408	13.63279	16.96324	6.1132	18.0784	12.29311	13.31852	0.51805	11.42906	5.80887	4.3939
ko:K11930	NA	1.99224	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.4779	NA	NA	NA	1.26184	NA	NA	NA	NA	NA	NA	0.76639	NA	NA	NA	NA	NA	0.97371	NA	NA	0.85779	2.42978	NA	NA	0.65777	0.76956	NA	NA	NA	NA	NA	NA	NA	NA	9.89526	NA	NA	NA	2.58792	NA	0.7269	0.54942	1.65066	NA	0.76428	NA	0.54495	1.45043	NA	NA	0.57975	0.57304	NA	1.77562	0.37714	NA	NA	0.72081	0.41827	0.51324	0.71067	NA	NA	2.46445	NA	NA	NA	NA
ko:K11931	NA	51.03168	36.91781	6.92298	7.3299	12.94841	34.89531	14.96432	7.30083	25.6862	3.53379	10.31486	20.18427	11.4741	4.5989	16.85619	19.20283	20.86275	7.17894	10.31385	8.37466	8.48887	17.63365	22.17007	6.6386	13.45689	11.97602	11.2676	17.36504	11.98199	16.46235	87.95737	64.36108	35.79951	34.84006	10.49165	27.6271	11.95601	14.0844	2.75424	12.14847	21.21168	4.41264	7.16258	7.61704	37.20149	8.36002	4.68101	16.63795	27.57624	3.02682	20.87351	22.6231	23.72747	11.59395	5.69727	1.96443	15.27477	9.03163	4.89199	15.77527	9.74186	17.25144	28.759	57.84729	18.16863	60.78631	11.42648	9.58764	37.58555	13.17259	5.54963	44.61928	35.54552	5.89859	2.09666	14.22901	10.47756	13.30366
ko:K11932	NA	13.13922	19.0077	1.7751	2.18919	9.18884	50.92605	21.12052	9.92856	11.25354	3.10673	5.40249	4.40646	1.59395	0.48527	13.2963	8.60838	16.09914	4.55601	1.3257	0.71306	2.53771	2.37828	7.11925	4.72199	1.95349	4.69016	13.25292	11.5168	17.36202	24.49694	10.65265	10.04359	5.21333	5.85557	0.70029	1.04016	0.13598	0.83583	0.37765	5.27391	3.91333	1.32173	1.61146	1.58548	8.20497	0.41596	0.2083	3.60614	3.28004	0.3456	4.99355	4.83006	15.41463	6.82091	0.42956	0.57405	1.86824	1.395	0.84733	4.43012	3.28213	11.67612	4.13649	2.26784	4.37912	7.95893	1.7488	0.14837	7.51939	6.12366	1.32183	20.62186	13.80776	4.16625	0.06291	3.51894	5.19576	1.45297
ko:K11933	NA	7.26412	2.73394	0.86055	0.38054	0.27884	1.31358	0.27585	1.69423	2.81399	0.21426	6.71158	0.13676	0.11346	NA	0.68924	1.19828	0.28689	3.00074	0.05205	1.77587	1.80387	2.5471	1.6613	0.36814	0.8698	0.88824	0.09738	4.64178	0.10701	1.27888	2.78403	8.37949	0.53334	2.63547	0.87713	0.36132	0.13884	0.11198	0.13309	NA	0.527	0.69644	1.15394	0.5191	8.01705	0.13627	NA	1.91261	6.40751	NA	0.78562	1.70902	2.85784	0.83531	0.05905	NA	1.38336	0.37784	0.49475	1.74327	1.49768	3.31731	3.05702	4.77138	4.39155	7.48142	0.53968	NA	2.72398	3.00881	1.08683	7.14757	1.80618	4.61848	0.10848	0.60772	1.30175	NA
ko:K11934	NA	255.51221	256.88552	55.82413	40.228	77.39862	200.01816	87.58617	144.42844	222.43916	38.08831	55.48904	112.23011	35.36399	12.13111	48.93772	65.46564	60.17489	27.81028	53.06372	14.58332	114.87146	70.7517	110.54916	62.93248	48.34014	75.49166	61.25692	53.57571	58.22546	92.86978	180.7994	88.52154	107.07587	116.38472	7.82515	36.67809	11.54164	4.60118	15.9508	122.33705	110.15443	29.07712	11.73762	27.0473	145.49704	52.08465	2.86935	55.66106	29.42627	6.52447	92.12971	90.54039	183.24458	88.29608	4.19952	11.07872	156.22757	19.11216	10.9283	74.02928	23.46588	156.2133	16.13833	51.62241	17.61394	136.56969	21.68027	9.31067	140.70661	46.9003	8.64946	124.94408	88.93763	32.95749	NA	24.74549	20.21119	17.16777
ko:K11935	NA	2.28575	1.9053	0.07344	0.57572	NA	NA	0.82821	0.31954	6.24227	1.79551	0.5068	2.83788	0.87292	0.42132	0.15391	0.18801	0.1499	NA	NA	0.07438	NA	1.82543	1.39129	0.30255	0.5743	2.02288	NA	NA	NA	0.08709	1.49132	8.07549	0.76035	4.83222	1.87477	0.76897	0.93861	0.1104	0.08293	2.33175	1.1065	1.02426	0.61073	NA	13.17899	0.09887	0.37973	1.49878	1.6008	0.28602	0.20759	NA	1.32734	0.20803	0.36043	0.21977	0.19418	0.32732	NA	0.86255	1.79307	0.85942	0.81195	2.68365	1.68785	4.7507	0.49859	0.20222	5.50495	4.46296	0.61041	2.82346	1.38757	0.52254	NA	1.14078	0.79224	0.30107
ko:K11936	1.24171	54.19333	59.61652	16.00555	9.68157	4.17105	18.73746	34.48761	9.08381	37.52622	7.66895	26.76195	57.55902	36.5668	12.49737	86.86179	85.41323	108.81345	14.5432	103.7265	82.66102	123.95239	182.26532	20.93133	7.32929	22.71324	17.51493	6.66822	9.71384	6.8951	8.2044	73.27998	48.52687	34.26572	27.73853	7.8641	89.67338	42.42831	29.14102	2.89548	21.75718	24.60178	11.0789	76.71223	60.18413	69.68115	39.4261	9.54325	107.11608	72.06816	18.143	20.29778	43.42153	17.18693	34.58266	8.86882	5.70535	90.25173	26.51617	19.00853	60.22942	29.86507	59.99429	42.86814	34.55611	21.24016	48.17627	35.16233	20.45817	73.70167	33.91478	4.96612	96.09527	38.86263	9.69913	8.35588	19.36183	50.90077	19.57443
ko:K11937	NA	0.69956	0.69915	NA	NA	6.28995	20.23311	5.68249	11.70888	16.00313	2.78267	4.50067	10.54625	2.43753	0.4777	NA	NA	NA	NA	NA	NA	NA	NA	1.41893	0.85441	0.32724	0.64888	11.87196	8.42887	9.94148	11.47827	16.01792	16.58539	6.13786	9.10821	NA	NA	NA	NA	NA	NA	0.41553	0.18988	NA	NA	3.64405	NA	0.3637	3.58714	5.57458	0.97802	NA	NA	NA	NA	0.19179	0.1971	3.21478	0.32739	NA	1.32401	1.494	1.95271	0.67713	5.85544	2.91487	26.57606	1.45709	1.02316	2.48015	0.42921	3.35394	34.06937	10.97642	4.04201	NA	1.09503	2.69079	0.52031
ko:K11938	NA	0.73368	0.66284	NA	NA	NA	3.75569	2.71004	1.07213	NA	NA	10.32842	1.43593	1.64786	NA	0.38372	0.76524	1.33908	0.68926	NA	NA	NA	3.49843	NA	NA	NA	NA	1.94748	1.73668	1.62519	1.10008	0.45626	6.03183	0.81387	1.30741	NA	2.32106	0.77295	2.80543	NA	0.88838	NA	NA	NA	NA	13.9953	NA	0.71758	0.86837	0.82951	NA	NA	3.36266	9.10441	0.37637	NA	NA	0.22525	NA	NA	3.00729	NA	NA	0.04796	2.51664	1.54065	0.87316	NA	NA	2.88752	1.75268	0.42187	1.13688	1.20339	2.67649	NA	NA	0.76022	NA
ko:K11939	0.15054	58.1898	31.964	7.11776	3.33893	2.62563	44.07718	54.09156	29.52284	NA	0.40441	23.52581	14.08245	2.96812	1.9425	23.02	39.31677	19.82645	10.12232	1.26559	3.05829	5.1825	5.12683	5.60351	4.38106	3.80336	9.75446	4.74191	8.23358	1.78179	3.83878	8.51316	87.05764	25.83538	38.05128	5.10892	8.39781	12.28288	2.44962	NA	1.32467	0.40302	NA	13.95887	16.8991	20.94581	3.40175	1.29757	14.03829	7.74176	0.46346	5.16946	10.63494	40.75987	1.31477	16.35016	3.89955	7.56382	6.14062	2.80829	4.1898	0.50573	4.83724	7.76441	6.63928	3.55932	4.10216	3.77617	2.52345	5.69116	9.13285	2.70183	12.58136	23.86615	7.82464	NA	2.51239	5.14559	2.90444
ko:K11940	NA	2.17532	1.45497	0.74912	NA	NA	4.25144	NA	NA	1.18329	NA	7.68283	0.56635	0.33899	NA	0.21031	0.80887	0.80614	0.32691	0.18561	0.21456	1.10082	2.63285	2.1531	1.52591	0.20579	0.15181	NA	NA	NA	0.20098	1.885	6.58253	4.59827	2.44267	NA	0.15901	NA	NA	0.20304	0.75996	2.12489	0.91687	NA	NA	5.15008	NA	0.63531	NA	4.67007	NA	0.86668	1.12592	6.25149	2.11585	1.59804	NA	0.16244	0.55587	0.24928	0.38642	0.15318	0.5681	0.36048	4.28351	1.15835	3.66448	NA	NA	0.2084	0.20844	2.1077	3.70784	3.23562	3.88428	0.17732	0.16225	5.22876	NA
ko:K11941	NA	11.9682	7.4026	1.64222	0.27145	1.32432	83.72278	0.32966	0.51212	7.89512	1.31656	27.11049	24.4434	14.64464	4.19566	17.99913	1.69128	31.72609	1.60854	2.82029	1.76382	3.00203	1.23211	7.70657	1.32924	0.63291	8.52143	0.50751	4.91114	7.68684	1.04623	1.46436	13.93509	17.37413	9.57365	0.06882	3.1632	3.12806	12.52592	0.31754	9.00257	2.81513	7.18772	16.31591	2.08305	67.54161	28.34576	1.78694	66.8979	19.32351	1.83119	33.84177	12.68367	55.99162	23.36015	0.13148	0.04868	0.45964	0.91514	13.94262	14.89499	10.40517	27.45445	10.89105	27.65124	4.68452	31.1755	10.45706	16.56781	96.69464	36.86809	2.94134	4.39188	1.36049	5.80117	0.07016	0.13594	NA	2.53314
ko:K11942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34437	0.68295	0.33902	0.67921	NA	NA	NA	0.34578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18804	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11956	NA	2.86411	0.53656	0.9643	0.3418	0.24305	3.79995	0.36563	NA	NA	NA	0.26692	0.80744	NA	NA	0.60842	0.40576	0.76649	NA	8.96726	4.6345	3.26411	6.51965	13.12093	15.20045	36.95217	23.89407	1.39694	2.1841	0.97956	1.39266	NA	1.29181	1.07811	NA	6.26337	19.67919	18.80968	8.95077	0.97926	0.91002	5.81985	2.45839	15.52766	32.58078	6.78035	4.91927	12.31065	15.36394	11.66886	3.01704	29.57834	66.86525	162.5416	7.15455	70.99194	10.79622	8.07091	60.90467	6.91164	9.25747	0.87826	5.82131	0.94364	2.91834	0.42611	1.99225	2.74902	0.45876	5.44636	4.24155	8.90072	37.10356	33.16155	12.24306	0.14941	1.71854	5.978	5.8744
ko:K11957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.76011	NA	19.91663	3.35105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51713	1.25454	NA	0.50687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ko:K11959	NA	0.17202	1.75034	NA	NA	0.70555	1.18183	0.46756	0.1634	NA	NA	NA	1.2117	0.78344	NA	3.86914	8.79844	2.931	1.55171	2.16689	1.14574	5.75161	4.55589	5.25185	0.61207	9.14174	2.93382	NA	NA	0.25265	0.37324	0.34624	NA	1.28694	0.17208	NA	0.57026	0.85457	NA	NA	NA	1.08126	0.26764	4.42627	2.70685	1.39552	NA	1.93856	1.15519	1.46872	0.96885	6.94825	9.56232	6.36593	5.92157	NA	NA	0.12309	NA	0.95079	1.81881	1.09866	2.41101	6.16103	3.68831	6.79959	1.19132	0.17547	4.82983	7.89541	1.4836	0.1397	2.89386	1.40284	NA	NA	NA	0.52342	1.83626
ko:K11960	NA	32.07006	40.55069	8.19872	2.7353	0.86177	28.75818	10.03738	6.521	5.67242	4.10426	3.94959	29.43695	9.48264	5.39208	5.30294	3.61557	26.81026	0.28386	17.17151	2.60578	11.01006	33.49551	15.05473	5.42706	10.01137	9.5313	3.06844	0.21669	2.1339	1.70882	24.97888	24.45836	18.62296	11.08493	20.75328	59.9805	16.27602	13.10002	0.25309	3.97533	8.97887	3.37117	5.05525	14.58926	8.63744	0.39193	10.21554	6.70121	25.26944	3.27582	6.08362	9.48437	8.97507	15.19332	8.12815	3.58214	8.66034	5.8187	2.17863	8.78667	2.29498	3.36811	24.35868	14.82829	4.11448	47.78096	3.1704	8.10264	13.63533	5.86355	4.47535	62.90069	85.1214	9.68025	3.75526	9.02118	15.96482	6.27345
ko:K11961	NA	37.35348	35.35814	9.30938	4.49086	1.80869	22.64859	7.29844	5.80812	8.58754	5.05113	13.38051	53.70949	9.26123	8.60819	9.01661	8.08732	16.97108	3.2132	14.92736	8.44538	17.25094	29.48897	5.39483	2.07059	6.00933	3.11902	2.27382	1.53388	0.37229	2.35329	45.82788	26.64603	20.63024	20.0585	19.16484	47.17329	20.42186	7.50204	2.02647	5.14595	9.45613	5.36092	13.65154	36.08656	10.46478	8.8132	2.46245	4.80243	9.16936	0.73381	7.64494	17.30923	21.28915	27.21927	5.39016	1.69315	4.47838	4.38328	6.84193	8.39137	1.69418	7.1993	21.88653	7.48128	3.54014	42.9066	2.13089	1.19551	11.54273	7.3442	1.28791	77.15626	113.87396	17.69881	9.09069	16.82392	19.48815	7.49019
ko:K11962	NA	2.48123	2.62733	0.10251	0.39316	6.24244	57.1531	3.46509	5.61259	1.51455	2.22759	NA	1.05854	0.08659	NA	0.08634	6.55544	4.18291	2.27266	4.40476	1.88616	5.36457	5.82257	4.80392	1.60878	11.6838	5.19927	0.19937	0.86062	0.08867	0.08251	10.90193	5.64338	0.52358	2.582	1.20673	2.44999	1.53576	3.57797	NA	0.56492	1.91716	0.95766	23.82435	5.19784	5.02858	1.7315	0.51619	3.19339	1.01854	0.53694	5.65787	7.05889	2.22558	8.63359	2.84423	0.98397	3.42759	1.18595	0.61097	1.67784	0.22203	3.14377	12.10229	7.42748	6.91276	2.66855	0.22377	0.10862	1.48334	0.87473	0.25981	8.10853	5.74655	1.0964	0.61452	2.71629	1.90671	2.63841
ko:K11963	0.56115	8.81734	9.28306	1.09346	0.04346	2.4716	16.02606	2.54347	3.69474	0.35127	1.55551	0.04085	0.8037	0.28313	0.13636	3.92243	17.39891	2.58452	3.05356	3.50107	3.04291	13.55286	10.41465	2.72517	2.63546	9.5376	4.5033	4.3907	2.01266	2.42703	2.53922	39.40841	28.51194	5.86783	10.70701	1.57793	3.48169	1.30483	0.05976	0.69306	0.54994	1.45421	1.73795	4.73202	2.30172	1.096	NA	1.73604	3.99383	2.90912	0.74829	14.40358	22.12538	30.53533	17.59183	10.27891	2.2847	3.79815	10.74278	3.09685	8.92694	2.13452	10.17044	10.95046	6.23066	5.08104	19.94217	NA	1.83596	2.49894	1.11472	1.82298	22.42764	5.47685	1.8626	1.11767	11.25696	2.38094	2.24281
ko:K11968	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6003	NA	2.96024	1.99795	NA	NA	NA	NA	NA	NA	0.69118	NA	1.05409	1.02009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.98258	NA	1.90027	NA	NA	NA	0.32488	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.10433	NA	NA	NA	1.44468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
